time,FLOW,TEMP,SALT
2012-11-27 00:00:00,0.039088254,5.712916667,0
2012-11-28 00:00:00,0.024791841,3.5321875,0
2012-11-29 00:00:00,0.020772978,3.93875,0
2012-11-30 00:00:00,0.018896495,3.7234375,0
2012-12-01 00:00:00,0.018657215,4.051770833,0
2012-12-02 00:00:00,0.018031409,5.516041667,0
2012-12-03 00:00:00,0.018136733,6.367395833,0
2012-12-04 00:00:00,0.017334179,7.643229167,0
2012-12-05 00:00:00,0.016618799,9.055208333,0
2012-12-06 00:00:00,0.021505172,11.24354167,0
2012-12-07 00:00:00,0.032450646,8.711979167,0
2012-12-08 00:00:00,0.0239556,5.590416667,0
2012-12-09 00:00:00,0.025891849,5.8421875,0
2012-12-10 00:00:00,0.030563874,5.9584375,0
2012-12-11 00:00:00,0.026581979,4.214583333,0
2012-12-12 00:00:00,0.02352662,3.385625,0
2012-12-13 00:00:00,0.021293536,3.211145833,0
2012-12-14 00:00:00,0.020933471,4.335416667,0
2012-12-15 00:00:00,0.021795965,4.750520833,0
2012-12-16 00:00:00,0.02043989,4.292291667,0
2012-12-17 00:00:00,0.019751699,4.820520833,0
2012-12-18 00:00:00,0.020347844,3.5346875,0
2012-12-19 00:00:00,0.018889973,4.332291667,0
2012-12-20 00:00:00,0.018438678,5.5809375,0
2012-12-21 00:00:00,0.017939107,7.355416667,0
2012-12-22 00:00:00,0.019796741,9.934583333,0
2012-12-23 00:00:00,0.043749965,9.289166667,0
2012-12-24 00:00:00,0.032298376,5.097916667,0
2012-12-25 00:00:00,0.025526285,2.771041667,0
2012-12-26 00:00:00,0.022995635,3.13875,0
2012-12-27 00:00:00,0.021453668,3.387604167,0
2012-12-28 00:00:00,0.020030864,4.031354167,0
2012-12-29 00:00:00,0.037723461,5.925520833,0
2012-12-30 00:00:00,0.032197861,5.933958333,0
2012-12-31 00:00:00,0.027034422,4.359583333,0
2013-01-01 00:00:00,0.023753372,3.787604167,0
2013-01-02 00:00:00,0.022360992,4.230520833,0
2013-01-03 00:00:00,0.02644151,1.320520833,0
2013-01-04 00:00:00,0.022166852,1.0665625,0
2013-01-05 00:00:00,0.021213354,3.471875,0
2013-01-06 00:00:00,0.023845683,3.181770833,0
2013-01-07 00:00:00,0.040717269,0.253229167,0
2013-01-08 00:00:00,0.033022493,0.280416667,0
2013-01-09 00:00:00,0.02083746,1.220416667,0
2013-01-10 00:00:00,0.022088974,2.7440625,0
2013-01-11 00:00:00,0.033721742,4.640520833,0
2013-01-12 00:00:00,0.034246043,4.477708333,0
2013-01-13 00:00:00,0.027406312,4.4509375,0
2013-01-14 00:00:00,0.026308183,5.342916667,0
2013-01-15 00:00:00,0.025264536,4.3178125,0
2013-01-16 00:00:00,0.024373323,2.815208333,0
2013-01-17 00:00:00,0.0234064,3.0428125,0
2013-01-18 00:00:00,0.024190169,1.730416667,0
2013-01-19 00:00:00,0.02267054,2.380625,0
2013-01-20 00:00:00,0.021774662,3.233645833,0
2013-01-21 00:00:00,0.022663528,2.885520833,0
2013-01-22 00:00:00,0.025741717,0.421041667,0
2013-01-23 00:00:00,0.025987569,0.3915625,0
2013-01-24 00:00:00,0.050393728,0.250625,0
2013-01-25 00:00:00,0.041474419,0.381354167,0
2013-01-26 00:00:00,0.021646508,0.776041667,0
2013-01-27 00:00:00,0.022164124,1.987708333,0
2013-01-28 00:00:00,0.02452516,0.260625,0
2013-01-29 00:00:00,0.024927964,0.308125,0
2013-01-30 00:00:00,0.029774802,0.292604167,0
2013-01-31 00:00:00,0.020704086,1.191979167,0
2013-02-01 00:00:00,0.019507248,2.6,0
2013-02-02 00:00:00,0.01959148,4.269375,0
2013-02-03 00:00:00,0.044024432,5.1546875,0
2013-02-04 00:00:00,0.03226677,4.066041667,0
2013-02-05 00:00:00,0.027852177,4.299583333,0
2013-02-06 00:00:00,0.026420665,3.057291667,0
2013-02-07 00:00:00,0.024565054,2.748020833,0
2013-02-08 00:00:00,0.023370937,3.276041667,0
2013-02-09 00:00:00,0.022656437,3.944479167,0
2013-02-10 00:00:00,0.023063119,3.0775,0
2013-02-11 00:00:00,0.022618893,2.107916667,0
2013-02-12 00:00:00,0.03087657,0.692083333,0
2013-02-13 00:00:00,0.076990586,0.208125,0
2013-02-14 00:00:00,0.026205116,1.844375,0
2013-02-15 00:00:00,0.024143509,2.6284375,0
2013-02-16 00:00:00,0.022687052,2.143958333,0
2013-02-17 00:00:00,0.021474303,2.4559375,0
2013-02-18 00:00:00,0.022073643,3.496875,0
2013-02-19 00:00:00,0.0292475,4.7221875,0
2013-02-20 00:00:00,0.030663997,4.459166667,0
2013-02-21 00:00:00,0.050091842,5.647916667,0
2013-02-22 00:00:00,0.039661213,5.490416667,0
2013-02-23 00:00:00,0.031779687,6.047916667,0
2013-02-24 00:00:00,0.028359133,5.130104167,0
2013-02-25 00:00:00,0.026728465,3.851458333,0
2013-02-26 00:00:00,0.026291627,3.733020833,0
2013-02-27 00:00:00,0.025953807,2.586041667,0
2013-02-28 00:00:00,0.024683729,2.181979167,0
2013-03-01 00:00:00,0.023521331,2.956041667,0
2013-03-02 00:00:00,0.023826543,5.546979167,0
2013-03-03 00:00:00,0.036200717,4.311770833,0
2013-03-04 00:00:00,0.031482212,2.398229167,0
2013-03-05 00:00:00,0.028139205,3.983333333,0
2013-03-06 00:00:00,0.026220316,3.555208333,0
2013-03-07 00:00:00,0.026852008,3.2046875,0
2013-03-08 00:00:00,0.018244448,5.792708333,0
2013-03-09 00:00:00,0.01280794,7.008333333,0
2013-03-10 00:00:00,0.012426705,7.013958333,0
2013-03-11 00:00:00,0.012234801,8.940833333,0
2013-03-12 00:00:00,0.01253913,8.51625,0
2013-03-13 00:00:00,0.012921725,4.055833333,0
2013-03-14 00:00:00,0.010985433,5.040416667,0
2013-03-15 00:00:00,0.010504301,7.600729167,0
2013-03-16 00:00:00,0.01142555,5.675,0
2013-03-17 00:00:00,0.012073084,3.383125,0
2013-03-18 00:00:00,0.012245394,3.976145833,0
2013-03-19 00:00:00,0.012852374,5.133958333,0
2013-03-20 00:00:00,0.012369159,6.006415094,0
