time,FLOW,SALT,TEMP,NIT_nit,NIT_amm,PHS_frp,OGM_doc
2012-12-31,0.027034422,0,4.359583333,0.554131684,0.464341038,1.109336919,133.0269741
2013-01-01,0.023753372,0,3.787604167,0.560980999,0.464720712,1.123048819,132.9537214
2013-01-02,0.022360992,0,4.230520833,0.567830314,0.465100386,1.136760719,132.8804686
2013-01-03,0.02644151,0,1.320520833,0.574679629,0.46548006,1.150472618,132.8072159
2013-01-04,0.022166852,0,1.0665625,0.581528944,0.465859733,1.164184518,132.7339631
2013-01-05,0.021213354,0,3.471875,0.588378259,0.466239407,1.177896418,132.6607104
2013-01-06,0.023845683,0,3.181770833,0.595227574,0.466619081,1.191608317,132.5874577
2013-01-07,0.040717269,0,0.253229167,0.602076889,0.466998755,1.205320217,132.5142049
2013-01-08,0.033022493,0,0.280416667,0.608926204,0.467378428,1.219032117,132.4409522
2013-01-09,0.02083746,0,1.220416667,0.615775519,0.467758102,1.232744017,132.3676994
2013-01-10,0.022088974,0,2.7440625,0.622624834,0.468137776,1.246455916,132.2944467
2013-01-11,0.033721742,0,4.640520833,0.629474149,0.46851745,1.260167816,132.221194
2013-01-12,0.034246043,0,4.477708333,0.636323464,0.468897124,1.273879716,132.1479412
2013-01-13,0.027406312,0,4.4509375,0.643172779,0.469276797,1.287591615,132.0746885
2013-01-14,0.026308183,0,5.342916667,0.650022095,0.469656471,1.301303515,132.0014358
2013-01-15,0.025264536,0,4.3178125,0.65687141,0.470036145,1.315015415,131.928183
2013-01-16,0.024373323,0,2.815208333,0.663720725,0.470415819,1.328727315,131.8549303
2013-01-17,0.0234064,0,3.0428125,0.67057004,0.470795493,1.342439214,131.7816775
2013-01-18,0.024190169,0,1.730416667,0.677419355,0.471175166,1.356151114,131.7084248
2013-01-19,0.02267054,0,2.380625,0.68426867,0.47155484,1.369863014,131.6351721
2013-01-20,0.021774662,0,3.233645833,0.691117985,0.471934514,1.383574913,131.5619193
2013-01-21,0.022663528,0,2.885520833,0.6979673,0.472314188,1.397286813,131.4886666
2013-01-22,0.025741717,0,0.421041667,0.704816615,0.472693861,1.410998713,131.4154138
2013-01-23,0.025987569,0,0.3915625,0.71166593,0.473073535,1.424710613,131.3421611
2013-01-24,0.050393728,0,0.250625,0.718515245,0.473453209,1.438422512,131.2689084
2013-01-25,0.041474419,0,0.381354167,0.72536456,0.473832883,1.452134412,131.1956556
2013-01-26,0.021646508,0,0.776041667,0.732213875,0.474212557,1.465846312,131.1224029
2013-01-27,0.022164124,0,1.987708333,0.73906319,0.47459223,1.479558211,131.0491501
2013-01-28,0.02452516,0,0.260625,0.745912506,0.474971904,1.493270111,130.9758974
2013-01-29,0.024927964,0,0.308125,0.752761821,0.475351578,1.506982011,130.9026447
2013-01-30,0.029774802,0,0.292604167,0.759611136,0.475731252,1.520693911,130.8293919
2013-01-31,0.020704086,0,1.191979167,0.766460451,0.476110925,1.53440581,130.7561392
2013-02-01,0.019507248,0,2.6,0.773309766,0.476490599,1.54811771,130.6828865
2013-02-02,0.01959148,0,4.269375,0.780159081,0.476870273,1.56182961,130.6096337
2013-02-03,0.044024432,0,5.1546875,0.787008396,0.477249947,1.575541509,130.536381
2013-02-04,0.03226677,0,4.066041667,0.793857711,0.477629621,1.589253409,130.4631282
2013-02-05,0.027852177,0,4.299583333,0.800707026,0.478009294,1.602965309,130.3898755
2013-02-06,0.026420665,0,3.057291667,0.807556341,0.478388968,1.616677209,130.3166228
2013-02-07,0.024565054,0,2.748020833,0.814405656,0.478768642,1.630389108,130.24337
2013-02-08,0.023370937,0,3.276041667,0.821254971,0.479148316,1.644101008,130.1701173
2013-02-09,0.022656437,0,3.944479167,0.828104286,0.47952799,1.657812908,130.0968645
2013-02-10,0.023063119,0,3.0775,0.834953601,0.479907663,1.671524807,130.0236118
2013-02-11,0.022618893,0,2.107916667,0.841802916,0.480287337,1.685236707,129.9503591
2013-02-12,0.03087657,0,0.692083333,0.848652232,0.480667011,1.698948607,129.8771063
2013-02-13,0.076990586,0,0.208125,0.855501547,0.481046685,1.712660507,129.8038536
2013-02-14,0.026205116,0,1.844375,0.862350862,0.481426358,1.726372406,129.7306008
2013-02-15,0.024143509,0,2.6284375,0.869200177,0.481806032,1.740084306,129.6573481
2013-02-16,0.022687052,0,2.143958333,0.876049492,0.482185706,1.753796206,129.5840954
2013-02-17,0.021474303,0,2.4559375,0.882898807,0.48256538,1.767508106,129.5108426
2013-02-18,0.022073643,0,3.496875,0.889748122,0.482945054,1.781220005,129.4375899
2013-02-19,0.0292475,0,4.7221875,0.896597437,0.483324727,1.794931905,129.3643371
2013-02-20,0.030663997,0,4.459166667,0.903446752,0.483704401,1.808643805,129.2910844
2013-02-21,0.050091842,0,5.647916667,0.910296067,0.484084075,1.822355704,129.2178317
2013-02-22,0.039661213,0,5.490416667,0.917145382,0.484463749,1.836067604,129.1445789
2013-02-23,0.031779687,0,6.047916667,0.923994697,0.484843423,1.849779504,129.0713262
2013-02-24,0.028359133,0,5.130104167,0.930844012,0.485223096,1.863491404,128.9980735
2013-02-25,0.026728465,0,3.851458333,0.937693327,0.48560277,1.877203303,128.9248207
2013-02-26,0.026291627,0,3.733020833,0.944542643,0.485982444,1.890915203,128.851568
2013-02-27,0.025953807,0,2.586041667,0.951391958,0.486362118,1.904627103,128.7783152
2013-02-28,0.024683729,0,2.181979167,0.958241273,0.486741791,1.918339002,128.7050625
2013-03-01,0.023521331,0,2.956041667,0.965090588,0.487121465,1.932050902,128.6318098
2013-03-02,0.023826543,0,5.546979167,0.971939903,0.487501139,1.945762802,128.558557
2013-03-03,0.036200717,0,4.311770833,0.978789218,0.487880813,1.959474702,128.4853043
2013-03-04,0.031482212,0,2.398229167,0.985638533,0.488260487,1.973186601,128.4120515
2013-03-05,0.028139205,0,3.983333333,0.992487848,0.48864016,1.986898501,128.3387988
2013-03-06,0.026220316,0,3.555208333,0.999337163,0.489019834,2.000610401,128.2655461
2013-03-07,0.026852008,0,3.2046875,1.006186478,0.489399508,2.0143223,128.1922933
2013-03-08,0.018244448,0,5.792708333,1.013035793,0.489779182,2.0280342,128.1190406
2013-03-09,0.01280794,0,7.008333333,1.019885108,0.490158856,2.0417461,128.0457878
2013-03-10,0.012426705,0,7.013958333,1.026734423,0.490538529,2.055458,127.9725351
2013-03-11,0.012234801,0,8.940833333,1.033583738,0.490918203,2.069169899,127.8992824
2013-03-12,0.01253913,0,8.51625,1.040433053,0.491297877,2.082881799,127.8260296
2013-03-13,0.012921725,0,4.055833333,1.047282369,0.491677551,2.096593699,127.7527769
2013-03-14,0.010985433,0,5.040416667,1.054131684,0.492057224,2.110305598,127.6795242
2013-03-15,0.010504301,0,7.600729167,1.060980999,0.492436898,2.124017498,127.6062714
2013-03-16,0.01142555,0,5.675,1.067830314,0.492816572,2.137729398,127.5330187
2013-03-17,0.012073084,0,3.383125,1.074679629,0.493196246,2.151441298,127.4597659
2013-03-18,0.012245394,0,3.976145833,1.081528944,0.49357592,2.165153197,127.3865132
2013-03-19,0.012852374,0,5.133958333,1.088378259,0.493955593,2.178865097,127.3132605
2013-03-20,0.012369159,0,6.006415094,1.095227574,0.494335267,2.192576997,127.2400077
2013-03-21,0.115769459,0,8.060207547,1.102076889,0.494714941,2.206288896,127.166755
2013-03-22,0.219169759,0,10.114,1.108926204,0.495094615,2.220000796,127.0935022
2013-03-23,0.198075711,0,8.476666667,1.115775519,0.495474288,2.233712696,127.0202495
2013-03-24,0.176981662,0,6.839333333,1.122624834,0.495853962,2.247424596,126.9469968
2013-03-25,0.155887613,0,5.202,1.129474149,0.496233636,2.261136495,126.873744
2013-03-26,0.122282785,0,3.793333333,1.136323464,0.49661331,2.274848395,126.8004913
2013-03-27,0.138796483,0,4.688518519,1.143172779,0.496992984,2.288560295,126.7272385
2013-03-28,0.155310182,0,5.583703704,1.150022095,0.497372657,2.302272194,126.6539858
2013-03-29,0.171823881,0,6.478888889,1.15687141,0.497752331,2.315984094,126.5807331
2013-03-30,0.188337579,0,7.374074074,1.163720725,0.498132005,2.329695994,126.5074803
2013-03-31,0.204851278,0,8.269259259,1.17057004,0.498511679,2.343407894,126.4342276
2013-04-01,0.221364976,0,9.164444444,1.177419355,0.498891353,2.357119793,126.3609748
2013-04-02,0.237878675,0,10.05962963,1.149769585,0.506810263,2.301766687,126.2877221
2013-04-03,0.254392373,0,10.95481481,1.122119816,0.514729173,2.24641358,126.2144694
2013-04-04,0.270906072,0,11.85,1.094470046,0.522648084,2.191060473,126.1412166
2013-04-05,0.39071376,0,11.19,1.066820276,0.530566994,2.135707367,126.0679639
2013-04-06,0.146404557,0,8.126666667,1.039170507,0.538485904,2.08035426,125.9947112
2013-04-07,0.133861562,0,8.523333333,1.011520737,0.546404815,2.025001153,125.9214584
2013-04-08,0.143929514,0,8.260555556,0.983870968,0.554323725,1.969648046,125.8482057
2013-04-09,0.153997466,0,7.997777778,0.953629032,0.540465632,1.909105586,125.7749529
2013-04-10,0.164065419,0,7.735,0.923387097,0.526607539,1.848563126,125.7017002
2013-04-11,0.162826457,0,8.158566434,0.893145161,0.512749446,1.788020665,125.6284475
2013-04-12,0.161587495,0,8.582132867,0.862903226,0.498891353,1.727478205,125.5551947
2013-04-13,0.160348534,0,9.005699301,0.83266129,0.485033259,1.666935744,125.481942
2013-04-14,0.159109572,0,9.429265734,0.802419355,0.471175166,1.606393284,125.4086892
2013-04-15,0.157870611,0,9.852832168,0.772177419,0.457317073,1.545850823,125.3354365
2013-04-16,0.156631649,0,10.2763986,0.741935484,0.44345898,1.485308363,125.2621838
2013-04-17,0.155392688,0,10.69996503,0.716129032,0.465631929,1.433645463,125.188931
2013-04-18,0.154153726,0,11.12353147,0.690322581,0.487804878,1.381982564,125.1156783
2013-04-19,0.152914764,0,11.5470979,0.664516129,0.509977827,1.330319664,125.0424255
2013-04-20,0.151675803,0,11.97066434,0.638709677,0.532150776,1.278656765,124.9691728
2013-04-21,0.150436841,0,12.39423077,0.612903226,0.554323725,1.226993865,124.8959201
2013-04-22,0.14919788,0,12.8177972,0.640552995,0.585999366,1.282346972,147.4961342
2013-04-23,0.147958918,0,13.24136364,0.668202765,0.617675008,1.337700078,170.0963483
2013-04-24,0.159848098,0,11.8853125,0.695852535,0.649350649,1.393053185,192.6965624
2013-04-25,0.154049997,0,11.83604167,0.723502304,0.681026291,1.448406292,215.2967765
2013-04-26,0.14445559,0,13.3246875,0.751152074,0.712701932,1.503759398,237.8969906
2013-04-27,0.155137467,0,14.45895833,0.778801843,0.744377574,1.559112505,260.4972047
2013-04-28,0.119457446,0,12.44430108,0.806451613,0.776053215,1.614465612,283.0974188
2013-04-29,0.096032794,0,11.99645833,0.721198157,0.783972125,1.443793533,266.4446295
2013-04-30,0.097038225,0,12.68052083,0.6359447,0.791891036,1.273121454,249.7918401
2013-05-01,0.097471343,0,13.34791667,0.550691244,0.799809946,1.102449375,233.1390508
2013-05-02,0.092711288,0,13.04666667,0.465437788,0.807728857,0.931777296,216.4862614
2013-05-03,0.09162645,0,13.29229167,0.380184332,0.815647767,0.761105217,199.8334721
2013-05-04,0.091755076,0,13.66979167,0.294930876,0.823566677,0.590433138,183.1806828
2013-05-05,0.090867195,0,13.63166667,0.209677419,0.831485588,0.419761059,166.5278934
2013-05-06,0.09242527,0,14.01635417,0.209677419,0.752296484,0.419761059,166.5278934
2013-05-07,0.093431453,0,14.53489583,0.209677419,0.67310738,0.419761059,166.5278934
2013-05-08,0.09424751,0,14.95635417,0.209677419,0.593918277,0.419761059,166.5278934
2013-05-09,0.094205549,0,15.01770833,0.209677419,0.514729173,0.419761059,166.5278934
2013-05-10,0.093294145,0,14.80697917,0.209677419,0.43554007,0.419761059,166.5278934
2013-05-11,0.092441906,0,15.15083333,0.209677419,0.356350966,0.419761059,166.5278934
2013-05-12,0.092869125,0,15.51572917,0.209677419,0.277161863,0.419761059,166.5278934
2013-05-13,0.093751602,0,15.80239583,0.211981567,0.324675325,0.424373818,165.3384085
2013-05-14,0.092215992,0,15.92125,0.214285714,0.372188787,0.428986577,164.1489235
2013-05-15,0.105294354,0,15.5625,0.216589862,0.419702249,0.433599336,162.9594386
