Lake,namedLocation,Date,Depth,Temp,spCond,DO,DOsat
SUGG,SUGG.AOS.buoy.c0,2018-07-30T04:00:00Z,1.5,24.9,70.7,0.1,1
SUGG,SUGG.AOS.buoy.c0,2018-07-30T04:00:00Z,0.5,27.7,66.7,2,24
SUGG,SUGG.AOS.buoy.c0,2018-07-30T04:00:00Z,1,26.9,69.1,0.1,1.3
SUGG,SUGG.AOS.buoy.c0,2018-09-04T04:00:00Z,1.5,26.6,67.7,2.5,31.4
SUGG,SUGG.AOS.buoy.c0,2018-09-04T04:00:00Z,0.5,26.9,66.8,3.2,38.9
SUGG,SUGG.AOS.buoy.c0,2018-09-04T04:00:00Z,1,26.7,67.6,2.4,29.5
SUGG,SUGG.AOS.buoy.c0,2018-10-01T04:00:00Z,1,27.7,67.6,2.6,32.8
SUGG,SUGG.AOS.buoy.c0,2018-10-01T04:00:00Z,0.5,27.8,67.6,2.9,36.3
SUGG,SUGG.AOS.buoy.c0,2018-10-01T04:00:00Z,1.5,27.3,68.2,0.7,7.3
SUGG,SUGG.AOS.buoy.c0,2018-11-05T05:00:00Z,1.5,19.5,70.7,4.4,38.6
SUGG,SUGG.AOS.buoy.c0,2018-11-05T05:00:00Z,0.5,20.9,70.1,6,66.5
SUGG,SUGG.AOS.buoy.c0,2018-11-05T05:00:00Z,2,19.4,70.7,3.9,42
SUGG,SUGG.AOS.buoy.c0,2018-11-05T05:00:00Z,1,20.2,70.9,4.9,53.7
SUGG,SUGG.AOS.buoy.c0,2018-11-06T05:00:00Z,1.5,20.1,71,3.3,36
SUGG,SUGG.AOS.buoy.c0,2018-11-06T05:00:00Z,1,21,71.2,5.1,58.8
SUGG,SUGG.AOS.buoy.c0,2018-11-06T05:00:00Z,0.5,21.3,71.2,5.5,62.7
SUGG,SUGG.AOS.buoy.c0,2018-12-04T05:00:00Z,1.5,16.9,69.3,7.2,74.2
SUGG,SUGG.AOS.buoy.c0,2018-12-04T05:00:00Z,1,16.9,69.3,7.2,74.4
SUGG,SUGG.AOS.buoy.c0,2018-12-04T05:00:00Z,0.5,17.2,69.5,7.2,74.8
SUGG,SUGG.AOS.buoy.c0,2019-01-07T05:00:00Z,1,14.8,70,5.2,50.7
SUGG,SUGG.AOS.buoy.c0,2019-01-07T05:00:00Z,0.5,15.4,70.3,5.3,52.7
SUGG,SUGG.AOS.buoy.c0,2019-01-07T05:00:00Z,1.5,14.7,70,5.1,49.9
SUGG,SUGG.AOS.buoy.c0,2019-02-04T05:00:00Z,0.5,12.7,68.6,11.9,108.4
SUGG,SUGG.AOS.buoy.c0,2019-02-04T05:00:00Z,2,10.4,70.7,7.3,65.4
SUGG,SUGG.AOS.buoy.c0,2019-02-04T05:00:00Z,1,11.6,69.6,9.2,83.6
SUGG,SUGG.AOS.buoy.c0,2019-02-04T05:00:00Z,1.5,10.9,70.9,7.2,65.4
SUGG,SUGG.AOS.buoy.c0,2019-02-14T05:00:00Z,1.5,14.1,69.2,5.4,53
SUGG,SUGG.AOS.buoy.c0,2019-02-14T05:00:00Z,1,14.3,69.1,5.8,56.3
SUGG,SUGG.AOS.buoy.c0,2019-02-14T05:00:00Z,0.5,14.9,69.4,5.9,57.4
SUGG,SUGG.AOS.buoy.c0,2019-02-18T05:00:00Z,0.5,18.4,67.5,6.7,69.9
SUGG,SUGG.AOS.buoy.c0,2019-02-18T05:00:00Z,1,17.4,68,6.8,62.4
SUGG,SUGG.AOS.buoy.c0,2019-02-18T05:00:00Z,1.5,15.7,68.2,4.4,44.1
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,9.5,5.6,2.3,1.4,11
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,2.5,22,14.6,8.5,104
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,4,18.1,8.8,9.4,105
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,4.5,15.1,7.4,11,116
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,3.5,20,9.3,8.7,103
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,5,12.5,4.4,11.8,118
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,10.5,5.4,2.5,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,5.5,10.3,2.9,10.9,103
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,6.5,8.4,2.6,6,54
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,7.5,7.1,2.4,4.7,41
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,12.5,5.2,10.6,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,13.5,5.1,12.4,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,6,9.1,2.2,7.8,72
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,8.5,6.2,2.1,2.6,22
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,3,21.2,10,8.3,99
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,1,23.1,14.9,7.9,98
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,2,22.3,14.7,8.7,106
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,0.5,23.6,14.9,8.2,103
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,1.5,22.9,14.7,8.2,101
CRAM,CRAM.AOS.buoy.c0,2015-06-29T04:00:00Z,11.5,5.2,6.8,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,13.5,5.2,20.2,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,2.5,23.2,14,7.9,99
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,0.5,24.6,15.2,7.2,96
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,9.5,5.8,16.6,0.4,3
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,4,19.9,14.5,9.2,107
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,14.5,5.1,20.4,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,8.5,6.4,16.5,2.1,18
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,4.5,17,14.9,10.6,117
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,7.5,7.5,16.2,4.4,39
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,1,24.4,14.3,7.8,99
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,5.5,11.8,15.2,10.7,106
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,8,6.9,16.4,3.4,30
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,7,8,16.3,4.1,37
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,5,14,15.2,11.1,115
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,2,23.8,14.1,7.8,98
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,12.5,5.2,20,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,1.5,24.2,14.2,7.8,100
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,10.5,5.5,17.5,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,6.5,9.1,16.2,5.2,48
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,3,22.3,14,8.3,102
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,3.5,21.6,14.1,8.3,101
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,6,10.5,15.4,9.8,93
CRAM,CRAM.AOS.buoy.c0,2015-07-13T04:00:00Z,11.5,5.3,19.3,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,9.5,6,18.4,0.3,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,14.5,5.2,21.8,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,7,9.2,17.1,4.9,45
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,15.5,5.2,22.4,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,10.5,5.6,19,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,8.5,6.7,17.4,1.2,11
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,8,7.3,17.2,2.7,24
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,12.5,5.2,21.3,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,11.5,5.4,20.6,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,7.5,8.1,17.2,3.9,35
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,6.5,10.3,17.1,5.5,53
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,13.5,5.2,21.6,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,0.5,22.5,15.1,8,98
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,3.5,22,14.9,7.8,95
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,1,22.3,15.1,7.6,95
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,5.5,13.8,16.4,9.2,94
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,3,22,15,7.5,92
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,2,22.1,15.1,7.6,93
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,4,21.8,15,8.1,97
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,1.5,22.2,15.1,7.8,95
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,5,17,16.5,9.2,100
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,6,11.8,16.8,7.6,75
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,2.5,22,15,7.8,94
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,4.5,21.3,15.2,8.3,99
CRAM,CRAM.AOS.buoy.c0,2015-08-04T04:00:00Z,9,6.2,16.9,0.3,3
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,7,10.4,15.2,3,28
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,6,15.2,14.7,4.3,46
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,0.5,21.9,13.1,8.2,99
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,11.5,5.5,18.8,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,5.5,17.1,13.5,6.8,74
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,2,20.9,13.1,8,95
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,10.5,5.7,17.5,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,8,7.8,15.4,1.3,12
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,6.5,12.1,15.3,2.7,27
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,3.5,19.1,13.1,8.2,94
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,4.5,18.5,13,7.8,88
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,7.5,8.7,15.4,2.5,23
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,4,18.8,13,8.1,93
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,5,18.1,13.2,7.2,81
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,13.5,5.3,19.6,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,3,19.8,13.1,8.2,95
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,1.5,21.1,13.1,8,95
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,2.5,20.3,13.1,8.3,97
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,1,21.7,13.1,7.9,95
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,14.5,5.3,20,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,9.5,6.1,16.9,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,12.5,5.4,19.1,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,8.5,7,14.7,0.3,2
CRAM,CRAM.AOS.buoy.c0,2015-09-01T04:00:00Z,9,6.5,14.6,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,9.5,6.2,19.9,0.3,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,8.5,7.2,16.2,0.3,3
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,12.5,5.4,21.4,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,12,5.5,21,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,10.5,5.8,19.5,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,13.5,5.4,12.7,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,11,5.7,19.9,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,1,19.6,14.2,8.7,100
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,5,18.8,14.2,8.3,94
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,4.5,18.9,14.2,8.5,97
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,0.5,19.6,14.2,8.7,99
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,7.5,9.6,16.6,1.5,14
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,3,19,14.1,8.7,99
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,3.5,19,14.1,8.5,98
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,1.5,19.6,14.2,8.4,97
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,4,18.9,14.2,8.4,95
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,2.5,19.1,14.1,8.9,102
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,2,19.2,14.1,8.7,100
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,5.5,17.9,14.9,6.4,70
CRAM,CRAM.AOS.buoy.c0,2015-09-14T04:00:00Z,6.5,12.4,16.7,2.2,22
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,10,6.1,20.9,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,9,7,17.2,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,1.5,18.2,14.3,8.5,96
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,5.5,17.5,14.8,7,77
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,7.5,9.8,16.7,0.3,3
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,4,18.1,14.4,8.7,97
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,12,5.9,22.5,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,6.5,14.3,16.6,1.2,12
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,4.5,18.1,14.4,8.5,95
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,11,5.8,22,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,2,18.2,14.4,8.5,95
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,2.5,18.1,14.3,8.5,95
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,13,6,22.4,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,8.5,7.7,15.7,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,6,16.6,15.6,3.8,42
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,0.5,18.3,14.2,8.5,95
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,9.5,6.5,20.5,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,3,18.1,14.4,8.6,96
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,3.5,18.1,14.4,8.7,97
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,1,18.2,14.3,8.5,95
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,5,18.1,14.4,8.4,94
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,7,11.2,16.8,0.7,7
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,13.5,6,22.4,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-09-29T04:00:00Z,8,8.6,15.9,0.2,2
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,11.5,5.7,21.9,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,10,7,20.5,0.5,4
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,10.5,6.2,20.9,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,12,5.7,22.5,0.2,1
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,11,5.9,21.6,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,9.5,9,14.4,6.8,62
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,1,9.3,14.1,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,5.5,9.3,14.3,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,1.5,9.3,14.1,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,6,9.3,14.3,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,3.5,9.3,14.2,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,5,9.3,14.2,9.3,85
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,7,9.3,14.3,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,2.5,9.3,14.1,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,7.5,9.3,14.3,9.3,85
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,8,9.2,14.3,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,4.5,9.3,14.2,9.2,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,8.5,9.2,14.3,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,4,9.3,14.2,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,9,9.2,14.4,9.3,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,0.5,9.3,14,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,3,9.3,14.1,9.2,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,2,9.3,14.1,9.2,83
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,6.5,9.3,14.4,9.2,84
CRAM,CRAM.AOS.buoy.c0,2015-10-26T04:00:00Z,12.5,5.6,25.1,0.1,1
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,10,6.3,14.7,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,3,6.3,14.7,9.9,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,14,6.3,14.8,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,8,6.3,14.7,9.7,83
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,15,6.3,14.8,9.7,83
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,12.5,6.3,14.7,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,5.5,6.3,14.6,9.8,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,1.5,6.3,14.7,10,86
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,9,6.3,14.7,9.8,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,6.5,6.3,14.6,9.8,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,0.5,6.3,14.9,10.4,89
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,10.5,6.3,14.7,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,1,6.3,14.8,10.2,88
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,7,6.3,14.6,9.8,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,11,6.3,14.7,9.9,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,13.5,6.3,14.8,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,2.5,6.3,14.6,9.9,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,3.5,6.3,14.6,9.9,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,5,6.3,14.6,9.8,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,9.5,6.3,14.7,9.8,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,14.5,6.3,14.7,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,4.5,6.3,14.6,9.8,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,8.5,6.3,14.7,9.8,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,4,6.3,14.6,9.8,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,11.5,6.3,14.7,9.7,84
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,13,6.3,14.8,9.7,83
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,2,6.3,14.7,9.9,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,12,6.3,14.7,9.7,83
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,7.5,6.3,14.6,9.8,85
CRAM,CRAM.AOS.buoy.c0,2015-11-17T05:00:00Z,6,6.3,14.6,9.7,83
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,0.5,3.5,16,9.2,74
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,5,4,15.8,8.9,72
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,10,4.2,16.2,7.7,63
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,5.5,4,15.8,8.9,72
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,4,4,15.8,9,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,15,4.4,19.1,0.2,2
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,6.5,4,15.9,8.8,71
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,7,4.1,15.9,8.7,70
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,1.5,3.9,15.9,9.1,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,8.5,4.1,16.1,8,65
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,2.5,3.9,15.8,9,72
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,14,4.4,19.1,0.3,3
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,13,4.3,18.1,3.2,26
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,6,4,15.8,8.9,72
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,9.5,4.1,16.2,7.9,64
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,3.5,4,15.8,9,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,12,4.2,17.1,5.3,43
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,11,4.2,16.5,6.4,52
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,10.5,4.2,16.4,7.5,61
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,3,4,15.8,9.1,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,13.5,4.3,18.4,1,8
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,8,4.1,16,8.3,67
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,9,4.1,16.1,8.1,65
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,11.5,4.2,16.7,6.3,51
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,4.5,4,15.8,8.9,72
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,1,3.8,15.9,9.1,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,2,3.9,15.8,9,73
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,14.5,4.4,19.1,0.3,2
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,7.5,4.1,16,8.4,68
CRAM,CRAM.AOS.buoy.c0,2016-02-02T05:00:00Z,12.5,4.2,17.6,3.8,30
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,12.5,4.4,17.5,0.9,7
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,10,4.2,15.9,6.1,50
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,13,4.4,17.5,0.3,3
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,7,4.1,15.6,7.1,57
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,9,4.2,15.8,6.6,54
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,11.5,4.3,16.5,4.3,34
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,9.5,4.2,15.8,6.5,53
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,10.5,4.2,15.9,5.5,45
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,12,4.3,16.8,3.2,26
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,15.5,4.5,20.9,0.2,2
CRAM,CRAM.AOS.buoy.c0,2016-03-01T05:00:00Z,11,4.2,16.1,5,41
