"dateTime","DLWRFsfc_110_SFC","DLWRFsfc_110_SFC.1","DLWRFsfc_110_SFC.2","DLWRFsfc_110_SFC.3"
2012-11-27 00:00:00,258.269989013672,258.510009765625,256.440002441406,256.450012207031
2012-11-27 01:00:00,258.269989013672,258.510009765625,256.440002441406,256.450012207031
2012-11-27 02:00:00,258.269989013672,258.510009765625,256.440002441406,256.440002441406
2012-11-27 03:00:00,244.100006103516,245.050003051758,237.789993286133,238.210006713867
2012-11-27 04:00:00,244.100006103516,245.050003051758,237.789993286133,238.210006713867
2012-11-27 05:00:00,244.100006103516,245.050003051758,237.789993286133,238.199996948242
2012-11-27 06:00:00,231.470001220703,232.380004882812,224.830001831055,226.570007324219
2012-11-27 07:00:00,231.470001220703,232.380004882812,224.830001831055,226.570007324219
2012-11-27 08:00:00,231.470001220703,232.380004882812,224.830001831055,226.570007324219
2012-11-27 09:00:00,227.419998168945,227.009994506836,223.979995727539,224.210006713867
2012-11-27 10:00:00,227.419998168945,227.009994506836,223.979995727539,224.210006713867
2012-11-27 11:00:00,227.419998168945,227.009994506836,223.979995727539,224.210006713867
2012-11-27 12:00:00,249.300003051758,248.339996337891,246,246.399993896484
2012-11-27 13:00:00,249.300003051758,248.339996337891,246,246.399993896484
2012-11-27 14:00:00,249.300003051758,248.339996337891,246,246.410003662109
2012-11-27 15:00:00,269.450012207031,269.079986572266,263.179992675781,263.950012207031
2012-11-27 16:00:00,269.450012207031,269.089996337891,263.179992675781,263.950012207031
2012-11-27 17:00:00,269.450012207031,269.089996337891,263.190002441406,263.959991455078
2012-11-27 18:00:00,269.779998779297,269.290008544922,263.929992675781,263.980010986328
2012-11-27 19:00:00,269.779998779297,269.290008544922,263.929992675781,263.980010986328
2012-11-27 20:00:00,269.779998779297,269.290008544922,263.940002441406,263.980010986328
2012-11-27 21:00:00,289.160003662109,288.619995117188,287.450012207031,287.260009765625
2012-11-27 22:00:00,289.160003662109,288.619995117188,287.450012207031,287.260009765625
