"dateTime","TMP2m_110_HTGL","TMP2m_110_HTGL.1","TMP2m_110_HTGL.2","TMP2m_110_HTGL.3"
2012-11-27 00:00:00,266.109985351562,266.100006103516,265.929992675781,265.859985351562
2012-11-27 01:00:00,265.980010986328,265.980010986328,265.790008544922,265.720001220703
2012-11-27 02:00:00,265.859985351562,265.859985351562,265.640014648438,265.579986572266
2012-11-27 03:00:00,265.730041503906,265.730041503906,265.500030517578,265.450042724609
2012-11-27 04:00:00,265.579986572266,265.579986572266,265.320007324219,265.269989013672
2012-11-27 05:00:00,265.420013427734,265.429992675781,265.140014648438,265.100006103516
2012-11-27 06:00:00,265.270050048828,265.270050048828,264.960052490234,264.920043945312
2012-11-27 07:00:00,265.170013427734,265.170013427734,264.839996337891,264.809997558594
2012-11-27 08:00:00,265.070037841797,265.070037841797,264.730041503906,264.700042724609
2012-11-27 09:00:00,264.970001220703,264.970001220703,264.609985351562,264.589996337891
2012-11-27 10:00:00,264.929992675781,264.910003662109,264.570007324219,264.540008544922
2012-11-27 11:00:00,264.880004882812,264.850006103516,264.519989013672,264.5
2012-11-27 12:00:00,264.839996337891,264.799987792969,264.480010986328,264.459991455078
2012-11-27 13:00:00,265.429992675781,265.390014648438,265.070007324219,265.049987792969
2012-11-27 14:00:00,266.019989013672,265.970001220703,265.670013427734,265.630004882812
2012-11-27 15:00:00,266.600006103516,266.559997558594,266.260009765625,266.220001220703
2012-11-27 16:00:00,267.850006103516,267.809997558594,267.549987792969,267.510009765625
2012-11-27 17:00:00,269.100006103516,269.070007324219,268.839996337891,268.790008544922
2012-11-27 18:00:00,270.350006103516,270.320007324219,270.130004882812,270.079986572266
2012-11-27 19:00:00,270.299987792969,270.269989013672,270.079986572266,270.029998779297
2012-11-27 20:00:00,270.250030517578,270.230041503906,270.030029296875,269.980041503906
2012-11-27 21:00:00,270.200042724609,270.190032958984,269.980041503906,269.920043945312
2012-11-27 22:00:00,270.200012207031,270.179992675781,269.989990234375,269.940002441406
2012-11-27 23:00:00,270.200042724609,270.180053710938,270.010040283203,269.950042724609
2012-11-28 00:00:00,270.200012207031,270.170013427734,270.019989013672,269.959991455078
2012-11-28 01:00:00,270.170013427734,270.140014648438,270.010009765625,269.940002441406
2012-11-28 02:00:00,270.130035400391,270.100036621094,270.000030517578,269.920043945312
2012-11-28 03:00:00,270.100006103516,270.059997558594,269.989990234375,269.910003662109
2012-11-28 04:00:00,269.760009765625,269.739990234375,269.660003662109,269.579986572266
2012-11-28 05:00:00,269.429992675781,269.420013427734,269.329986572266,269.239990234375
2012-11-28 06:00:00,269.100006103516,269.100006103516,269,268.910003662109
