time,FLOW,SALT,TEMP,NIT_nit,NIT_amm,PHS_frp,OGM_doc
2011-09-01 00:00:00,1.98,0,18.8,7.77,7.77,0.56,125
2011-09-02 00:00:00,1.98,0,17.2,3.94,3.94,0.44,125
2011-09-03 00:00:00,1.98,0,18.1,3.67,3.67,0.35,125
2011-09-04 00:00:00,1.98,0,23.3,4.24,4.24,0.33,125
2011-09-05 00:00:00,1.98,0,23.1,10.04,10.04,0.59,125
2011-09-06 00:00:00,12.25,0,17.5,14.19,14.19,0.8,125
2011-09-07 00:00:00,2,0,14.7,4.5,4.5,0.36,125
2011-09-08 00:00:00,17.16,0,13,6.54,6.54,0.42,125
2011-09-09 00:00:00,2.02,0,17.4,6.03,6.03,0.39,125
2011-09-10 00:00:00,2,0,16.8,4.66,4.66,0.43,125
2011-09-11 00:00:00,2,0,15.5,7.52,7.52,0.54,125
2011-09-12 00:00:00,2,0,16.4,8.04,8.04,0.45,125
2011-09-13 00:00:00,1.98,0,20.3,4.19,4.19,0.48,125
2011-09-14 00:00:00,1.98,0,20.1,5.97,5.97,0.56,125
2011-09-15 00:00:00,1.98,0,19.9,6.79,6.79,0.43,125
2011-09-16 00:00:00,1.96,0,10.6,7.82,7.82,0.46,125
2011-09-17 00:00:00,1.96,0,7.7,6.6,6.6,0.58,125
2011-09-18 00:00:00,1.96,0,11.5,6.62,6.62,0.71,125
2011-09-19 00:00:00,1.96,0,11.4,3.55,3.55,0.45,125
2011-09-20 00:00:00,1.95,0,11.7,8.63,8.63,0.49,125
2011-09-21 00:00:00,1.95,0,15.1,9.91,9.91,0.53,125
2011-09-22 00:00:00,1.95,0,17.9,8.44,8.44,0.5,125
2011-09-23 00:00:00,1.95,0,17.7,2.85,2.85,0.34,125
2011-09-24 00:00:00,1.95,0,19.7,6.56,6.56,0.41,125
2011-09-25 00:00:00,1.95,0,20.5,10.05,10.05,0.56,125
2011-09-26 00:00:00,1.95,0,19.3,9.87,9.87,0.58,125
2011-09-27 00:00:00,1.95,0,19.5,10.94,10.94,0.52,125
2011-09-28 00:00:00,1.95,0,18.2,6.59,6.59,0.47,125
2011-09-29 00:00:00,1.95,0,16.6,7.96,7.96,0.57,125
2011-09-30 00:00:00,16.77,0,14.4,10.32,10.32,0.66,125
2011-10-01 00:00:00,1.96,0,16.5,5.96,5.96,0.43,125
2011-10-02 00:00:00,18.84,0,11.1,7.97,7.97,0.48,125
2011-10-03 00:00:00,1.98,0,11.3,7.97,7.97,0.53,125
2011-10-04 00:00:00,1.98,0,12.9,4.67,4.67,0.48,125
2011-10-05 00:00:00,1.98,0,12,8.18,8.18,0.5,125
2011-10-06 00:00:00,1.98,0,7.4,1.78,1.78,0.43,125
2011-10-07 00:00:00,1.96,0,6.7,5.59,5.59,0.47,125
2011-10-08 00:00:00,1.96,0,11.8,4.7,4.7,0.51,125
2011-10-09 00:00:00,1.96,0,16.5,7.52,7.52,0.45,125
2011-10-10 00:00:00,1.96,0,17,7.49,7.49,0.52,125
2011-10-11 00:00:00,1.95,0,14.9,8.34,8.34,0.55,125
2011-10-12 00:00:00,1.95,0,11.5,6.32,6.32,0.39,125
2011-10-13 00:00:00,1.95,0,12,7.76,7.76,0.48,125
2011-10-14 00:00:00,1.95,0,14.4,4.37,4.37,0.62,125
2011-10-15 00:00:00,14.76,0,13.2,10.79,10.79,0.71,125
2011-10-16 00:00:00,1.95,0,10.6,5.87,5.87,0.46,125
2011-10-17 00:00:00,1.95,0,11.1,7.79,7.79,0.49,125
2011-10-18 00:00:00,1.95,0,10,10.7,10.7,0.54,125
2011-10-19 00:00:00,1.95,0,11.1,9.93,9.93,0.57,125
2011-10-20 00:00:00,1.95,0,12.1,5.75,5.75,0.53,125
2011-10-21 00:00:00,1.95,0,12.2,9.12,9.12,0.5,125
2011-10-22 00:00:00,1.95,0,9.9,5.33,5.33,0.48,125
2011-10-23 00:00:00,1.95,0,9,6.02,6.02,0.51,125
2011-10-24 00:00:00,1.95,0,9,6.54,6.54,0.47,125
2011-10-25 00:00:00,1.95,0,9.4,7.16,7.16,0.47,125
2011-10-26 00:00:00,1.95,0,6,11.46,11.46,0.53,125
2011-10-27 00:00:00,1.93,0,6.2,7.96,7.96,0.5,125
2011-10-28 00:00:00,1.93,0,2.4,8.49,8.49,0.56,125
2011-10-29 00:00:00,1.93,0,1.7,5.39,5.39,0.43,125
2011-10-30 00:00:00,1.93,0,2,7.61,7.61,0.5,125
2011-10-31 00:00:00,1.93,0,1,5.84,5.84,0.57,125
2011-11-01 00:00:00,1.93,0,3.9,8.23,8.23,0.5,125
2011-11-02 00:00:00,1.93,0,4.5,4.41,4.41,0.32,125
2011-11-03 00:00:00,1.93,0,5.6,10.83,10.83,0.62,125
2011-11-04 00:00:00,1.93,0,7.8,3.41,3.41,0.48,125
2011-11-05 00:00:00,1.93,0,2.4,3.84,3.84,0.37,125
2011-11-06 00:00:00,1.93,0,3,10,10,0.51,125
