DateTime,Baseline_CO2,Plus2_CO2,Plus4_CO2,Plus6_CO2
2013-04-29,-0.0209562548506174,-0.020838003742926,-0.0207226473996151,-0.0206109835208421
2013-04-30,-0.0313768704959268,-0.031194528703085,-0.0310282860285472,-0.0308617221385466
2013-05-01,-0.0081320585896368,-0.00808586240050405,-0.00804206866445212,-0.00799808279978128
2013-05-02,-0.0206569422809519,-0.0205385769708223,-0.0204216312895546,-0.0203168440464714
2013-05-03,-0.0114214039449363,-0.0113605495748935,-0.0112942317685647,-0.011229228789847
2013-05-04,-0.0132687391596709,-0.0131806109931382,-0.013121256729577,-0.0130474450720864
2013-05-05,-0.015746516852038,-0.0156415768602175,-0.0155679099919932,-0.0154849578617613
2013-05-06,-0.0180327559959079,-0.0179218819150387,-0.0178261471691077,-0.0177311485557541
2013-05-07,-0.0180134971790946,-0.0179160771360969,-0.0178203222451335,-0.017713228211809
2013-05-08,-0.0176000444393177,-0.017503289185808,-0.0174054744288117,-0.0172922435712131
2013-05-09,-0.058103562578335,-0.0577787575511397,-0.0574763544125111,-0.057113315280239
2013-05-10,-0.011557035729926,-0.0114975444866962,-0.0114242807677427,-0.0113483661886051
2013-05-11,-0.0140842073121987,-0.014009137253513,-0.013928173404883,-0.0138304893299799
2013-05-12,-0.0174153304606634,-0.0172924598937072,-0.0172235017512998,-0.0170697446313756
2013-05-13,-0.0601456229092741,-0.0597993838002442,-0.0594846643535529,-0.0589628097762309
2013-05-14,-0.0222418985168756,-0.0221051241982091,-0.0220049181652368,-0.021838608023893
2013-05-15,-0.013694217113191,-0.0136098112257447,-0.0135471630181752,-0.0134471018636952
2013-05-16,-0.0583357205406637,-0.0579819074463548,-0.0577130102086872,-0.0572959567774471
2013-05-17,-0.0383206911747658,-0.0380843246998866,-0.0378920502552348,-0.0376246973710009
2013-05-18,-0.0253830964509373,-0.0252213973377567,-0.0250947386733079,-0.0249163928052454
2013-05-19,-0.00739606075394689,-0.00735368868709769,-0.00730452824713296,-0.00724616340020505
2013-05-20,-0.0506185203058968,-0.0502958745392676,-0.0500401833117085,-0.0496671456654883
2013-05-21,-0.00409705153039354,-0.00407017184458701,-0.00404707726733906,-0.00401723553324824
2013-05-22,-0.0418457596890395,-0.0415488798445526,-0.0413438826966082,-0.041036596503779
2013-05-23,-0.0356631233237771,-0.0354395889650731,-0.0352644911770223,-0.0349614102580875
2013-05-24,-0.0683532222080581,-0.0679096788458156,-0.0675487774335141,-0.0670288558171085
2013-05-25,-0.110677485534356,-0.110063420385061,-0.109461437100068,-0.108550768119353
2013-05-26,-0.141411008298512,-0.140737444080495,-0.139892241016046,-0.138972909483415
2013-05-27,-0.0790585900672231,-0.0786727899223881,-0.0782118927619656,-0.0777668363790907
2013-05-28,-0.0253482273651917,-0.025224202401922,-0.0250754152115524,-0.0249278631157066
2013-05-29,-0.020582311883168,-0.0204740247041069,-0.0203590022653638,-0.0202367956001741
2013-05-30,-0.020272205488115,-0.0201568512612627,-0.020038202822898,-0.0199241789842172
2013-05-31,-0.0230049226125158,-0.022888276534705,-0.0227515082204189,-0.0226159354811377
2013-06-01,-0.0238901810689913,-0.023761650588489,-0.0235857194266121,-0.0234537399017532
2013-06-02,-0.0236846671212938,-0.0235287034041265,-0.023385054568527,-0.0232246791198404
2013-06-03,-0.0361197387947689,-0.0359292587958462,-0.0356404182652076,-0.0353756011259323
2013-06-04,-0.0188505900795081,-0.0187509123301401,-0.0186029554000013,-0.0184535896420207
2013-06-05,-0.0432913651480725,-0.0430114306423856,-0.0427177625645728,-0.0425203051028849
2013-06-06,-0.00879359357041267,-0.00873046659213325,-0.0086762989202916,-0.0086391898225121
2013-06-07,-0.0360904585504173,-0.0358569456504787,-0.0356455568806403,-0.0354712779349547
2013-06-08,-0.0526228526004146,-0.0523000099932615,-0.0520946045255982,-0.0518196965506983
2013-06-09,-0.0115822823657587,-0.0115110531363031,-0.0114619251886834,-0.0113943797846501
2013-06-10,-0.0107427993730253,-0.0106761300906829,-0.0106184351645345,-0.010564836726387
2013-06-11,-0.0574624834443954,-0.0570806551373025,-0.0568332988358827,-0.0565005277479883
2013-06-12,-0.00403047552142869,-0.00400504277554569,-0.00398479358149773,-0.00396227214482794
2013-06-13,-0.0311695133455163,-0.0309990586520837,-0.0307903572418321,-0.0306034056008214
2013-06-14,-0.0186688330428719,-0.0185574880683517,-0.018435032989264,-0.0183263406733981
2013-06-15,-0.0413045716760336,-0.0410444722788287,-0.0407873399611915,-0.0405363965405468
2013-06-16,-0.0183379583588134,-0.0182165483701805,-0.0180996585043703,-0.0179981732220228
2013-06-17,-0.0206011968449265,-0.02047388661,-0.020337238294768,-0.0202171149102102
2013-06-18,-0.0165312685731082,-0.01641521566645,-0.0163024389974499,-0.0162180163535452
2013-06-19,-0.00931061738976364,-0.0092443150681302,-0.00918172124908651,-0.00913074949672437
2013-06-20,-0.0179986382944413,-0.0178727703497483,-0.0177545243257392,-0.0176496597455756
2013-06-21,-0.00955557070856254,-0.00947943442429873,-0.00942104633881177,-0.0093651190623994
2013-06-22,-0.00913039369813562,-0.00907417643605699,-0.00901306614919599,-0.00895961111668158
2013-06-23,-0.0131761667277253,-0.0130966344321674,-0.0130087607893822,-0.0129358050036829
2013-06-24,-0.0166312392510022,-0.0165167760809649,-0.0164075609462585,-0.0163348594904955
2013-06-25,-0.0166515763531408,-0.0165359946558151,-0.0164527571788178,-0.0163755798314293
2013-06-26,-0.0286525028773583,-0.028477004506873,-0.0283365440316414,-0.0282118361495025
2013-06-27,-0.00854447262255848,-0.00849291984241863,-0.00844818691271304,-0.00841362393156471
2013-06-28,-0.0256895958398157,-0.0255444791338343,-0.025423979450645,-0.0253056336093996
2013-06-29,-0.02137009314909,-0.0212358107619316,-0.0211169987170344,-0.0210144754803916
2013-06-30,-0.0176278937928677,-0.0175136156386952,-0.0174200471817488,-0.0173524926434341
2013-07-01,-0.00775190182854134,-0.00770107896354205,-0.00766369483385946,-0.00763209965527399
2013-07-02,-0.00579962555408719,-0.00576334951303543,-0.00573527163754577,-0.00571962230040924
2013-07-03,-0.0126010127121778,-0.0125367788215874,-0.0124715655571106,-0.0124359860962371
2013-07-04,-0.00931298570047515,-0.00925320895727228,-0.00922266099217711,-0.00920083059797746
2013-07-05,-0.0168903717250396,-0.0168127553918173,-0.0167649358711511,-0.0167411241154557
2013-07-06,-0.0111307648883787,-0.0110967093213455,-0.0110753505149869,-0.0110803205106552
2013-07-07,-0.0182877032049448,-0.0182433688198165,-0.0182039227757336,-0.0182079428238049
2013-07-08,-0.0113387468636478,-0.0113073899155844,-0.0112934740469291,-0.0113131024709888
2013-07-09,-0.00317463952387605,-0.00316650166335029,-0.00316295077462273,-0.00316868907049417
2013-07-10,-0.010315682321554,-0.0102972445891137,-0.0102909258623943,-0.0103139004345437
2013-07-11,-0.0253020105226391,-0.0252353943503384,-0.0251950363911614,-0.0252043189188049
2013-07-12,-0.0276581803602803,-0.0275789384719539,-0.0275444294195122,-0.0275754195856474
2013-07-13,-0.011208487361663,-0.011163205966363,-0.0111474343479393,-0.0111607795695956
2013-07-14,-0.00474540504582145,-0.00472492542586242,-0.00471625356800768,-0.00471618056271789
2013-07-15,-0.0142437114076281,-0.0141824951957139,-0.0141695554343767,-0.0141897800255866
2013-07-16,-0.021793852072794,-0.0217223171852569,-0.0217057845083837,-0.0217530680237864
2013-07-17,-0.0157380431061269,-0.015694518340431,-0.0156881350583145,-0.0157322971699906
2013-07-18,-0.0107351020208524,-0.010714461238708,-0.0107209415046731,-0.0107576115629612
2013-07-19,-0.00721159359336783,-0.00720510223022797,-0.00721810089749783,-0.00725742392243928
2013-07-20,-0.0416289204903801,-0.0415831300632031,-0.0416326311542827,-0.0418467382464169
2013-07-21,-0.0251085596214886,-0.0250832441861461,-0.0251222526732433,-0.025267514810247
2013-07-22,-0.00123885770451473,-0.00123932836434534,-0.00124255213730938,-0.0012510228476318
2013-07-23,-0.0213293257072514,-0.0213009843862713,-0.0213266344717515,-0.0214309225269022
2013-07-24,-0.00781883740951495,-0.00780246793968611,-0.00780639039086633,-0.00783606304117144
2013-07-25,-0.0224855415946101,-0.0224308851097254,-0.0224283404398778,-0.0224943052907542
2013-07-26,-0.00440274774425187,-0.00439151553879032,-0.00438889509190919,-0.00439715873020931
2013-07-27,-0.0185900913144904,-0.0185251367647752,-0.0184853185697509,-0.0184831542900903
2013-07-28,-0.0100621917884296,-0.0100292962352388,-0.0100127276876437,-0.010015656358924
2013-07-29,-0.0206424990892645,-0.0205620200809106,-0.0205264070058292,-0.0205031312290324
2013-07-30,-0.00558589930315581,-0.005562852905585,-0.00555719775557792,-0.00555551651312891
2013-07-31,-0.0178557660192124,-0.017786233526925,-0.017755496590472,-0.0177379474752423
2013-08-01,-0.0055250634030888,-0.00550959062548408,-0.00550537687263328,-0.00550478967879399
2013-08-02,-0.0193830349218103,-0.0193079400110897,-0.0192618333370527,-0.0192383965832604
2013-08-03,-0.0225877320709907,-0.0225000931569523,-0.0224469275845999,-0.0224231237396854
2013-08-04,-0.0171514004979997,-0.0170833387977981,-0.01703516456466,-0.0170103698096026
2013-08-05,-0.0297034841451317,-0.0295758613601924,-0.0294739274802029,-0.0294146371797936
2013-08-06,-0.0233340766445019,-0.0232279488290619,-0.0231304962145587,-0.0230692142741118
2013-08-07,-0.00631109879541823,-0.00628382576924038,-0.00625731755312887,-0.00624429309004026
2013-08-08,-0.0334848659692568,-0.0333337440717225,-0.0331897878472284,-0.0330998095833668
2013-08-09,-0.0220875763185874,-0.0219932028076952,-0.0218828452650652,-0.021819453671977
2013-08-10,-0.00654625785562183,-0.00651708793974291,-0.00648366847139723,-0.00646657530367662
2013-08-11,-0.027218705079133,-0.027103833994171,-0.0269616150092849,-0.0268863796293641
2013-08-12,-0.0190191698842913,-0.0189380134237746,-0.0188407528809993,-0.018787037202749
2013-08-13,-0.00599645560523842,-0.00596865964316728,-0.00594017560850515,-0.00592646586768921
2013-08-14,-0.00454433099363088,-0.00452423675028643,-0.00450093248396175,-0.00448679288961096
2013-08-15,-0.0805096936257976,-0.0801215846247907,-0.0797174064919688,-0.0794409190910085
2013-08-16,-0.017380069675313,-0.0172938093425928,-0.0172046428548976,-0.0171431353039595
2013-08-17,-0.0134887390758154,-0.0134109310563181,-0.0133471763247776,-0.0133047135023065
2013-08-18,-0.00151168863572136,-0.00150582290015048,-0.00149930369082317,-0.0014950964749038
2013-08-19,-0.00588514031883381,-0.00585343888299394,-0.00583536669170833,-0.00581855548024207
2013-08-20,-0.0191276255470198,-0.0190335656808691,-0.0189496042835094,-0.0188893331477191
2013-08-21,-0.0159747869100426,-0.0159044630579461,-0.015838320319578,-0.0157928380166862
2013-08-22,-0.011046695683781,-0.0109997137502094,-0.010956790951351,-0.010935663868663
2013-08-23,-0.017185321393251,-0.017105059436576,-0.0170439671011378,-0.0170142724114671
2013-08-24,-0.0186058085482002,-0.0185207004950427,-0.0184474441405688,-0.0184010404602511
2013-08-25,-0.00827285788434971,-0.00823294137554862,-0.00820010482222555,-0.0081804746474751
2013-08-26,-0.0123349885663377,-0.012279502091272,-0.0122338836660774,-0.0122043033550955
2013-08-27,-0.0149324353217181,-0.0148586397201999,-0.0148033796430081,-0.0147627555228082
2013-08-28,-0.000265249589565499,-0.000264153818781151,-0.000263466248810278,-0.000263013967794516
2013-08-29,-0.00713354910267354,-0.00710710152310333,-0.00709043332181642,-0.00708908645273154
2013-08-30,-0.00668844873842844,-0.00665942663351734,-0.00664118390873207,-0.00663172334902993
2013-08-31,-0.014296524808529,-0.014236899675703,-0.0141942741087134,-0.014171258015045
2013-09-01,-0.0119937418561409,-0.0119458574497314,-0.0119090150285393,-0.0118889959051782
2013-09-02,-0.0122104880208165,-0.0121703276284383,-0.0121340064154445,-0.0121145794979471
2013-09-03,-0.0105278754685875,-0.0104890640945968,-0.0104525107277947,-0.0104323994617133
2013-09-04,-0.0149769884462086,-0.0149139595344484,-0.0148614515616696,-0.014836765580358
2013-09-05,-0.0232093126496163,-0.0230936690809833,-0.0230077638403558,-0.0229555605425757
2013-09-06,-0.0224054236763796,-0.0222983799509881,-0.0222076004939591,-0.0221447930280472
2013-09-07,-0.0167115288198703,-0.0166325886474564,-0.0165617072412319,-0.0165091749179696
2013-09-08,-0.0182912838689623,-0.0182072017781479,-0.0181271379256808,-0.0180644837875766
2013-09-09,-0.0552093848709049,-0.0549825209214092,-0.0547074336247986,-0.0544623739412735
2013-09-10,-0.0192194753274106,-0.0191392327556652,-0.0190438956235597,-0.0189546967569795
2013-09-11,-0.0203031596994781,-0.0202157528591406,-0.0201114954408819,-0.0200190220023107
2013-09-12,-0.0277963003177247,-0.0276689575290183,-0.0275345239089316,-0.0274152076446857
2013-09-13,-0.0168512150182158,-0.0167678661318998,-0.0166813511570763,-0.0166156604671812
2013-09-14,-0.048150271217398,-0.0479384538439867,-0.04768716956008,-0.0474685668606271
2013-09-15,-0.0197365514929727,-0.0196456482537102,-0.0195426793817608,-0.0194536436689092
2013-09-16,-0.0160283125351176,-0.0159541698598147,-0.0158690612285588,-0.0157982424860052
2013-09-17,-0.0250018175467978,-0.0248820294923397,-0.0247500339810653,-0.0246381929707744
2013-09-18,-0.0109140385880627,-0.0108624357494121,-0.0108030606382561,-0.0107536949772965
2013-09-19,-0.0130601668210628,-0.0129978095368005,-0.0129276243411909,-0.0128677806159329
2013-09-20,-0.00910129909434528,-0.00906046843470958,-0.00900991848942863,-0.00897074161924635
2013-09-21,-0.0236645756413849,-0.0235490812735607,-0.0234227885293129,-0.0233103360961583
2013-09-22,-0.0677412054908846,-0.0674046246695199,-0.0670403453964611,-0.0667251584853155
2013-09-23,-0.0536701616774596,-0.0534038716012472,-0.0531201398202519,-0.0528463244505962
2013-09-24,-0.0507676456857679,-0.0505135179249627,-0.0502384125161356,-0.0499818565309429
2013-09-25,-0.0315136133971349,-0.0313528396894637,-0.0311807072627718,-0.0310218075761889
2013-09-26,-0.0139935211579433,-0.013921808220381,-0.0138452324343657,-0.0137746226890197
2013-09-27,-0.0112350851698859,-0.0111795199520075,-0.011117764217864,-0.0110594831128445
2013-09-28,-0.00522855412697774,-0.00520163295864884,-0.00517309324947118,-0.0051462863543303
2013-09-29,-0.00424720995344928,-0.00422542085062271,-0.00420392033211056,-0.00418279101237215
2013-09-30,-0.0128429024318787,-0.0127726588667021,-0.0127052099019511,-0.0126441317286347
2013-10-01,-0.00161602182351334,-0.00160936724817579,-0.0016015259819193,-0.00159834636789378
2013-10-02,-0.0116883530913669,-0.0116282973738302,-0.0115645561549757,-0.0115063284012193
2013-10-03,-0.0348731174755082,-0.0346899448471839,-0.0345009536480088,-0.0343241867664216
2013-10-04,-0.0115405434863497,-0.0114791642414248,-0.0114177653390148,-0.0113570632760218
2013-10-05,-0.00652297545721779,-0.00648888103831061,-0.00645359038327631,-0.00642100068359816
2013-10-06,-0.00899341490924826,-0.00894674374616673,-0.00889790861649032,-0.00885221113666865
2013-10-07,-0.0638653543958665,-0.0635312741208509,-0.0631849519555185,-0.0628598182754331
2013-10-08,-0.0869928105146149,-0.0865196163090994,-0.0860532755484626,-0.0855928517311363
2013-10-09,-0.0215193300154847,-0.0214026931560402,-0.0212846924434672,-0.0211717716056102
2013-10-10,-0.010273711624807,-0.0102179333583246,-0.0101621724802177,-0.0101084651306979
2013-10-11,-0.00212488181471921,-0.00211365088303116,-0.00210235842510152,-0.00209148968376239
2013-10-12,-0.00992478097461664,-0.00987310903992058,-0.00981926417077705,-0.0097665899046957
2013-10-13,-0.0269436039078955,-0.0268005942605678,-0.0266537969175196,-0.0265151979421966
2013-10-14,-0.0175567118960437,-0.0174644276536712,-0.0173671228738335,-0.0172772863850047
2013-10-15,-0.00167128608809717,-0.0016618313149749,-0.00165312948161048,-0.00164468775398659
2013-10-16,-0.0194922669773385,-0.0193897312078738,-0.0192824765929344,-0.0191823358598436
2013-10-17,-0.0263134915511305,-0.0261729171269288,-0.026026852837828,-0.0258876529992246
2013-10-18,-0.00704380462681015,-0.00700589899120329,-0.00696626368711427,-0.00692814505799462
2013-10-19,-0.0353480518139619,-0.0351584891388377,-0.0349589063854056,-0.0347713350000028
2013-10-20,-0.0214488556491196,-0.021335079262322,-0.0212138017986074,-0.0210996336328389
2013-10-21,-0.0272063826587867,-0.0270618756818203,-0.0269091175305211,-0.0267660207468343
2013-10-22,-0.0238526799898864,-0.0237267126804739,-0.0235946536100387,-0.0234717355099838
2013-10-23,-0.0175915852242556,-0.0174982602279602,-0.0174015936738742,-0.0173107422711744
2013-10-24,-0.00685911471543002,-0.00682301041064073,-0.00678563284121673,-0.00675057625944438
2013-10-25,-0.0381050484574606,-0.0379057862706811,-0.0376994109161149,-0.0375073247049404
2013-10-26,-0.0423091177709062,-0.042089017402582,-0.0418613046143618,-0.0416499445126308
2013-10-27,-0.0386785035110013,-0.0384780754175434,-0.0382711852050404,-0.038080388234798
2013-10-28,-0.0446759486124385,-0.0444446212336211,-0.044206227363129,-0.0439861847197804
2013-10-29,-0.0438651044922691,-0.0436380732527993,-0.0434048900710335,-0.0431895332199276
2013-10-30,-0.00568947392563377,-0.00566017035873215,-0.00563013987181137,-0.00560244730506941
2013-10-31,-0.00682276036707449,-0.00678779658324067,-0.00675201444397139,-0.00671903576587396
2013-11-01,-0.0578237411702597,-0.0575260109638212,-0.0572158961113773,-0.0569339934869959
2013-11-02,-0.0637623376801552,-0.0634277768747338,-0.0630878959710963,-0.062762845879177
2013-11-03,-0.0194042529117331,-0.0193021198190307,-0.0191982933913032,-0.0190992626532539
2013-11-04,-0.0506329450913359,-0.0503641867470523,-0.050092371983416,-0.0498342817844318
2013-11-05,-0.0019274759643325,-0.00191725850104004,-0.00190697440786101,-0.00189723750805657
2013-11-06,-0.0163538475287633,-0.0162670410977744,-0.0161799902378877,-0.0160979693031706
2013-11-07,-0.0526491915316895,-0.0523676063758899,-0.0520860547421397,-0.0518208554524517
2013-11-08,-0.0406576519304765,-0.0404371972900194,-0.0402172111091411,-0.0400060082212865
2013-11-09,-0.0724116357200543,-0.0720151079354753,-0.0716204427032896,-0.0712442235338776
2013-11-10,-0.0064946126018914,-0.0064587480554402,-0.00642331540341331,-0.00638977221704133
2013-11-11,-0.053107669574622,-0.0528119874715411,-0.0525206162431764,-0.0522449907147764
2013-11-12,-0.0285381596432685,-0.0283773585720783,-0.0282193934759579,-0.0280694466801548
2013-11-13,-0.0655567311690234,-0.0651813975785827,-0.0648146450049039,-0.0644709005840833
2013-11-14,-0.0301754862249775,-0.0299991969499993,-0.0298282838803479,-0.0296699861473535
2013-11-15,-0.0202192689613055,-0.0200996940113229,-0.0199842117832456,-0.0198775173577412
2013-11-16,-0.0188366188518117,-0.0187241231945427,-0.0186159943863828,-0.0185162313871742
2013-11-17,-0.00540263953796414,-0.00537020991317433,-0.00533954478993168,-0.00531100263504766
2013-11-18,-0.0578148531185134,-0.0574612461848768,-0.0571261304268238,-0.0568181198090558
2013-11-19,-0.033906019596381,-0.0337006800755244,-0.033503873627476,-0.0333231443291054
2013-11-20,-0.111581096360208,-0.110888343028841,-0.110227269674152,-0.109621191069311
2013-11-21,-0.0117438153569828,-0.011669107123351,-0.0115981869284737,-0.0115333314730987
2013-11-22,-0.011369486888539,-0.0112967426359738,-0.0112278252533421,-0.0111648697740786
2013-11-23,-0.00734321240004646,-0.00729591125115495,-0.00725129161933547,-0.00721052631936863
2013-11-24,-0.0331223200427024,-0.0329060191812488,-0.0327015981315891,-0.0325125353935982
2013-11-25,-0.226864241538667,-0.225303327047117,-0.223840013185062,-0.222510183571337
2013-11-26,-0.0153700590484553,-0.0152598544002946,-0.0151570751069387,-0.0150640546868786
2013-11-27,-0.0222546353575443,-0.0220928155521053,-0.0219421120166903,-0.0218051746806821
2013-11-28,-0.0777076442932342,-0.0771340178409067,-0.0766008979340868,-0.0761166964965332
2013-11-29,-0.0612355818022607,-0.0607665343237349,-0.0603320551803212,-0.0599397065552913
2013-11-30,-0.0327607071836801,-0.0325024056545315,-0.0322651038384861,-0.0320513777027278
2013-12-01,-0.0442715500039571,-0.043917698379584,-0.0435924411450777,-0.0432985476377658
2013-12-02,-0.00743860329095213,-0.00737847092431938,-0.00732320134456605,-0.00727346117341124
2013-12-03,-0.00658372969810289,-0.00653054155472715,-0.00648169706476098,-0.00643757556030769
2013-12-04,-0.0135945425675342,-0.0134848278977405,-0.0133840750324682,-0.0132926405442269
2013-12-05,-0.00215723443380825,-0.00213955321527604,-0.00212347941985627,-0.00210894486827154
2013-12-06,-0.0326444231326173,-0.0323806263669899,-0.0321368790075432,-0.0319167572600748
2013-12-07,-0.028539228891859,-0.0283084098059484,-0.0280959214480081,-0.0279036614222944
2013-12-08,-0.0444027159349761,-0.0440398833996809,-0.0437049202009014,-0.0434021024154687
2013-12-09,-0.00305970642510022,-0.0030306616837916,-0.00300739046034017,-0.00298633982264422
2013-12-10,-0.0259959198609091,-0.0257754745808366,-0.0255729587722017,-0.0253897938147975
2013-12-11,-0.0332064556367365,-0.0329219826471819,-0.0326584766654566,-0.0324211573446884
2013-12-12,-0.0413612612015867,-0.0409992290156727,-0.0406629158322675,-0.0403602419899927
