time,FLOW,SALT,TEMP
2011-11-01 00:00:00,0,0,8.708310811
2011-11-02 00:00:00,0,0,8.718918919
2011-11-03 00:00:00,0,0,8.729527027
2011-11-04 00:00:00,0,0,8.740135135
2011-11-05 00:00:00,0,0,8.750743243
2011-11-06 00:00:00,0,0,8.761351351
2011-11-07 00:00:00,0,0,8.771959459
2011-11-08 00:00:00,0,0,8.782567568
2011-11-09 00:00:00,0,0,8.793175676
2011-11-10 00:00:00,0,0,8.803783784
2011-11-11 00:00:00,0,0,8.814391892
2011-11-12 00:00:00,0,0,8.825
2011-11-13 00:00:00,0,0,8.835608108
2011-11-14 00:00:00,0,0,8.846216216
2011-11-15 00:00:00,0,0,8.856824324
2011-11-16 00:00:00,0,0,8.867432432
2011-11-17 00:00:00,0,0,8.878040541
2011-11-18 00:00:00,0,0,8.888648649
2011-11-19 00:00:00,0,0,8.899256757
2011-11-20 00:00:00,0,0,8.909864865
2011-11-21 00:00:00,0,0,8.920472973
2011-11-22 00:00:00,0,0,8.931081081
2011-11-23 00:00:00,0,0,8.941689189
2011-11-24 00:00:00,0,0,8.952297297
2011-11-25 00:00:00,0,0,8.962905405
2011-11-26 00:00:00,0,0,8.973513514
2011-11-27 00:00:00,0,0,8.984121622
2011-11-28 00:00:00,0,0,8.99472973
2011-11-29 00:00:00,0,0,9.005337838
2011-11-30 00:00:00,0,0,9.015945946
2011-12-01 00:00:00,0,0,9.026554054
2011-12-02 00:00:00,0,0,9.037162162
2011-12-03 00:00:00,0,0,9.04777027
2011-12-04 00:00:00,0,0,9.058378378
2011-12-05 00:00:00,0,0,9.068986486
2011-12-06 00:00:00,0,0,9.079594595
2011-12-07 00:00:00,0,0,9.090202703
2011-12-08 00:00:00,0,0,9.100810811
2011-12-09 00:00:00,0,0,9.111418919
2011-12-10 00:00:00,0,0,9.122027027
2011-12-11 00:00:00,0,0,9.132635135
2011-12-12 00:00:00,0,0,9.143243243
2011-12-13 00:00:00,0,0,9.153851351
2011-12-14 00:00:00,0,0,9.164459459
2011-12-15 00:00:00,0,0,9.175067568
2011-12-16 00:00:00,0,0,9.185675676
2011-12-17 00:00:00,0,0,9.196283784
2011-12-18 00:00:00,0,0,9.206891892
2011-12-19 00:00:00,0,0,9.2175
2011-12-20 00:00:00,0,0,9.228108108
2011-12-21 00:00:00,0,0,9.238716216
2011-12-22 00:00:00,0,0,9.249324324
2011-12-23 00:00:00,0,0,9.259932432
2011-12-24 00:00:00,0,0,9.270540541
2011-12-25 00:00:00,0,0,9.281148649
2011-12-26 00:00:00,0,0,9.291756757
2011-12-27 00:00:00,0,0,9.302364865
2011-12-28 00:00:00,0,0,9.312972973
2011-12-29 00:00:00,0,0,9.323581081
2011-12-30 00:00:00,0,0,9.334189189
2011-12-31 00:00:00,0,0,9.344797297
2012-01-01 00:00:00,0,0,9.355405405
2012-01-02 00:00:00,0,0,9.366013514
2012-01-03 00:00:00,0,0,9.376621622
2012-01-04 00:00:00,0,0,9.38722973
2012-01-05 00:00:00,0,0,9.397837838
2012-01-06 00:00:00,0,0,9.408445946
2012-01-07 00:00:00,0,0,9.419054054
