time,flow,temp,salt
2000-06-08 00:00:00,    0.000000,   14.907682,    0.499951
2000-06-09 00:00:00,    0.000000,   14.904822,    0.499949
2000-06-10 00:00:00,    0.000000,   14.935450,    0.499947
2000-06-11 00:00:00,    0.000000,   14.910540,    0.499946
2000-06-12 00:00:00,    0.000000,   14.886831,    0.499946
2000-06-13 00:00:00,    0.000000,   14.855268,    0.499946
2000-06-14 00:00:00,    0.000000,   14.826082,    0.499946
2000-06-15 00:00:00,    0.000000,   14.798386,    0.499946
2000-06-16 00:00:00,    0.000000,   14.776559,    0.499945
2000-06-17 00:00:00,    0.000000,   14.753915,    0.499945
2000-06-18 00:00:00,    0.000000,   14.735578,    0.499944
2000-06-19 00:00:00,    0.000000,   14.718873,    0.499944
2000-06-20 00:00:00,    0.000000,   14.693788,    0.499944
2000-06-21 00:00:00,    0.000000,   14.669009,    0.499944
2000-06-22 00:00:00,    0.000000,   14.643045,    0.499944
2000-06-23 00:00:00,    0.000000,   14.633506,    0.499943
2000-06-24 00:00:00,    0.000000,   14.622908,    0.499942
2000-06-25 00:00:00,    0.000000,   14.622185,    0.499941
2000-06-26 00:00:00,    0.000000,   14.618590,    0.499940
2000-06-27 00:00:00,    0.000000,   14.620653,    0.499939
2000-06-28 00:00:00,    0.000000,   14.604853,    0.499939
2000-06-29 00:00:00,    0.000000,   14.583444,    0.499939
2000-06-30 00:00:00,    0.000000,   14.562333,    0.499939
2000-07-01 00:00:00,    0.000000,   14.544609,    0.499938
2000-07-02 00:00:00,    0.000000,   14.524692,    0.499938
2000-07-03 00:00:00,    0.000000,   14.502744,    0.499938
2000-07-04 00:00:00,    0.000000,   14.486564,    0.499938
2000-07-05 00:00:00,    0.000000,   14.482062,    0.499937
2000-07-06 00:00:00,    0.000000,   14.467066,    0.499937
2000-07-07 00:00:00,    0.000000,   14.447669,    0.499937
2000-07-08 00:00:00,    0.000000,   14.431642,    0.499937
2000-07-09 00:00:00,    0.000000,   14.431087,    0.499936
2000-07-10 00:00:00,    0.000000,   14.427851,    0.499935
2000-07-11 00:00:00,    0.000000,   14.436530,    0.499934
2000-07-12 00:00:00,    0.000000,   14.436572,    0.499933
2000-07-13 00:00:00,    0.000000,   14.436352,    0.499933
2000-07-14 00:00:00,    0.000000,   14.439010,    0.499932
2000-07-15 00:00:00,    0.000000,   14.444813,    0.499931
2000-07-16 00:00:00,    0.000000,   14.452405,    0.499930
2000-07-17 00:00:00,    0.000000,   14.471875,    0.499929
2000-07-18 00:00:00,    0.000000,   14.507419,    0.499927
2000-07-19 00:00:00,    0.000000,   14.523328,    0.499926
2000-07-20 00:00:00,    0.000000,   14.516987,    0.499926
2000-07-21 00:00:00,    0.000000,   14.523180,    0.499925
2000-07-22 00:00:00,    0.000000,   17.590221,    0.500127
2000-07-23 00:00:00,    0.000000,   14.541071,    0.499924
2000-07-24 00:00:00,    0.000000,   14.530344,    0.499923
2000-07-25 00:00:00,    0.000000,   14.515747,    0.499923
2000-07-26 00:00:00,    0.000000,   14.502422,    0.499923
2000-07-27 00:00:00,    0.000000,   14.499066,    0.499923
2000-07-28 00:00:00,    0.000000,   14.483665,    0.499923
2000-07-29 00:00:00,    0.000000,   14.469229,    0.499923
2000-07-30 00:00:00,    0.000000,   14.454522,    0.499923
2000-07-31 00:00:00,    0.000000,   14.440497,    0.499923
2000-08-01 00:00:00,    0.000000,   14.431727,    0.499922
2000-08-02 00:00:00,    0.000000,   14.436305,    0.499922
2000-08-03 00:00:00,    0.000000,   14.430539,    0.499922
2000-08-04 00:00:00,    0.000000,   14.433397,    0.499921
2000-08-05 00:00:00,    0.000000,   14.436450,    0.499921
2000-08-06 00:00:00,    0.000000,   14.431556,    0.499920
2000-08-07 00:00:00,    0.000000,   14.429786,    0.499920
2000-08-08 00:00:00,    0.000000,   14.446432,    0.499919
2000-08-09 00:00:00,    0.000000,   14.471371,    0.499918
2000-08-10 00:00:00,    0.000000,   14.494642,    0.499917
2000-08-11 00:00:00,    0.000000,   14.507717,    0.499917
2000-08-12 00:00:00,    0.000000,   14.522116,    0.499916
2000-08-13 00:00:00,    0.000000,   14.541610,    0.499915
2000-08-14 00:00:00,    0.000000,   14.530099,    0.499915
2000-08-15 00:00:00,    0.000000,   14.521199,    0.499915
2000-08-16 00:00:00,    0.000000,   14.522919,    0.499915
2000-08-17 00:00:00,    0.000000,   14.517658,    0.499915
2000-08-18 00:00:00,    0.000000,   14.525601,    0.499914
2000-08-19 00:00:00,    0.000000,   14.537209,    0.499914
2000-08-20 00:00:00,    0.000000,   14.529443,    0.499913
2000-08-21 00:00:00,    0.000000,   15.936301,    0.499995
2000-08-22 00:00:00,    0.000000,   14.541057,    0.499913
2000-08-23 00:00:00,    0.000000,   14.565233,    0.499912
2000-08-24 00:00:00,    0.000000,   14.562158,    0.499912
2000-08-25 00:00:00,    0.000000,   14.561028,    0.499911
2000-08-26 00:00:00,    0.000000,   14.549965,    0.499911
2000-08-27 00:00:00,    0.000000,   15.918299,    0.499993
2000-08-28 00:00:00,    0.000000,   14.562763,    0.499911
2000-08-29 00:00:00,    0.000000,   14.552785,    0.499911
