time,FLOW
2011-09-01 00:00:00,1.68
2011-09-02 00:00:00,1.68
2011-09-03 00:00:00,1.69
2011-09-04 00:00:00,1.68
2011-09-05 00:00:00,5.00
2011-09-06 00:00:00,0.00
2011-09-07 00:00:00,4.54
2011-09-08 00:00:00,0.00
2011-09-09 00:00:00,1.71
2011-09-10 00:00:00,21.13
2011-09-11 00:00:00,1.69
2011-09-12 00:00:00,1.69
2011-09-13 00:00:00,21.10
2011-09-14 00:00:00,1.76
2011-09-15 00:00:00,2.41
2011-09-16 00:00:00,21.42
2011-09-17 00:00:00,1.66
2011-09-18 00:00:00,1.66
2011-09-19 00:00:00,1.66
2011-09-20 00:00:00,21.39
2011-09-21 00:00:00,1.73
2011-09-22 00:00:00,4.94
2011-09-23 00:00:00,2.43
2011-09-24 00:00:00,3.59
2011-09-25 00:00:00,1.72
2011-09-26 00:00:00,1.65
2011-09-27 00:00:00,1.65
2011-09-28 00:00:00,1.81
2011-09-29 00:00:00,6.59
2011-09-30 00:00:00,0.00
2011-10-01 00:00:00,5.13
2011-10-02 00:00:00,0.00
2011-10-03 00:00:00,2.46
2011-10-04 00:00:00,2.88
2011-10-05 00:00:00,2.82
2011-10-06 00:00:00,1.69
2011-10-07 00:00:00,20.97
2011-10-08 00:00:00,1.66
2011-10-09 00:00:00,1.66
2011-10-10 00:00:00,1.67
2011-10-11 00:00:00,20.80
2011-10-12 00:00:00,1.65
2011-10-13 00:00:00,2.59
2011-10-14 00:00:00,2.85
2011-10-15 00:00:00,0.00
2011-10-16 00:00:00,21.05
2011-10-17 00:00:00,1.94
2011-10-18 00:00:00,1.65
2011-10-19 00:00:00,1.65
2011-10-20 00:00:00,3.98
2011-10-21 00:00:00,1.72
2011-10-22 00:00:00,1.65
2011-10-23 00:00:00,1.65
2011-10-24 00:00:00,1.65
2011-10-25 00:00:00,1.77
2011-10-26 00:00:00,1.69
2011-10-27 00:00:00,22.27
2011-10-28 00:00:00,3.42
2011-10-29 00:00:00,1.71
2011-10-30 00:00:00,4.87
2011-10-31 00:00:00,1.63
2011-11-01 00:00:00,1.63
2011-11-02 00:00:00,1.63
2011-11-03 00:00:00,1.63
2011-11-04 00:00:00,1.63
2011-11-05 00:00:00,1.63
2011-11-06 00:00:00,1.63
2011-11-07 00:00:00,20.50
2011-11-08 00:00:00,1.62
2011-11-09 00:00:00,1.62
2011-11-10 00:00:00,1.62
2011-11-11 00:00:00,4.22
2011-11-12 00:00:00,1.70
2011-11-13 00:00:00,1.62
2011-11-14 00:00:00,1.62
2011-11-15 00:00:00,21.43
2011-11-16 00:00:00,1.60
2011-11-17 00:00:00,2.76
2011-11-18 00:00:00,1.60
2011-11-19 00:00:00,1.60
2011-11-20 00:00:00,1.60
2011-11-21 00:00:00,1.60
2011-11-22 00:00:00,1.60
2011-11-23 00:00:00,5.89
2011-11-24 00:00:00,2.48
2011-11-25 00:00:00,1.60
2011-11-26 00:00:00,1.60
2011-11-27 00:00:00,0.00
2011-11-28 00:00:00,1.62
2011-11-29 00:00:00,1.65
2011-11-30 00:00:00,5.84
2011-12-01 00:00:00,0.00
2011-12-02 00:00:00,1.63
2011-12-03 00:00:00,1.64
2011-12-04 00:00:00,1.63
2011-12-05 00:00:00,1.63
2011-12-06 00:00:00,1.93
2011-12-07 00:00:00,2.09
2011-12-08 00:00:00,8.73
2011-12-09 00:00:00,0.00
2011-12-10 00:00:00,1.66
2011-12-11 00:00:00,1.65
2011-12-12 00:00:00,1.65
2011-12-13 00:00:00,1.65
2011-12-14 00:00:00,1.65
2011-12-15 00:00:00,1.86
2011-12-16 00:00:00,2.16
2011-12-17 00:00:00,1.69
2011-12-18 00:00:00,1.65
2011-12-19 00:00:00,1.65
2011-12-20 00:00:00,1.67
2011-12-21 00:00:00,1.67
2011-12-22 00:00:00,2.85
2011-12-23 00:00:00,4.36
2011-12-24 00:00:00,1.77
2011-12-25 00:00:00,1.65
2011-12-26 00:00:00,1.67
2011-12-27 00:00:00,1.65
2011-12-28 00:00:00,5.31
2011-12-29 00:00:00,1.68
2011-12-30 00:00:00,1.65
2011-12-31 00:00:00,1.85
2012-01-01 00:00:00,1.68
2012-01-02 00:00:00,3.06
2012-01-03 00:00:00,1.65
2012-01-04 00:00:00,1.65
2012-01-05 00:00:00,1.65
2012-01-06 00:00:00,1.65
2012-01-07 00:00:00,1.65
2012-01-08 00:00:00,1.65
2012-01-09 00:00:00,1.65
2012-01-10 00:00:00,20.63
2012-01-11 00:00:00,1.63
2012-01-12 00:00:00,2.79
2012-01-13 00:00:00,2.69
2012-01-14 00:00:00,2.01
2012-01-15 00:00:00,1.63
2012-01-16 00:00:00,1.63
2012-01-17 00:00:00,20.73
2012-01-18 00:00:00,2.44
2012-01-19 00:00:00,1.62
2012-01-20 00:00:00,2.30
2012-01-21 00:00:00,1.88
2012-01-22 00:00:00,1.62
2012-01-23 00:00:00,1.62
2012-01-24 00:00:00,3.03
2012-01-25 00:00:00,1.62
2012-01-26 00:00:00,1.62
2012-01-27 00:00:00,7.31
2012-01-28 00:00:00,1.84
2012-01-29 00:00:00,1.62
2012-01-30 00:00:00,1.62
2012-01-31 00:00:00,1.65
2012-02-01 00:00:00,1.73
2012-02-02 00:00:00,1.62
2012-02-03 00:00:00,1.62
2012-02-04 00:00:00,1.62
2012-02-05 00:00:00,1.62
2012-02-06 00:00:00,1.62
2012-02-07 00:00:00,1.62
2012-02-08 00:00:00,1.62
2012-02-09 00:00:00,1.62
2012-02-10 00:00:00,1.62
2012-02-11 00:00:00,1.62
2012-02-12 00:00:00,1.62
2012-02-13 00:00:00,1.62
2012-02-14 00:00:00,1.62
2012-02-15 00:00:00,20.40
2012-02-16 00:00:00,1.60
2012-02-17 00:00:00,1.81
2012-02-18 00:00:00,1.61
2012-02-19 00:00:00,1.60
2012-02-20 00:00:00,1.60
2012-02-21 00:00:00,1.60
2012-02-22 00:00:00,1.71
2012-02-23 00:00:00,1.65
2012-02-24 00:00:00,1.69
2012-02-25 00:00:00,4.45
2012-02-26 00:00:00,1.60
2012-02-27 00:00:00,1.60
2012-02-28 00:00:00,1.60
2012-02-29 00:00:00,1.63
2012-03-01 00:00:00,4.59
2012-03-02 00:00:00,2.26
2012-03-03 00:00:00,3.72
2012-03-04 00:00:00,1.93
2012-03-05 00:00:00,1.60
2012-03-06 00:00:00,1.60
2012-03-07 00:00:00,1.60
2012-03-08 00:00:00,1.60
2012-03-09 00:00:00,1.86
2012-03-10 00:00:00,1.70
2012-03-11 00:00:00,1.60
2012-03-12 00:00:00,1.60
2012-03-13 00:00:00,0.00
2012-03-14 00:00:00,1.62
2012-03-15 00:00:00,1.62
2012-03-16 00:00:00,1.94
