time,FLOW,SALT,TEMP,OGM_don,NIT_nit,NIT_amm,PHS_frp
2011-09-01 00:00:00,1.981800029,0,18.81610389,31.06035848,7.76508962,7.76508962,0.611156748
2011-09-02 00:00:00,1.981800029,0,17.22327372,15.7627376,3.940684399,3.940684399,0.487967872
2011-09-03 00:00:00,1.981800029,0,18.0960889,14.66872553,3.667181384,3.667181384,0.389903201
2011-09-04 00:00:00,1.981800029,0,23.32609978,16.97903181,4.244757953,4.244757953,0.363917781
2011-09-05 00:00:00,1.981800029,0,23.10405757,40.14250524,10.03562631,10.03562631,0.644441608
2011-09-06 00:00:00,12.24549504,0,17.46884214,56.7425127,14.18562817,14.18562817,0.883362839
2011-09-07 00:00:00,1.998963464,0,14.70400925,17.99665729,4.499164322,4.499164322,0.394559041
2011-09-08 00:00:00,17.1592422,0,12.99148514,26.16118658,6.540296645,6.540296645,0.467483889
2011-09-09 00:00:00,2.01614411,0,17.38812057,24.10837752,6.027094379,6.027094379,0.428129627
2011-09-10 00:00:00,1.998963464,0,16.76844433,18.63860578,4.659651445,4.659651445,0.471086033
2011-09-11 00:00:00,1.998963464,0,15.50567102,30.0892675,7.522316874,7.522316874,0.594671399
2011-09-12 00:00:00,1.998963464,0,16.35869751,32.14767664,8.03691916,8.03691916,0.492427823
2011-09-13 00:00:00,1.981800029,0,20.3250889,16.77628009,4.194070022,4.194070022,0.528515768
2011-09-14 00:00:00,1.981800029,0,20.07135212,23.89975286,5.974938214,5.974938214,0.617517089
2011-09-15 00:00:00,1.981800029,0,19.93941356,27.14718824,6.78679706,6.78679706,0.473278862
2011-09-16 00:00:00,1.964736032,0,10.63702681,31.26806605,7.817016512,7.817016512,0.504328454
2011-09-17 00:00:00,1.964736032,0,7.720015317,26.39667518,6.599168796,6.599168796,0.63540136
2011-09-18 00:00:00,1.964736032,0,11.53927622,26.46036754,6.615091885,6.615091885,0.785869942
2011-09-19 00:00:00,1.964736032,0,11.42826817,14.18371943,3.545929858,3.545929858,0.497685893
2011-09-20 00:00:00,1.947811161,0,11.73108859,34.51329775,8.628324437,8.628324437,0.539555014
2011-09-21 00:00:00,1.947811161,0,15.10536535,39.63650269,9.909125672,9.909125672,0.585369165
2011-09-22 00:00:00,1.947811161,0,17.93804168,33.76956976,8.442392439,8.442392439,0.548718174
2011-09-23 00:00:00,1.947811161,0,17.7037189,11.39907204,2.849768009,2.849768009,0.373096132
2011-09-24 00:00:00,1.947811161,0,19.68997338,26.24256988,6.560642471,6.560642471,0.446732887
2011-09-25 00:00:00,1.947811161,0,20.53977664,40.19838603,10.04959651,10.04959651,0.613893693
2011-09-26 00:00:00,1.947811161,0,19.33833119,39.48179691,9.870449228,9.870449228,0.638987945
2011-09-27 00:00:00,1.947811161,0,19.48956774,43.74461082,10.9361527,10.9361527,0.573534019
2011-09-28 00:00:00,1.947811161,0,18.23852816,26.3682895,6.592072374,6.592072374,0.514742339
2011-09-29 00:00:00,1.947811161,0,16.60207198,31.8406401,7.960160025,7.960160025,0.624136175
2011-09-30 00:00:00,16.77273706,0,14.41518644,41.28936995,10.32234249,10.32234249,0.724657547
2011-10-01 00:00:00,1.964736032,0,16.48440589,23.85353257,5.963383143,5.963383143,0.471011053
2011-10-02 00:00:00,18.8433754,0,11.14672804,31.86643531,7.966608829,7.966608829,0.530420589
2011-10-03 00:00:00,1.981800029,0,11.29023373,31.88202538,7.970506345,7.970506345,0.584521717
2011-10-04 00:00:00,1.981800029,0,12.94042803,18.67695786,4.669239464,4.669239464,0.527658151
2011-10-05 00:00:00,1.981800029,0,12.04951365,32.72566808,8.181417021,8.181417021,0.546972318
2011-10-06 00:00:00,1.981800029,0,7.410541891,7.115580495,1.778895124,1.778895124,0.471590244
2011-10-07 00:00:00,1.964736032,0,6.693032522,22.34951534,5.587378834,5.587378834,0.522491291
2011-10-08 00:00:00,1.964736032,0,11.81381059,18.80044048,4.70011012,4.70011012,0.564911963
2011-10-09 00:00:00,1.964736032,0,16.45033932,30.08248582,7.520621454,7.520621454,0.499894737
2011-10-10 00:00:00,1.964736032,0,16.99085891,29.96389287,7.490973217,7.490973217,0.575492958
2011-10-11 00:00:00,1.947811161,0,14.90150217,33.35974756,8.339936891,8.339936891,0.600121295
2011-10-12 00:00:00,1.947811161,0,11.50389497,25.29301859,6.323254648,6.323254648,0.423630162
2011-10-13 00:00:00,1.947811161,0,12.00123358,31.04052936,7.760132339,7.760132339,0.533314749
2011-10-14 00:00:00,1.947811161,0,14.41381503,17.46989751,4.367474378,4.367474378,0.677782288
2011-10-15 00:00:00,14.75653783,0,13.21366292,43.15653246,10.78913311,10.78913311,0.782388798
2011-10-16 00:00:00,1.947811161,0,10.60234508,23.49368834,5.873422084,5.873422084,0.508564676
2011-10-17 00:00:00,1.947811161,0,11.09975623,31.14195921,7.785489803,7.785489803,0.537724658
2011-10-18 00:00:00,1.947811161,0,9.994384478,42.79776893,10.69944223,10.69944223,0.597418163
2011-10-19 00:00:00,1.947811161,0,11.08066623,39.7372217,9.934305425,9.934305425,0.62669867
2011-10-20 00:00:00,1.947811161,0,12.10451162,23.01714172,5.75428543,5.75428543,0.587511499
2011-10-21 00:00:00,1.947811161,0,12.15810601,36.4600108,9.1150027,9.1150027,0.547332095
2011-10-22 00:00:00,1.947811161,0,9.850870955,21.31432852,5.328582129,5.328582129,0.524688496
2011-10-23 00:00:00,1.947811161,0,8.961569424,24.0930286,6.02325715,6.02325715,0.565009759
2011-10-24 00:00:00,1.947811161,0,8.960825967,26.14116873,6.535292183,6.535292183,0.52164288
2011-10-25 00:00:00,1.947811161,0,9.428186815,28.65732088,7.16433022,7.16433022,0.522375456
2011-10-26 00:00:00,1.947811161,0,6.024467456,45.82682969,11.45670742,11.45670742,0.588105295
2011-10-27 00:00:00,1.931023975,0,6.233530268,31.84126003,7.960315008,7.960315008,0.545388609
2011-10-28 00:00:00,1.931023975,0,2.439432105,33.94396512,8.485991279,8.485991279,0.621258443
2011-10-29 00:00:00,1.931023975,0,1.742655116,21.56241965,5.390604913,5.390604913,0.470849655
2011-10-30 00:00:00,1.931023975,0,2.012355346,30.44611815,7.611529537,7.611529537,0.549379358
2011-10-31 00:00:00,1.931023975,0,0.996424727,23.35046923,5.837617307,5.837617307,0.625921591
2011-11-01 00:00:00,1.931023975,0,3.851247168,32.93325145,8.233312862,8.233312862,0.546323677
2011-11-02 00:00:00,1.931023975,0,4.481639667,17.62481468,4.406203671,4.406203671,0.349256046
2011-11-03 00:00:00,1.931023975,0,5.598369237,43.31997279,10.8299932,10.8299932,0.684062765
2011-11-04 00:00:00,1.931023975,0,7.835944376,13.64216358,3.410540896,3.410540896,0.53160769
2011-11-05 00:00:00,1.931023975,0,2.377645969,15.3698229,3.842455724,3.842455724,0.410468213
2011-11-06 00:00:00,1.931023975,0,3.045727291,39.9807668,9.9951917,9.9951917,0.557058293
2011-11-07 00:00:00,1.914339141,0,4.202659708,40.31586345,10.07896586,10.07896586,0.673116033
2011-11-08 00:00:00,1.914339141,0,7.696778767,24.39543227,6.098858068,6.098858068,0.555593759
2011-11-09 00:00:00,1.914339141,0,11.69609893,20.04450708,5.011126771,5.011126771,0.523959901
2011-11-10 00:00:00,1.914339141,0,11.12502979,34.46300102,8.615750254,8.615750254,0.539974712
2011-11-11 00:00:00,1.914339141,0,10.11768302,20.63139208,5.15784802,5.15784802,0.312261048
2011-11-12 00:00:00,1.914339141,0,3.76732754,23.76586666,5.941466666,5.941466666,0.498916141
2011-11-13 00:00:00,1.914339141,0,5.299513186,33.82451202,8.456128004,8.456128004,0.475588357
2011-11-14 00:00:00,1.914339141,0,10.56200036,20.07768887,5.019422217,5.019422217,0.517588669
2011-11-15 00:00:00,1.897729181,0,13.34544016,28.75006356,7.187515891,7.187515891,0.708787929
2011-11-16 00:00:00,1.897729181,0,9.949262758,19.50371234,4.875928086,4.875928086,0.371225687
2011-11-17 00:00:00,1.897729181,0,9.675499176,20.567649,5.14191225,5.14191225,0.589468469
2011-11-18 00:00:00,1.897729181,0,3.25957581,22.63494562,5.658736406,5.658736406,0.451866397
2011-11-19 00:00:00,1.897729181,0,2.370527758,25.84436833,6.461092082,6.461092082,0.618547107
2011-11-20 00:00:00,1.897729181,0,5.127786111,25.63550896,6.40887724,6.40887724,0.722861701
2011-11-21 00:00:00,1.897729181,0,8.548463406,32.29670992,8.074177479,8.074177479,0.447121359
2011-11-22 00:00:00,1.897729181,0,1.952214134,33.4077208,8.3519302,8.3519302,0.520177163
2011-11-23 00:00:00,1.897729181,0,3.02629778,37.41485269,9.353713171,9.353713171,0.573197698
2011-11-24 00:00:00,1.897729181,0,0.986292505,31.99709326,7.999273315,7.999273315,0.656598713
2011-11-25 00:00:00,1.897729181,0,2.03251427,42.11184025,10.52796006,10.52796006,0.655055347
2011-11-26 00:00:00,1.897729181,0,5.620112211,23.05058156,5.762645391,5.762645391,0.39551842
2011-11-27 00:00:00,19.08908396,0,5.595101724,21.78746261,5.446865652,5.446865652,0.374911844
2011-11-28 00:00:00,1.914339141,0,8.147305231,25.85582735,6.463956836,6.463956836,0.567651667
2011-11-29 00:00:00,1.914339141,0,11.2713019,19.6221357,4.905533924,4.905533924,0.583774161
2011-11-30 00:00:00,1.914339141,0,13.12910668,37.99406279,9.498515696,9.498515696,0.541675512
2011-12-01 00:00:00,19.1751774,0,5.143935962,49.21280096,12.30320024,12.30320024,0.624803296
2011-12-02 00:00:00,1.931023975,0,1.939174823,52.23315045,13.05828761,13.05828761,0.521674787
2011-12-03 00:00:00,1.931023975,0,2.768732804,35.28826851,8.822067128,8.822067128,0.569654254
2011-12-04 00:00:00,1.931023975,0,1.503348315,16.44845601,4.112114003,4.112114003,0.478150286
2011-12-05 00:00:00,1.931023975,0,4.435303022,20.37224815,5.093062038,5.093062038,0.483499051
2011-12-06 00:00:00,1.931023975,0,8.336302449,28.80814561,7.202036402,7.202036402,0.440549688
2011-12-07 00:00:00,1.931023975,0,9.841730423,30.59488967,7.648722418,7.648722418,0.546993944
2011-12-08 00:00:00,1.931023975,0,3.939818175,28.80505067,7.201262667,7.201262667,0.462925643
2011-12-09 00:00:00,19.24938612,0,0.640299465,13.71635454,3.429088636,3.429088636,0.530417932
2011-12-10 00:00:00,1.947811161,0,2.618911793,30.38557073,7.596392681,7.596392681,0.488330748
2011-12-11 00:00:00,1.947811161,0,0.992043919,17.90560052,4.47640013,4.47640013,0.516823065
2011-12-12 00:00:00,1.947811161,0,0.992060566,30.79182835,7.697957086,7.697957086,0.619724057
2011-12-13 00:00:00,1.947811161,0,1.141311327,31.04403608,7.76100902,7.76100902,0.540840575
2011-12-14 00:00:00,1.947811161,0,2.245305642,32.17815764,8.044539411,8.044539411,0.562312037
2011-12-15 00:00:00,1.947811161,0,2.39541971,18.0871066,4.52177665,4.52177665,0.551576145
2011-12-16 00:00:00,1.947811161,0,6.49533684,13.20786257,3.301965642,3.301965642,0.553203875
2011-12-17 00:00:00,1.947811161,0,2.279476556,29.04177672,7.26044418,7.26044418,0.537654136
2011-12-18 00:00:00,1.947811161,0,0.992097097,31.96549022,7.991372556,7.991372556,0.485261098
2011-12-19 00:00:00,1.947811161,0,0.992022414,31.72629929,7.931574822,7.931574822,0.677423212
2011-12-20 00:00:00,1.947811161,0,2.317603188,10.11217191,2.528042978,2.528042978,0.240335461
2011-12-21 00:00:00,1.947811161,0,0.992689046,17.06503533,4.266258832,4.266258832,0.390137642
2011-12-22 00:00:00,1.947811161,0,4.817817851,20.11128185,5.027820462,5.027820462,0.608165624
2011-12-23 00:00:00,1.947811161,0,4.195959295,28.03951253,7.009878132,7.009878132,0.561297047
2011-12-24 00:00:00,1.947811161,0,0.995277851,27.83344865,6.958362161,6.958362161,0.683639438
2011-12-25 00:00:00,1.947811161,0,0.992097097,38.87592647,9.718981618,9.718981618,0.595913306
2011-12-26 00:00:00,1.947811161,0,0.994248348,30.09134546,7.522836365,7.522836365,0.525837283
2011-12-27 00:00:00,1.947811161,0,0.992521124,30.3313557,7.582838925,7.582838925,0.464940775
2011-12-28 00:00:00,1.947811161,0,3.992467519,47.32143704,11.83035926,11.83035926,0.515023106
2011-12-29 00:00:00,1.947811161,0,0.995833934,28.48843162,7.122107904,7.122107904,0.409692571
2011-12-30 00:00:00,1.947811161,0,0.992097097,15.41900801,3.854752003,3.854752003,0.507278944
2011-12-31 00:00:00,1.947811161,0,1.17799979,26.77268847,6.693172118,6.693172118,0.366156331
2012-01-01 00:00:00,1.947811161,0,2.438806194,36.09918389,9.024795973,9.024795973,0.660368237
2012-01-02 00:00:00,1.947811161,0,3.826211546,26.89344859,6.723362149,6.723362149,0.549060637
2012-01-03 00:00:00,1.947811161,0,0.99173706,35.51744458,8.879361144,8.879361144,0.594672275
2012-01-04 00:00:00,1.947811161,0,0.992097097,18.94958169,4.737395422,4.737395422,0.427019342
2012-01-05 00:00:00,1.947811161,0,0.992097097,39.31179071,9.827947677,9.827947677,0.548593346
2012-01-06 00:00:00,1.947811161,0,0.992096516,11.83709292,2.959273229,2.959273229,0.396142331
2012-01-07 00:00:00,1.947811161,0,1.831147442,12.62951419,3.157378547,3.157378547,0.545250321
2012-01-08 00:00:00,1.947811161,0,3.187056629,30.16221218,7.540553044,7.540553044,0.692222794
2012-01-09 00:00:00,1.947811161,0,0.992097097,34.57161669,8.642904172,8.642904172,0.599861781
2012-01-10 00:00:00,1.931023975,0,0.992097097,19.46001394,4.865003486,4.865003486,0.467829848
2012-01-11 00:00:00,1.931023975,0,0.994117723,37.42932684,9.357331709,9.357331709,0.53295917
2012-01-12 00:00:00,1.931023975,0,0.993272659,32.30180711,8.075451777,8.075451777,0.413288755
