time,FLOW,SALT,TEMP
2013-02-24 00:00:00,2.97,0,1.0
2013-02-25 00:00:00,3.03,0,1.1
2013-02-26 00:00:00,3.03,0,1.2
2013-02-27 00:00:00,3.17,0,1.3
2013-02-28 00:00:00,2.97,0,1.3
2013-03-01 00:00:00,2.92,0,1.2
2013-03-02 00:00:00,2.97,0,1.0
2013-03-03 00:00:00,2.83,0,0.8
2013-03-04 00:00:00,2.71,0,0.9
2013-03-05 00:00:00,2.79,0,1.2
2013-03-06 00:00:00,2.94,0,1.1
2013-03-07 00:00:00,2.66,0,1.0
2013-03-08 00:00:00,2.53,0,1.0
2013-03-09 00:00:00,2.54,0,1.3
2013-03-10 00:00:00,2.97,0,3.8
2013-03-11 00:00:00,4.11,0,2.1
2013-03-12 00:00:00,5.61,0,1.2
2013-03-13 00:00:00,6.54,0,1.0
2013-03-14 00:00:00,6.88,0,1.0
2013-03-15 00:00:00,7.48,0,1.2
2013-03-16 00:00:00,8.07,0,1.3
2013-03-17 00:00:00,8.07,0,1.0
2013-03-18 00:00:00,8.07,0,1.1
2013-03-19 00:00:00,7.84,0,0.8
2013-03-20 00:00:00,7.76,0,0.4
2013-03-21 00:00:00,7.79,0,0.5
2013-03-22 00:00:00,7.79,0,0.6
2013-03-23 00:00:00,7.82,0,0.9
2013-03-24 00:00:00,7.90,0,1.2
2013-03-25 00:00:00,7.67,0,1.3
2013-03-26 00:00:00,7.62,0,1.4
2013-03-27 00:00:00,7.59,0,2.1
2013-03-28 00:00:00,7.65,0,1.5
2013-03-29 00:00:00,7.67,0,4.0
2013-03-30 00:00:00,7.73,0,6.4
2013-03-31 00:00:00,7.79,0,7.0
2013-04-01 00:00:00,7.87,0,1.4
2013-04-02 00:00:00,7.99,0,1.3
2013-04-03 00:00:00,8.18,0,1.3
2013-04-04 00:00:00,8.55,0,4.7
2013-04-05 00:00:00,9.54,0,4.3
2013-04-06 00:00:00,9.60,0,8.6
2013-04-07 00:00:00,9.63,0,10.9
2013-04-08 00:00:00,10.19,0,10.6
2013-04-09 00:00:00,10.87,0,9.5
2013-04-10 00:00:00,11.07,0,5.2
2013-04-11 00:00:00,10.73,0,3.4
2013-04-12 00:00:00,10.59,0,4.0
2013-04-13 00:00:00,10.36,0,3.2
2013-04-14 00:00:00,10.62,0,5.4
2013-04-15 00:00:00,10.96,0,12.1
2013-04-16 00:00:00,10.70,0,6.7
2013-04-17 00:00:00,11.21,0,7.0
2013-04-18 00:00:00,11.19,0,10.2
2013-04-19 00:00:00,10.85,0,5.4
2013-04-20 00:00:00,10.68,0,2.2
2013-04-21 00:00:00,10.42,0,3.9
2013-04-22 00:00:00,10.48,0,10.5
2013-04-23 00:00:00,10.39,0,10.9
2013-04-24 00:00:00,10.28,0,6.4
2013-04-25 00:00:00,10.34,0,7.5
2013-04-26 00:00:00,10.25,0,8.9
2013-04-27 00:00:00,10.31,0,13.8
2013-04-28 00:00:00,10.02,0,15.5
2013-04-29 00:00:00,9.03,0,17.0
2013-04-30 00:00:00,10.00,0,22.1
2013-05-01 00:00:00,10.42,0,20.7
2013-05-02 00:00:00,10.51,0,13.0
2013-05-03 00:00:00,10.62,0,7.7
2013-05-04 00:00:00,10.25,0,16.5
2013-05-05 00:00:00,10.22,0,17.8
2013-05-06 00:00:00,10.19,0,17.6
2013-05-07 00:00:00,10.02,0,19.6
2013-05-08 00:00:00,9.12,0,20.8
2013-05-09 00:00:00,8.16,0,20.5
2013-05-10 00:00:00,8.41,0,14.0
2013-05-11 00:00:00,8.10,0,10.6
2013-05-12 00:00:00,8.07,0,6.3
2013-05-13 00:00:00,7.93,0,8.9
2013-05-14 00:00:00,8.01,0,17.9
2013-05-15 00:00:00,7.90,0,22.7
2013-05-16 00:00:00,7.56,0,20.7
2013-05-17 00:00:00,6.51,0,15.5
2013-05-18 00:00:00,6.48,0,19.9
2013-05-19 00:00:00,6.31,0,23.6
2013-05-20 00:00:00,6.54,0,25.1
2013-05-21 00:00:00,6.06,0,23.4
2013-05-22 00:00:00,5.95,0,19.8
2013-05-23 00:00:00,6.31,0,15.2
2013-05-24 00:00:00,6.29,0,10.8
2013-05-25 00:00:00,6.31,0,12.2
2013-05-26 00:00:00,6.29,0,13.4
2013-05-27 00:00:00,6.09,0,15.4
2013-05-28 00:00:00,6.63,0,18.3
2013-05-29 00:00:00,6.51,0,24.5
2013-05-30 00:00:00,6.51,0,24.9
2013-05-31 00:00:00,6.40,0,24.3
2013-06-01 00:00:00,6.26,0,23.2
2013-06-02 00:00:00,6.17,0,18.0
2013-06-03 00:00:00,6.23,0,15.8
2013-06-04 00:00:00,6.06,0,15.4
2013-06-05 00:00:00,6.12,0,14.7
2013-06-06 00:00:00,6.12,0,14.6
2013-06-07 00:00:00,6.14,0,15.9
2013-06-08 00:00:00,6.20,0,17.7
2013-06-09 00:00:00,6.17,0,20.7
2013-06-10 00:00:00,5.89,0,22.9
2013-06-11 00:00:00,5.95,0,24.3
2013-06-12 00:00:00,6.43,0,25.1
2013-06-13 00:00:00,6.29,0,23.0
2013-06-14 00:00:00,6.34,0,20.4
2013-06-15 00:00:00,6.14,0,22.6
2013-06-16 00:00:00,6.40,0,24.5
2013-06-17 00:00:00,6.23,0,23.5
2013-06-18 00:00:00,6.40,0,21.0
2013-06-19 00:00:00,6.37,0,18.5
2013-06-20 00:00:00,6.40,0,22.4
2013-06-21 00:00:00,6.57,0,24.2
2013-06-22 00:00:00,6.43,0,25.8
2013-06-23 00:00:00,6.20,0,26.5
2013-06-24 00:00:00,5.86,0,25.5
2013-06-25 00:00:00,6.68,0,25.1
2013-06-26 00:00:00,7.08,0,25.7
2013-06-27 00:00:00,6.74,0,26.3
2013-06-28 00:00:00,6.94,0,23.6
2013-06-29 00:00:00,7.16,0,21.0
2013-06-30 00:00:00,7.53,0,21.1
2013-07-01 00:00:00,7.84,0,20.7
2013-07-02 00:00:00,7.84,0,20.2
2013-07-03 00:00:00,7.93,0,19.6
2013-07-04 00:00:00,7.87,0,22.7
2013-07-05 00:00:00,7.93,0,23.5
2013-07-06 00:00:00,7.93,0,24.1
2013-07-07 00:00:00,8.47,0,25.1
2013-07-08 00:00:00,8.81,0,25.9
2013-07-09 00:00:00,8.81,0,26.8
2013-07-10 00:00:00,8.66,0,25.5
2013-07-11 00:00:00,8.64,0,22.6
2013-07-12 00:00:00,8.64,0,22.9
2013-07-13 00:00:00,8.58,0,22.9
2013-07-14 00:00:00,8.69,0,24.2
2013-07-15 00:00:00,9.17,0,25.9
2013-07-16 00:00:00,9.06,0,26.8
2013-07-17 00:00:00,8.98,0,27.6
2013-07-18 00:00:00,8.83,0,27.3
2013-07-19 00:00:00,9.60,0,27.3
2013-07-20 00:00:00,9.68,0,24.8
2013-07-21 00:00:00,10.48,0,24.1
2013-07-22 00:00:00,9.91,0,25.1
2013-07-23 00:00:00,9.88,0,24.1
2013-07-24 00:00:00,9.83,0,19.5
2013-07-25 00:00:00,9.83,0,21.8
2013-07-26 00:00:00,9.83,0,23.0
2013-07-27 00:00:00,9.83,0,17.0
2013-07-28 00:00:00,9.74,0,16.3
2013-07-29 00:00:00,9.71,0,21.6
2013-07-30 00:00:00,9.71,0,20.2
2013-07-31 00:00:00,9.57,0,23.9
2013-08-01 00:00:00,8.61,0,23.6
2013-08-02 00:00:00,6.68,0,24.4
2013-08-03 00:00:00,5.52,0,23.1
2013-08-04 00:00:00,5.47,0,22.4
2013-08-05 00:00:00,5.41,0,23.6
2013-08-06 00:00:00,5.41,0,25.8
2013-08-07 00:00:00,5.35,0,26.6
2013-08-08 00:00:00,5.07,0,23.6
2013-08-09 00:00:00,4.36,0,24.9
2013-08-10 00:00:00,3.94,0,23.3
2013-08-11 00:00:00,3.11,0,20.6
2013-08-12 00:00:00,2.29,0,23.3
2013-08-13 00:00:00,2.15,0,21.1
2013-08-14 00:00:00,2.05,0,19.6
2013-08-15 00:00:00,1.88,0,21.9
2013-08-16 00:00:00,1.25,0,24.1
2013-08-17 00:00:00,1.09,0,24.6
2013-08-18 00:00:00,1.16,0,24.1
2013-08-19 00:00:00,1.12,0,25.4
2013-08-20 00:00:00,1.12,0,26.3
2013-08-21 00:00:00,1.06,0,27.3
2013-08-22 00:00:00,1.19,0,27.1
2013-08-23 00:00:00,1.14,0,24.6
2013-08-24 00:00:00,1.17,0,24.8
2013-08-25 00:00:00,1.16,0,27.9
2013-08-26 00:00:00,1.05,0,28.5
2013-08-27 00:00:00,1.03,0,29.3
2013-08-28 00:00:00,1.00,0,29.5
2013-08-29 00:00:00,1.12,0,27.3
2013-08-30 00:00:00,1.09,0,28.2
2013-08-31 00:00:00,1.14,0,26.5
2013-09-01 00:00:00,1.17,0,26.0
2013-09-02 00:00:00,1.04,0,23.1
2013-09-03 00:00:00,1.00,0,20.8
2013-09-04 00:00:00,0.94,0,24.8
2013-09-05 00:00:00,0.99,0,23.9
2013-09-06 00:00:00,1.05,0,24.4
2013-09-07 00:00:00,1.05,0,27.3
2013-09-08 00:00:00,0.96,0,25.5
2013-09-09 00:00:00,0.92,0,26.7
2013-09-10 00:00:00,0.92,0,29.6
2013-09-11 00:00:00,0.88,0,27.3
2013-09-12 00:00:00,0.91,0,24.1
2013-09-13 00:00:00,0.93,0,17.4
2013-09-14 00:00:00,0.99,0,16.4
2013-09-15 00:00:00,1.00,0,16.9
2013-09-16 00:00:00,0.90,0,15.8
2013-09-17 00:00:00,0.90,0,15.7
2013-09-18 00:00:00,0.87,0,22.9
2013-09-19 00:00:00,1.64,0,25.7
2013-09-20 00:00:00,1.15,0,23.7
2013-09-21 00:00:00,1.14,0,16.0
2013-09-22 00:00:00,1.35,0,13.7
2013-09-23 00:00:00,1.68,0,14.5
2013-09-24 00:00:00,1.71,0,16.0
2013-09-25 00:00:00,1.70,0,17.2
2013-09-26 00:00:00,1.74,0,18.1
2013-09-27 00:00:00,1.85,0,20.8
2013-09-28 00:00:00,1.85,0,21.2
2013-09-29 00:00:00,1.89,0,19.2
2013-09-30 00:00:00,1.82,0,17.9
2013-10-01 00:00:00,2.10,0,21.8
2013-10-02 00:00:00,2.17,0,21.9
2013-10-03 00:00:00,2.23,0,22.3
2013-10-04 00:00:00,2.32,0,23.3
2013-10-05 00:00:00,2.44,0,22.7
2013-10-06 00:00:00,2.82,0,16.2
2013-10-07 00:00:00,3.57,0,13.4
2013-10-08 00:00:00,3.48,0,16.1
2013-10-09 00:00:00,3.54,0,17.0
2013-10-10 00:00:00,3.54,0,16.6
2013-10-11 00:00:00,3.60,0,18.1
2013-10-12 00:00:00,3.65,0,20.2
2013-10-13 00:00:00,3.74,0,12.3
2013-10-14 00:00:00,3.82,0,11.8
2013-10-15 00:00:00,3.91,0,13.9
2013-10-16 00:00:00,3.99,0,12.9
2013-10-17 00:00:00,4.08,0,12.2
2013-10-18 00:00:00,4.13,0,8.7
2013-10-19 00:00:00,4.25,0,9.2
2013-10-20 00:00:00,4.30,0,8.4
2013-10-21 00:00:00,4.39,0,8.6
2013-10-22 00:00:00,4.47,0,4.2
2013-10-23 00:00:00,4.56,0,3.5
2013-10-24 00:00:00,4.67,0,4.0
2013-10-25 00:00:00,4.87,0,5.5
2013-10-26 00:00:00,5.27,0,8.6
2013-10-27 00:00:00,5.86,0,7.8
2013-10-28 00:00:00,5.49,0,6.5
2013-10-29 00:00:00,5.18,0,6.9
2013-10-30 00:00:00,5.18,0,13.6
2013-10-31 00:00:00,6.54,0,17.6
2013-11-01 00:00:00,6.85,0,10.8
2013-11-02 00:00:00,6.74,0,8.6
2013-11-03 00:00:00,6.60,0,8.4
2013-11-04 00:00:00,6.65,0,8.7
2013-11-05 00:00:00,6.80,0,12.5
2013-11-06 00:00:00,6.88,0,11.5
2013-11-07 00:00:00,6.65,0,3.1
2013-11-08 00:00:00,6.51,0,2.7
2013-11-09 00:00:00,6.71,0,8.2
2013-11-10 00:00:00,6.65,0,6.3
2013-11-11 00:00:00,6.54,0,5.0
2013-11-12 00:00:00,6.54,0,1.0
2013-11-13 00:00:00,6.74,0,0.9
2013-11-14 00:00:00,7.33,0,1.6
2013-11-15 00:00:00,7.84,0,5.6
2013-11-16 00:00:00,7.70,0,8.4
2013-11-17 00:00:00,7.96,0,16.0
2013-11-18 00:00:00,7.90,0,4.9
2013-11-19 00:00:00,7.79,0,1.3
2013-11-20 00:00:00,8.01,0,2.4
2013-11-21 00:00:00,7.87,0,7.0
2013-11-22 00:00:00,8.01,0,3.2
2013-11-23 00:00:00,8.01,0,0.8
2013-11-24 00:00:00,7.87,0,0.4
2013-11-25 00:00:00,7.87,0,0.9
2013-11-26 00:00:00,8.04,0,1.0
2013-11-27 00:00:00,7.87,0,0.7
2013-11-28 00:00:00,7.84,0,1.0
2013-11-29 00:00:00,7.96,0,1.0
2013-11-30 00:00:00,7.90,0,1.3
2013-12-01 00:00:00,7.93,0,1.4
2013-12-02 00:00:00,7.99,0,1.4
2013-12-03 00:00:00,7.93,0,4.4
2013-12-04 00:00:00,5.75,0,6.7
2013-12-05 00:00:00,4.02,0,1.3
2013-12-06 00:00:00,3.31,0,0.5
2013-12-07 00:00:00,3.51,0,0.2
2013-12-08 00:00:00,3.68,0,0.3
2013-12-09 00:00:00,3.74,0,0.6
2013-12-10 00:00:00,3.65,0,0.1
2013-12-11 00:00:00,3.68,0,0.2
2013-12-12 00:00:00,3.51,0,0.1
2013-12-13 00:00:00,3.45,0,0.7
2013-12-14 00:00:00,3.34,0,1.0
2013-12-15 00:00:00,3.43,0,0.4
2013-12-16 00:00:00,3.51,0,0.2
2013-12-17 00:00:00,3.43,0,0.8
2013-12-18 00:00:00,3.37,0,0.8
2013-12-19 00:00:00,3.54,0,0.9
2013-12-20 00:00:00,3.43,0,1.2
2013-12-21 00:00:00,3.20,0,1.1
2013-12-22 00:00:00,3.28,0,1.1
2013-12-23 00:00:00,3.28,0,0.6
2013-12-24 00:00:00,3.23,0,0.2
2013-12-25 00:00:00,3.14,0,0.5
2013-12-26 00:00:00,3.06,0,0.7
2013-12-27 00:00:00,3.17,0,1.0
2013-12-28 00:00:00,3.34,0,1.1
2013-12-29 00:00:00,3.34,0,1.0
2013-12-30 00:00:00,3.17,0,0.0
2013-12-31 00:00:00,2.49,0,0.1
2014-01-01 00:00:00,2.94,0,0.1
2014-01-02 00:00:00,3.03,0,0.2
2014-01-03 00:00:00,3.06,0,0.0
2014-01-04 00:00:00,3.14,0,0.7
2014-01-05 00:00:00,3.17,0,0.2
2014-01-06 00:00:00,3.23,0,0.0
2014-01-07 00:00:00,3.28,0,0.0
2014-01-08 00:00:00,3.34,0,0.0
2014-01-09 00:00:00,3.43,0,0.0
2014-01-10 00:00:00,3.48,0,0.9
2014-01-11 00:00:00,3.37,0,1.3
2014-01-12 00:00:00,2.94,0,0.9
2014-01-13 00:00:00,2.92,0,1.3
2014-01-14 00:00:00,2.89,0,1.0
2014-01-15 00:00:00,2.72,0,0.4
2014-01-16 00:00:00,2.71,0,0.7
2014-01-17 00:00:00,2.62,0,0.5
2014-01-18 00:00:00,2.83,0,0.2
2014-01-19 00:00:00,2.62,0,0.5
2014-01-20 00:00:00,2.89,0,0.8
2014-01-21 00:00:00,2.86,0,0.0
2014-01-22 00:00:00,2.94,0,0.0
2014-01-23 00:00:00,3.03,0,0.0
2014-01-24 00:00:00,3.14,0,0.0
2014-01-25 00:00:00,3.34,0,0.5
2014-01-26 00:00:00,3.26,0,0.1
2014-01-27 00:00:00,2.92,0,0.0
2014-01-28 00:00:00,2.92,0,0.0
2014-01-29 00:00:00,2.86,0,0.0
2014-01-30 00:00:00,2.92,0,0.6
2014-01-31 00:00:00,2.82,0,0.1
2014-02-01 00:00:00,2.89,0,0.3
2014-02-02 00:00:00,2.70,0,0.1
2014-02-03 00:00:00,2.67,0,0.0
2014-02-04 00:00:00,2.64,0,0.2
2014-02-05 00:00:00,2.77,0,0.5
2014-02-06 00:00:00,2.67,0,0.1
2014-02-07 00:00:00,2.65,0,0.0
2014-02-08 00:00:00,2.76,0,0.0
2014-02-09 00:00:00,2.74,0,0.4
2014-02-10 00:00:00,2.75,0,0.0
2014-02-11 00:00:00,2.76,0,0.0
2014-02-12 00:00:00,2.86,0,0.0
2014-02-13 00:00:00,2.81,0,0.8
2014-02-14 00:00:00,2.79,0,0.4
2014-02-15 00:00:00,2.75,0,0.1
2014-02-16 00:00:00,2.97,0,0.7
2014-02-17 00:00:00,3.68,0,0.6
2014-02-18 00:00:00,3.37,0,1.0
2014-02-19 00:00:00,3.57,0,1.2
2014-02-20 00:00:00,3.57,0,1.3
2014-02-21 00:00:00,4.39,0,1.1
2014-02-22 00:00:00,4.19,0,0.5
2014-02-23 00:00:00,4.25,0,0.0
2014-02-24 00:00:00,4.05,0,0.0
2014-02-25 00:00:00,4.02,0,0.3
2014-02-26 00:00:00,3.94,0,0.0
2014-02-27 00:00:00,3.60,0,0.0
2014-02-28 00:00:00,3.65,0,0.0
2014-03-01 00:00:00,3.77,0,0.5
2014-03-02 00:00:00,3.48,0,0.0
2014-03-03 00:00:00,3.45,0,0.0
2014-03-04 00:00:00,3.54,0,0.2
2014-03-05 00:00:00,3.68,0,0.5
2014-03-06 00:00:00,3.68,0,0.1
2014-03-07 00:00:00,3.68,0,0.7
2014-03-08 00:00:00,3.60,0,1.1
2014-03-09 00:00:00,3.57,0,0.6
2014-03-10 00:00:00,3.68,0,1.7
2014-03-11 00:00:00,3.60,0,1.4
2014-03-12 00:00:00,3.60,0,1.2
2014-03-13 00:00:00,3.65,0,0.9
2014-03-14 00:00:00,3.79,0,3.0
2014-03-15 00:00:00,3.68,0,1.2
2014-03-16 00:00:00,3.71,0,0.8
2014-03-17 00:00:00,3.74,0,0.5
2014-03-18 00:00:00,3.79,0,1.2
2014-03-19 00:00:00,4.05,0,2.3
2014-03-20 00:00:00,3.94,0,1.9
2014-03-21 00:00:00,3.99,0,3.0
2014-03-22 00:00:00,3.96,0,1.4
2014-03-23 00:00:00,3.91,0,0.8
2014-03-24 00:00:00,3.94,0,0.9
2014-03-25 00:00:00,3.96,0,0.9
2014-03-26 00:00:00,3.57,0,0.9
2014-03-27 00:00:00,3.45,0,3.8
2014-03-28 00:00:00,3.45,0,5.7
2014-03-29 00:00:00,3.37,0,4.9
2014-03-30 00:00:00,3.40,0,6.1
2014-03-31 00:00:00,3.43,0,10.9
2014-04-01 00:00:00,3.43,0,7.8
2014-04-02 00:00:00,3.31,0,3.5
2014-04-03 00:00:00,2.36,0,4.1
2014-04-04 00:00:00,1.59,0,2.5
2014-04-05 00:00:00,1.26,0,3.3
2014-04-06 00:00:00,1.19,0,7.2
2014-04-07 00:00:00,1.42,0,11.1
2014-04-08 00:00:00,1.81,0,10.1
2014-04-09 00:00:00,1.71,0,9.1
2014-04-10 00:00:00,1.63,0,13.1
2014-04-11 00:00:00,1.68,0,12.1
2014-04-12 00:00:00,1.67,0,15.2
2014-04-13 00:00:00,2.45,0,18.2
2014-04-14 00:00:00,4.22,0,6.0
2014-04-15 00:00:00,6.29,0,1.3
2014-04-16 00:00:00,7.31,0,3.9
2014-04-17 00:00:00,7.25,0,9.2
2014-04-18 00:00:00,7.22,0,8.7
2014-04-19 00:00:00,7.22,0,9.6
2014-04-20 00:00:00,7.19,0,15.0
2014-04-21 00:00:00,7.22,0,20.1
2014-04-22 00:00:00,7.16,0,12.4
2014-04-23 00:00:00,7.08,0,7.1
2014-04-24 00:00:00,7.22,0,10.9
2014-04-25 00:00:00,7.08,0,13.9
2014-04-26 00:00:00,7.08,0,11.1
2014-04-27 00:00:00,7.14,0,9.5
2014-04-28 00:00:00,7.53,0,10.8
2014-04-29 00:00:00,7.45,0,12.0
2014-04-30 00:00:00,7.19,0,11.3
2014-05-01 00:00:00,6.99,0,9.0
2014-05-02 00:00:00,7.11,0,10.2
2014-05-03 00:00:00,7.16,0,12.0
2014-05-04 00:00:00,7.16,0,10.1
2014-05-05 00:00:00,7.14,0,9.6
2014-05-06 00:00:00,7.19,0,10.1
2014-05-07 00:00:00,7.22,0,16.3
2014-05-08 00:00:00,7.19,0,23.0
2014-05-09 00:00:00,7.19,0,22.7
2014-05-10 00:00:00,7.19,0,15.8
2014-05-11 00:00:00,7.05,0,20.2
2014-05-12 00:00:00,7.42,0,23.8
2014-05-13 00:00:00,7.11,0,20.9
2014-05-14 00:00:00,7.05,0,12.3
2014-05-15 00:00:00,7.08,0,9.7
2014-05-16 00:00:00,6.97,0,9.2
2014-05-17 00:00:00,6.63,0,10.6
2014-05-18 00:00:00,6.34,0,13.5
2014-05-19 00:00:00,5.75,0,15.2
2014-05-20 00:00:00,5.41,0,20.2
2014-05-21 00:00:00,5.13,0,23.5
2014-05-22 00:00:00,5.10,0,17.8
2014-05-23 00:00:00,5.04,0,17.7
2014-05-24 00:00:00,5.15,0,19.3
2014-05-25 00:00:00,5.44,0,21.1
2014-05-26 00:00:00,5.38,0,23.5
2014-05-27 00:00:00,6.06,0,24.6
2014-05-28 00:00:00,5.44,0,21.8
2014-05-29 00:00:00,5.30,0,20.8
2014-05-30 00:00:00,5.21,0,21.7
2014-05-31 00:00:00,5.10,0,23.0
2014-06-01 00:00:00,5.04,0,24.2
2014-06-02 00:00:00,5.75,0,24.3
2014-06-03 00:00:00,5.44,0,22.8
2014-06-04 00:00:00,5.04,0,19.5
2014-06-05 00:00:00,4.98,0,20.6
2014-06-06 00:00:00,4.90,0,22.9
2014-06-07 00:00:00,4.84,0,23.4
2014-06-08 00:00:00,4.76,0,20.9
2014-06-09 00:00:00,4.67,0,20.0
2014-06-10 00:00:00,4.56,0,20.7
2014-06-11 00:00:00,4.47,0,19.9
2014-06-12 00:00:00,4.42,0,21.2
2014-06-13 00:00:00,4.45,0,17.7
2014-06-14 00:00:00,4.45,0,20.4
2014-06-15 00:00:00,4.25,0,21.7
2014-06-16 00:00:00,4.16,0,24.6
2014-06-17 00:00:00,4.47,0,26.6
2014-06-18 00:00:00,4.28,0,26.5
2014-06-19 00:00:00,4.73,0,24.8
2014-06-20 00:00:00,4.79,0,25.4
2014-06-21 00:00:00,4.22,0,24.4
2014-06-22 00:00:00,4.11,0,24.7
2014-06-23 00:00:00,3.99,0,24.1
2014-06-24 00:00:00,3.74,0,25.9
2014-06-25 00:00:00,3.71,0,24.9
2014-06-26 00:00:00,3.68,0,24.4
2014-06-27 00:00:00,3.65,0,24.6
2014-06-28 00:00:00,2.86,0,24.6
2014-06-29 00:00:00,2.22,0,25.7
2014-06-30 00:00:00,5.01,0,27.2
