time,FLOW
2014-05-26 00:00:00,11.3
2014-05-27 00:00:00,91.49
2014-05-28 00:00:00,239.93
2014-05-29 00:00:00,347.96
2014-05-30 00:00:00,317.9
2014-05-31 00:00:00,228.73
2014-06-01 00:00:00,202.36
2014-06-02 00:00:00,188.09
2014-06-03 00:00:00,126.68
2014-06-04 00:00:00,118.62
2014-06-05 00:00:00,116.51
2014-06-06 00:00:00,123.94
2014-06-07 00:00:00,117.51
2014-06-08 00:00:00,169.7
2014-06-09 00:00:00,117.58
2014-06-10 00:00:00,108.12
2014-06-11 00:00:00,110.38
2014-06-12 00:00:00,103.18
2014-06-13 00:00:00,73.74
2014-06-14 00:00:00,54.899
2014-06-15 00:00:00,41.664
2014-06-16 00:00:00,33.533
2014-06-17 00:00:00,26.911
2014-06-18 00:00:00,30.311
2014-06-19 00:00:00,42.415
2014-06-20 00:00:00,44.216
2014-06-21 00:00:00,35.433
2014-06-22 00:00:00,28.474
2014-06-23 00:00:00,25.298
2014-06-24 00:00:00,22.347
2014-06-25 00:00:00,21.969
2014-06-26 00:00:00,28.645
2014-06-27 00:00:00,42.712
2014-06-28 00:00:00,47.865
2014-06-29 00:00:00,38.016
2014-06-30 00:00:00,29.387
2014-07-01 00:00:00,28.15
2014-07-02 00:00:00,50.403
2014-07-03 00:00:00,113.85
2014-07-04 00:00:00,137.65
2014-07-05 00:00:00,82.7
2014-07-06 00:00:00,56.68
2014-07-07 00:00:00,41.386
2014-07-08 00:00:00,32.068
2014-07-09 00:00:00,26.109
2014-07-10 00:00:00,22.254
2014-07-11 00:00:00,19.274
2014-07-12 00:00:00,47.087
2014-07-13 00:00:00,86.28
2014-07-14 00:00:00,61.19
2014-07-15 00:00:00,71.98
2014-07-16 00:00:00,60.71
2014-07-17 00:00:00,47.776
2014-07-18 00:00:00,39.453
2014-07-19 00:00:00,40.845
2014-07-20 00:00:00,70.139
2014-07-21 00:00:00,78.69
2014-07-22 00:00:00,60.91
2014-07-23 00:00:00,66.36
2014-07-24 00:00:00,65.11
2014-07-25 00:00:00,65.5
2014-07-26 00:00:00,70.36
2014-07-27 00:00:00,59.78
2014-07-28 00:00:00,48.768
2014-07-29 00:00:00,39.825
2014-07-30 00:00:00,33.735
2014-07-31 00:00:00,28.509
2014-08-01 00:00:00,29.391
2014-08-02 00:00:00,80.462
2014-08-03 00:00:00,105.39
2014-08-04 00:00:00,75.14
2014-08-05 00:00:00,56.29
2014-08-06 00:00:00,44.649
2014-08-07 00:00:00,37.012
2014-08-08 00:00:00,31.112
2014-08-09 00:00:00,26.262
2014-08-10 00:00:00,22.936
2014-08-11 00:00:00,20.165
2014-08-12 00:00:00,17.875
2014-08-13 00:00:00,16.173
2014-08-14 00:00:00,14.885
2014-08-15 00:00:00,13.432
2014-08-16 00:00:00,12.689
2014-08-17 00:00:00,11.38
2014-08-18 00:00:00,11.113
2014-08-19 00:00:00,11.638
2014-08-20 00:00:00,10.822
2014-08-21 00:00:00,11.117
2014-08-22 00:00:00,14.45
2014-08-23 00:00:00,18.942
2014-08-24 00:00:00,23.878
2014-08-25 00:00:00,23.923
2014-08-26 00:00:00,22.156
2014-08-27 00:00:00,28.615
2014-08-28 00:00:00,32.258
2014-08-29 00:00:00,33.484
2014-08-30 00:00:00,32.312
2014-08-31 00:00:00,32.654
2014-09-01 00:00:00,33.644
2014-09-02 00:00:00,34.923
2014-09-03 00:00:00,31.86
2014-09-04 00:00:00,26.864
2014-09-05 00:00:00,25.542
2014-09-06 00:00:00,23.367
2014-09-07 00:00:00,21.501
2014-09-08 00:00:00,20.481
2014-09-09 00:00:00,20.023
2014-09-10 00:00:00,21.686
2014-09-11 00:00:00,26.012
2014-09-12 00:00:00,34.742
2014-09-13 00:00:00,44.561
2014-09-14 00:00:00,44.4
2014-09-15 00:00:00,37.092
2014-09-16 00:00:00,31.167
2014-09-17 00:00:00,27.663
2014-09-18 00:00:00,25.154
2014-09-19 00:00:00,23.295
2014-09-20 00:00:00,22.745
2014-09-21 00:00:00,23.13
2014-09-22 00:00:00,21.231
2014-09-23 00:00:00,8.338
