"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","1999","960.1","0.0","20.8","27.4","14.1"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2000","873.4","0.0","20.1","27.0","13.1"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2001","1071.0","0.0","20.6","27.0","14.1"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2002","1405.9","0.0","20.6","26.9","14.3"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2003","1184.9","0.0","20.4","26.5","14.3"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2004","1483.1",,"20.6","26.9","14.4"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2005","1270.4",,"20.5","26.6","14.5"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2006","900.8",,"20.6","27.3","13.9"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2007","1170.9",,"20.7","27.2","14.2"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2008","1009.5",,"20.3","26.9","13.8"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2009","1190.9",,"20.5","26.7","14.2"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2010","1008.5",,"19.8","26.7","13.0"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2011","848.3",,"21.5","28.5","14.6"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2012","1428.9",,"21.5","27.9","15.0"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2013","1196.0",,"21.2","27.4","14.9"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2014","1314.5","0.0","20.1","26.4","13.9"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2015","1199.2","0.0","21.8","27.8","15.9"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2016","1068.5","0.0","21.4","28.0","14.8"
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6919","-82.2755","37.5","2017","1812.1","0.0","21.4","28.0","14.9"
