"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1954","1088.8","2292.0","5.2","10.6","-0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1956","780.7","2774.0","5.1","11.0","-0.8"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1957","770.9","3391.0","4.9","10.9","-1.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1958","784.8","2733.0","4.8","10.7","-1.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1959","805.1","3021.0","4.8","10.6","-1.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1960","972.5","3372.0","4.8","10.6","-1.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1961","776.9","2934.0","5.6","11.4","-0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1962","838.9","3546.0","4.8","10.4","-0.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1963","661.4","3367.0","5.1","11.1","-1.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1964","944.5","4924.0","5.4","11.7","-0.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1966","879.0","4935.0","4.6","10.4","-1.2"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1967","998.3","5848.0","4.3","10.3","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1968","1052.0","4960.0","5.5","11.2","-0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1969","719.2","4153.0","5.0","10.9","-0.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1970","784.7","3863.0","5.0","11.2","-1.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1971","933.9","5482.0",,,"-1.4"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1972","1034.3","5295.0","3.5","9.6","-2.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1973","829.6","3074.0",,,
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1974","903.1","3292.0","3.6","9.4","-2.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1975","839.4","4834.0","4.4","10.4","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1976","697.6","6747.0","3.4","9.9","-3.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1977","1002.8","4263.0","4.4","10.3","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1978","785.3","4069.0","3.6","9.7","-2.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1979","844.4","3903.0","2.7","8.9","-3.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1980","923.2","3522.0",,,"-3.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1981","899.6","4576.0","4.4","10.7","-2.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1982","1171.1","5001.0","3.2","9.2","-2.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1983","898.9","4768.0","4.5","10.3","-1.4"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1984","753.3","3210.0","4.4","10.6","-1.8"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1985","1080.0","5547.0",,,"-2.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1986","815.5","3166.0","4.9","10.4","-0.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1987","793.3","3205.0","6.6","12.3","0.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1989","796.0","7099.0","2.7","8.7","-3.2"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1990","770.9","2930.0","4.7","10.4","-1.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1991","1072.6","4439.0","4.3","9.8","-1.2"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1992","843.9","4519.0","3.6","8.8","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1993","840.0","3638.0","3.2","8.4","-2.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1994","791.9","3336.0","3.9","9.4","-1.7"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1995","840.5","6055.0","3.7","8.9","-1.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1996","1111.3","7431.0","2.4","7.8","-3.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1997","777.6","6197.0","3.8","9.1","-1.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1998","816.1","2696.0","7.0","12.2","1.7"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","1999","930.5","3706.0","5.6","11.0","0.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2000","799.2","6210.0","4.8","10.2","-0.7"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2001","943.5","6791.0","5.7","11.1","0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2002","1175.9","5669.0","4.6","9.8","-0.5"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2003","921.2","5618.0","4.0","9.5","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2004","958.5","4797.0","4.3","9.5","-1.0"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2005","915.5",,"5.4","10.9","-0.1"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2006","658.0","4901.0","5.8","11.3","0.4"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2007","877.5","4961.0","5.2","10.7","-0.4"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2008","795.7","4547.0","3.4","9.1","-2.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2009","730.5","4559.0","3.8","9.2","-1.6"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2010","941.2","4328.0","5.8","11.3","0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2011","808.0",,"5.0","10.3","-0.2"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2012","851.9",,"6.5","12.0","0.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2013","1355.7",,"3.2","8.6","-2.2"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2014","1141.8",,"2.4","7.6","-2.9"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2015","990.6",,"4.9","10.3","-0.3"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2016","1199.4",,"5.8","10.8","0.7"
"USC00204104","IRONWOOD, MI US","46.4656","-90.1892","435.9","2017","1027.0",,"4.5","9.8","-0.7"
