"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1929","677.0","1750.0","2.4","9.1","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1930","759.3","687.0","4.6","11.6","-2.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1931","909.1","459.0","6.4","13.1","-0.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1932","631.5","1500.0","4.7","10.9","-1.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1933","660.6","1918.0","4.9","11.1","-1.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1934","831.1","1321.0","4.9","10.9","-1.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1935","936.0","1432.0","4.3","10.2","-1.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1936","730.4","1572.0","4.0","10.3","-2.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1937","699.2","1808.0","4.3","10.8","-2.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1938","1079.5","1612.0","5.5","11.5","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1939","843.5","2056.0","5.2","11.8","-1.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1940","951.0","1941.0","3.7","10.1","-2.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1941","860.9","1175.0","5.7","12.3","-0.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1942","882.7","1945.0","5.1","11.5","-1.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1943","816.9","1561.0","3.9","11.0","-3.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1944","702.5","1395.0",,,
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1945","854.5","1764.0",,,
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1946","853.3","0.0",,,
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1947","572.6","1130.0","5.0","11.6","-1.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1948","556.5","1415.0","5.4","12.4","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1949","863.4","1710.0","5.6","12.0","-0.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1950","759.3","3515.0","3.1","10.0","-3.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1951","1063.5","2781.0","3.8","9.8","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1952","795.0",,"5.4","11.8","-0.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1953","836.4",,"5.8","12.1","-0.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1954","889.9","2016.0",,"11.0",
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1955","803.5","2163.0","5.3","11.7","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1956","727.9","1481.0","5.1","11.4","-1.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1957","706.8","1417.0",,"10.9",
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1958","708.6","1240.0","4.9","11.0","-1.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1959","1030.1","2031.0","4.6","10.8","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1960","789.8","1258.0","4.2","10.8","-2.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1961","754.5","1740.0","4.3","11.2","-2.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1962","718.1","1432.0","4.6","10.7","-1.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1963","564.5","1004.0","4.5","11.6","-2.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1964","712.9","1167.0","4.5","11.9","-2.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1965","815.4","1634.0","3.9","10.4","-2.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1966","745.1","2153.0","4.5","11.1","-2.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1967","757.5","2983.0","3.8","10.8","-3.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1968","1037.6","3303.0","4.5","11.4","-2.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1969","753.7","3434.0","4.7","11.3","-1.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1970","639.0","2040.0","5.3","11.6","-1.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1971","752.7","3822.0","4.9","10.9","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1972","984.0","3711.0",,,"-3.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1973","868.2","2219.0","4.8","10.7","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1974","727.7","2430.0","3.0","9.7","-3.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1975","684.8","3320.0","4.4","10.5","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1976","408.4","3137.0","3.3","9.9","-3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1977","857.8","2394.0","4.6","10.6","-1.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1978","1076.6","2080.0","3.5","9.5","-2.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1979","765.8","2649.0","3.0","8.7","-2.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1980","776.1","2299.0","3.5","9.8","-2.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1981","684.3","1740.0","4.9","10.7","-1.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1982","972.4","3344.0","3.6","9.3","-2.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1983","946.3","3968.0","4.8","10.3","-0.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1984","718.1","2238.0","4.6","10.3","-1.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1985","1076.4","3713.0","3.4","9.2","-2.5"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1986","820.4","2454.0","4.3","10.4","-1.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1987","692.8","2475.0","5.8","12.3","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1988","771.4","2703.0","4.2","10.8","-2.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1989","621.8","2778.0","2.8","9.6","-3.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1990","961.3","1660.0","3.9","11.1","-3.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1991","1077.5","2870.0","4.0","10.5","-2.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1992","756.9","3262.0","4.0","9.6","-1.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1993","771.1","2959.0",,,
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1994","864.6","2403.0",,"10.3",
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1995","838.7","3058.0","2.9","10.1","-4.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1996","976.5","4290.0","3.1","9.2","-3.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1997","759.5","3352.0","3.9","10.1","-2.3"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1998","585.7","2936.0","6.7","13.2","0.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","1999","858.1","2410.0","5.6","11.9","-0.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2000","826.8","3479.0","4.5","11.2","-2.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2001","866.1","2705.0","5.2","12.1","-1.7"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2002","965.2","3664.0","4.0","10.9","-3.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2003","692.6","2741.0","3.1","10.7","-4.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2004","814.4","3781.0","3.9","10.6","-2.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2005","790.6","3428.0","5.8","12.1","-0.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2006",,,"5.9","12.2","-0.4"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2008","643.3","1438.0","2.7","9.1","-3.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2009","600.1","1295.0","3.1","9.3","-3.0"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2010","1038.6","987.0","5.3","11.4","-0.9"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2011","682.7","1209.0","4.6","10.4","-1.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2012","743.1","1260.0","6.0","12.1","-0.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2013","998.2","1975.0","3.0","8.7","-2.8"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2014","1106.2","2936.0","2.0","7.6","-3.6"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2015","903.2","1119.0","4.5","10.3","-1.2"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2016","1130.9","1384.0","5.5","10.9","0.1"
"USC00475516","MINOCQUA, WI US","45.8865","-89.7322","488.0","2017","1146.8","1586.0","4.8","10.3","-0.8"
