DateTime,Baseline_CO2,Plus2_CO2,Plus4_CO2,Plus6_CO2
2013-04-25,-0.0407704809104928,-0.0405858347612759,-0.040396962046968,-0.0402250338020923
2013-04-26,-0.0253032872089185,-0.0251851742524925,-0.0250643149070931,-0.0249544055186254
2013-04-27,-0.0833390662459504,-0.0829493036581408,-0.0825539548085514,-0.082193633613149
2013-04-28,-0.0284352996946942,-0.0283021303903023,-0.0281667987507633,-0.0280345206101067
2013-04-29,-0.0120597902763574,-0.0119962604556716,-0.0119370091492303,-0.0118897890006176
2013-04-30,-0.0496652414554992,-0.0494404999968568,-0.0492149121255405,-0.0490021364107505
2013-05-01,-0.04651051277388,-0.0463036092264626,-0.0460944229332469,-0.0459009721897127
2013-05-02,-0.0376539392441277,-0.0374772124091139,-0.0372998406800001,-0.0371646856663223
2013-05-03,-0.0599424087339969,-0.0596746691485793,-0.0594058546945366,-0.0591568793449243
2013-05-04,-0.0338485322087814,-0.0336932381319308,-0.0335377429775946,-0.0333924628613374
2013-05-05,-0.0222688524098114,-0.022156932726895,-0.0220553354254946,-0.0219654577073969
2013-05-06,-0.0168855462241544,-0.016809870014886,-0.0167342197334759,-0.0166679099918453
2013-05-07,-0.00236941078363809,-0.00235631678223415,-0.00234549011778883,-0.00233670697356865
2013-05-08,-0.00106718973554362,-0.00107097791578494,-0.0010661907195074,-0.00105381631002734
2013-05-09,-0.00172496180201976,-0.0017173598005705,-0.00170602853531532,-0.00170325913346887
2013-05-10,-0.012714544229891,-0.0126549722923139,-0.012594934294727,-0.0125004850743854
2013-05-11,-0.0172875860603038,-0.0172113755364151,-0.0170945405432215,-0.0170313060911742
2013-05-12,-0.124985121675721,-0.124434578055893,-0.123878561911268,-0.12337148063819
2013-05-13,-0.0385480457524214,-0.0383742610026995,-0.0381859831724711,-0.0380369707121076
2013-05-14,-0.0160408472277642,-0.0159642435774485,-0.0158880761632392,-0.0158216965312382
2013-05-15,-0.0547293808592412,-0.0544945481622635,-0.0542073121195566,-0.0539845318740721
2013-05-16,-0.00910278949853849,-0.00906240861042928,-0.00901288725122648,-0.00897016573312143
2013-05-17,-0.00767332829911996,-0.00764244816135373,-0.0075994470496422,-0.00756718672890862
2013-05-18,-0.0342172846516504,-0.034055264416304,-0.033847830886355,-0.0337215249428036
2013-05-19,-0.0255961252247235,-0.0254820233549522,-0.0252731871367535,-0.0252021078797288
2013-05-20,-0.054975097184244,-0.0546581853746832,-0.0542890878611557,-0.0540787586175965
2013-05-21,-0.0544693891242363,-0.054161809745722,-0.0537916496864578,-0.053540276279391
2013-05-22,-0.0518927206799758,-0.051590101605255,-0.051200634040638,-0.0509565565825822
2013-05-23,-0.0070637387178654,-0.00702863324799959,-0.00697225642321835,-0.00693972328413518
2013-05-24,-0.048331416774072,-0.0480700318577763,-0.0478369357741873,-0.0475413519748814
2013-05-25,-0.010063122409589,-0.0100033750238724,-0.00996108044891045,-0.00988781446191846
2013-05-26,-0.012585601581488,-0.0125167482631497,-0.0124597887166149,-0.0123720735551054
2013-05-27,-0.0263276088801055,-0.0261763795177255,-0.0260597270847914,-0.0258915153392579
2013-05-28,-0.0450658437167745,-0.0448027176598609,-0.0446011744673579,-0.0442899252673762
2013-05-29,-0.0119011229471805,-0.0118367227454988,-0.0117811476930135,-0.0116601744718148
2013-05-30,-0.0443067169636507,-0.0440844933428444,-0.0438373372366629,-0.0435123396315927
2013-05-31,-0.0947255281541566,-0.0942700151965841,-0.093684266219996,-0.0929941678741398
2013-06-01,-0.0828652270487679,-0.0824377965983714,-0.0820139362916874,-0.081246211935465
2013-06-02,-0.0277133585316864,-0.0275435670242237,-0.0274121589778732,-0.0271369613563553
2013-06-03,-0.020054387115417,-0.0199640837573527,-0.0198460271058519,-0.0196443586384984
2013-06-04,-0.00921015234628104,-0.00915785818805753,-0.00908880380715655,-0.00902176255305185
2013-06-05,-0.0455522514479665,-0.0453318087105144,-0.0450537056974261,-0.0446613861498643
2013-06-06,-0.0237317157011848,-0.0236337417543256,-0.0234711097716586,-0.0232704200024953
2013-06-07,-0.0215989505850039,-0.0215040933052577,-0.021358408737285,-0.0211823100070063
2013-06-08,-0.00931764865117469,-0.00928006360416226,-0.00921835651604491,-0.00913848058629604
2013-06-09,-0.0133127090806994,-0.0132447255222161,-0.0131533514128909,-0.0130495426231181
2013-06-10,-0.0496201397499154,-0.0494437680787419,-0.0490489925698685,-0.0487062214464939
2013-06-11,-0.00067225354298828,-0.000669248068088146,-0.00066537405202118,-0.000658379533551535
2013-06-12,-0.00677394602835137,-0.00674538275550917,-0.00669775034826099,-0.00664487661179607
2013-06-13,-0.0275580929397482,-0.0274324003715553,-0.0272217622448551,-0.0270490546331829
2013-06-14,-0.0280938190173874,-0.0279417127038817,-0.0278557499907773,-0.0275848677837532
2013-06-15,-0.0138797340722193,-0.0138210493700968,-0.0137669469890187,-0.0136618126342395
2013-06-16,-0.013285034495877,-0.013225900918199,-0.0131824462415896,-0.0130963759796027
2013-06-17,-0.0127781762137576,-0.0127044669248214,-0.0126784573148367,-0.0126040379608506
2013-06-18,-0.0183741675939081,-0.018324485091481,-0.018249558755153,-0.0181408842886461
2013-06-19,-0.028781480642556,-0.0286809407399362,-0.0285569423253125,-0.0284121462443604
2013-06-20,-0.0104129605627122,-0.0103669287324554,-0.0103368224482307,-0.010305926823293
2013-06-21,-0.0248677924584896,-0.0247720402185811,-0.0246869787961989,-0.024596071523187
2013-06-22,-0.0372117229829173,-0.0370396579728244,-0.0368877458015068,-0.0367900247002412
2013-06-23,-0.0292739455481175,-0.0291370867346636,-0.0290347851326439,-0.0289804754095343
2013-06-24,-0.0334707241572801,-0.0333381389782805,-0.0332358556035527,-0.033203965198546
2013-06-25,-0.0342877188651354,-0.0341690900156668,-0.0340924868615762,-0.0340748555225448
2013-06-26,-0.0124040688948434,-0.012359751760098,-0.0123435906040774,-0.0123508640925796
2013-06-27,-0.00340601067489564,-0.00340030634570666,-0.00340287037418034,-0.00340979779249711
2013-06-28,-0.060469457123743,-0.0603589355789179,-0.0603682227419442,-0.0604967763119848
2013-06-29,-0.0427313184779368,-0.0426100949497858,-0.0425719479199658,-0.0426102694373926
2013-06-30,-0.03767363296652,-0.0375432274925798,-0.0374720475286831,-0.037475887059041
2013-07-01,-0.0157014091026769,-0.0156447468000017,-0.0156077087066402,-0.0156015679239979
2013-07-02,-0.0282181024183545,-0.028110299577759,-0.0280337710204615,-0.0280027683841191
2013-07-03,-0.015546319750538,-0.0154876114399988,-0.0154462576235942,-0.0154286623870365
2013-07-04,-0.0128098125588777,-0.0127819379053093,-0.0127420752609264,-0.0127295414887693
2013-07-05,-0.0165905039020896,-0.0165373815772142,-0.0164911928264494,-0.0164741299115327
2013-07-06,-0.0297413415743491,-0.0296280871567834,-0.0295469278711889,-0.0295242474908907
2013-07-07,-0.0214375171772444,-0.0213656435886473,-0.0213136488506877,-0.021303404608137
2013-07-08,-0.0235865273323221,-0.0235069688625951,-0.0234756985332979,-0.0234759473327799
2013-07-09,-0.000347298653174481,-0.000348617405768917,-0.00034913803258466,-0.000353980922047916
2013-07-10,-0.0561510918749903,-0.0560266356635966,-0.0560292192526871,-0.0562143480549064
2013-07-11,-0.0360859221386853,-0.0360132284612433,-0.0360204972923517,-0.0361508166942831
2013-07-12,-0.00709258851042898,-0.00708764598599318,-0.00709773076411273,-0.00713296929099461
2013-07-13,-0.016326328741237,-0.0162987201321396,-0.0163037116829684,-0.016337688538863
2013-07-14,-0.00922098060205594,-0.00920299774253756,-0.00920230543491552,-0.00922334550274448
2013-07-15,-0.0200345273079511,-0.0200118639873824,-0.0200180866054621,-0.0200713588840775
2013-07-16,-0.00926914242004933,-0.00927170897643124,-0.00928829324707845,-0.00933228455118721
2013-07-17,-0.0094006805008622,-0.00941152338047648,-0.00943408556632775,-0.00950774093376013
2013-07-18,-0.00602949627579357,-0.00605908264438553,-0.00608601179896115,-0.00614727227688817
2013-07-19,-0.0344659121036472,-0.0346019143143115,-0.0347912400517095,-0.0350341158371531
2013-07-20,-0.0328133094419545,-0.0328665720939756,-0.0331007688140734,-0.0333135451916459
2013-07-21,-0.00240124306553964,-0.00240827237867519,-0.00243004992862207,-0.00244319405041319
2013-07-22,-0.0172813852744409,-0.0173062894130161,-0.0173825324454631,-0.0174797827169089
2013-07-23,-0.0280031438063245,-0.0280485713743758,-0.0281212160636537,-0.0283423152359562
2013-07-24,-0.0448942795198079,-0.0448863539800158,-0.0449797817303518,-0.0452086379389136
2013-07-25,-0.00152050532943759,-0.00152020562375479,-0.00152263790724558,-0.00152919725166719
2013-07-26,-0.0213231355833368,-0.0213017800570606,-0.0213153799396611,-0.0213736830823992
2013-07-27,-0.048272863459835,-0.0481832414466471,-0.0481563511326775,-0.0482218886430783
2013-07-28,-0.0586113524774447,-0.0584108683167249,-0.0582396093817467,-0.0581712300869206
2013-07-29,-0.0318290856171215,-0.0317000786431811,-0.0315680354192927,-0.0314929736813817
2013-07-30,-0.00338434461299061,-0.00337547789825624,-0.00336464217837322,-0.00336034009232986
2013-07-31,-0.0324397195711541,-0.0322908921796736,-0.0321350495625233,-0.0320389924780578
2013-08-01,-0.0132622859246461,-0.0132041230721423,-0.0131534151517283,-0.0131340273619018
2013-08-02,-0.0222154769316195,-0.0221148412890815,-0.0220181414678704,-0.0219554784871441
2013-08-03,-0.0414273019764521,-0.0412457164450671,-0.0410739908354292,-0.0409575811453815
2013-08-04,-0.039521711927812,-0.0393337103177218,-0.0391516060644738,-0.0390631119933178
2013-08-05,-0.00101118355226994,-0.00100910891406476,-0.00100964366613414,-0.00100784660997632
2013-08-06,-0.0061149852375707,-0.00608971803245901,-0.00606009658579631,-0.00604373938731167
2013-08-07,-0.0462404901283803,-0.046062734336942,-0.0458365158449684,-0.0457057436937423
2013-08-08,-0.032599571936207,-0.0324905600124953,-0.0323152805651592,-0.0322384453141082
2013-08-09,-0.00342623382480707,-0.00341832383232289,-0.00340394883980282,-0.00340037322568956
2013-08-10,-0.0282402855959273,-0.0281506018035432,-0.0280113131365296,-0.0279280072391715
2013-08-11,-0.00495594671726579,-0.00493899857898567,-0.0049190657176663,-0.00491169344264595
2013-08-12,-0.0126113796506244,-0.0125623436951282,-0.0124970332982405,-0.012459846444723
2013-08-13,-0.0366510007310872,-0.0365054941849313,-0.0363241830695874,-0.0362434840708719
2013-08-14,-0.0232336678808607,-0.0230728447237598,-0.0228982032671534,-0.0228244296727398
2013-08-15,-0.00233746071015859,-0.00232342990634753,-0.00230857558998319,-0.00230488253615047
2013-08-16,-0.00310573731660134,-0.00308598916099664,-0.00306138309281207,-0.00305696961280333
2013-08-17,-0.00148215149703562,-0.00147469235829614,-0.00146865195524488,-0.00146736505301013
2013-08-18,-0.0142043761558615,-0.0141299989772972,-0.014051036921687,-0.0140222400638032
2013-08-19,-0.0120705622969616,-0.0119925459617122,-0.0119380830064867,-0.0119154328177299
2013-08-20,-0.0254063721943608,-0.0252577666104586,-0.0251067514686586,-0.0250286334460829
2013-08-21,-0.0523477319688735,-0.0521143206898769,-0.0518050461817837,-0.0516473962084397
2013-08-22,-0.0369918777487047,-0.0367902616984332,-0.0365753532658224,-0.0364635148942159
2013-08-23,-0.0167743624740313,-0.0166790736867763,-0.0166038411920075,-0.016568091085867
2013-08-24,-0.0218870111653226,-0.0217660693947592,-0.0216555254903681,-0.0216104239418503
2013-08-25,-0.036731233082066,-0.0365981863320686,-0.0363821546487993,-0.0363074272835174
2013-08-26,-0.0599415829137123,-0.0596230559782118,-0.0593499678404709,-0.0591967086998578
2013-08-27,-0.0382495693413397,-0.0381130013426862,-0.0379342973138547,-0.037870404347908
2013-08-28,-0.0199095566215902,-0.0198061190204813,-0.019743606144395,-0.0197199409457708
2013-08-29,-0.0375498211569924,-0.0374339522803483,-0.0373424745884977,-0.0373628953834902
2013-08-30,-0.0222517910663267,-0.0221543921838702,-0.0221179811484813,-0.0221455116812259
2013-08-31,-0.0228483032374079,-0.0227606989878543,-0.0227364193459972,-0.0227651194423202
2013-09-01,-0.0133944234666901,-0.0133605040594372,-0.0133625475666492,-0.0134109035701005
2013-09-02,-0.0262171028449371,-0.0261124290263612,-0.0260754264310069,-0.0261040958935601
2013-09-03,-0.0251508956509435,-0.0250456534981595,-0.0249865599095314,-0.0249746599248946
2013-09-04,-0.0113832751027443,-0.0113344359341364,-0.0113056517056495,-0.0112933244251198
2013-09-05,-0.0176291010164266,-0.0175664592638929,-0.0174991458102884,-0.0174703328153718
2013-09-06,-0.00732143469776771,-0.00730028706960094,-0.00727365504094346,-0.00726316539551569
2013-09-07,-0.0155043839854763,-0.015438775712166,-0.0153749083155591,-0.0153503601299072
2013-09-08,-0.00245360767827425,-0.00244636217059921,-0.00243861986819236,-0.00243499079872124
2013-09-09,-0.0352440730660305,-0.0350628718971016,-0.0349388354486864,-0.0348713891472696
2013-09-10,-0.050776388714303,-0.0505725586500687,-0.050391149077565,-0.0503145385375516
2013-09-11,-0.0602832158487148,-0.0600536712794172,-0.0597935255398143,-0.059704806990225
2013-09-12,-0.0382561374457564,-0.0381010581744555,-0.0379471453655579,-0.0378869834341617
2013-09-13,-0.0712620706011853,-0.0707844209883935,-0.0705088712526185,-0.0703113086262081
2013-09-14,-0.0043712740826686,-0.00434016533734779,-0.00432389317920499,-0.00430909390624359
2013-09-15,-0.0196117642869287,-0.0194711480882225,-0.0193945555324776,-0.0193165823621581
2013-09-16,-0.0175521940527374,-0.0174277390051616,-0.0173604598357954,-0.017285718910161
2013-09-17,-0.0143837983761357,-0.0142891236570393,-0.0142391669906859,-0.0141748899771763
2013-09-18,-0.0232650139211321,-0.0231100511194623,-0.0230158736290837,-0.0229075531305044
2013-09-19,-0.0554486512331005,-0.0551406332115664,-0.0548926914919339,-0.0546476011662819
2013-09-20,-0.0377263856567279,-0.0374709227096608,-0.037331565534726,-0.0371666333981577
2013-09-21,-0.0359832281832746,-0.0357508627658583,-0.0356002460787305,-0.0354485460691213
2013-09-22,-0.0234881140051307,-0.023345644551325,-0.0232397761551831,-0.0231300864215806
2013-09-23,-0.0127774987291109,-0.0127155004593972,-0.0126609680580704,-0.0125973828328549
2013-09-24,-0.0287474341267681,-0.0285819984867927,-0.0284609588256657,-0.0283154099310312
2013-09-25,-0.0132349632046755,-0.013151190247792,-0.013103012550034,-0.0130284175426704
2013-09-26,-0.0229469989590634,-0.022824597346901,-0.0227239819396879,-0.0226082761213802
2013-09-27,-0.0279900160561064,-0.0278280664723311,-0.0277208391273019,-0.0275499030811123
2013-09-28,-0.0413968719487697,-0.0411798028546279,-0.0410144543325289,-0.0407687082329318
2013-09-29,-0.0625946492509445,-0.0622484474212123,-0.0619918591555471,-0.0616258987181085
2013-09-30,-0.00460101107682136,-0.00458302699460585,-0.0045605728846178,-0.00453950572274282
2013-10-01,-0.0432460911248549,-0.0430128886396839,-0.0428377271333375,-0.0425797147740982
2013-10-02,-0.0290364834760018,-0.0288881282406546,-0.0287717446657293,-0.028610091941847
2013-10-03,-0.0251407312184666,-0.0250021581429247,-0.0249007784137871,-0.0247343837519114
2013-10-04,-0.0170153634424098,-0.0169246534337992,-0.0168481323552054,-0.0167556453717689
2013-10-05,-0.0114926663466501,-0.0114294990239932,-0.0113770236393747,-0.0113029803263306
2013-10-06,-0.0216805155894436,-0.0215530627018247,-0.0214402200895309,-0.021313257239147
2013-10-07,-0.024593383762247,-0.0244585541841146,-0.0243444051949201,-0.0241950399353738
2013-10-08,-0.0202237142779653,-0.02011620341747,-0.0200274297958924,-0.0199105648035346
2013-10-09,-0.0380203907416431,-0.0378188660397826,-0.0376507951729014,-0.0374345337492381
2013-10-10,-0.0227326913105528,-0.0226159741872768,-0.0225161568189848,-0.0223884496140324
2013-10-11,-0.0225406009734025,-0.0224175804101267,-0.0223212701358553,-0.0221862095904703
2013-10-12,-0.0654058094810183,-0.0650608434598329,-0.0647638906529369,-0.0643962235113861
2013-10-13,-0.0343799422312546,-0.0342142500104968,-0.03404043732285,-0.0338431598104651
2013-10-14,-0.0165178005590681,-0.016439072772882,-0.0163569289436856,-0.016267921209851
2013-10-15,-0.0353918870675504,-0.0352241887937082,-0.0350567902497449,-0.0348665734761604
2013-10-16,-0.0429677881350962,-0.0427613305572371,-0.0425819622461632,-0.0423338309286543
2013-10-17,-0.0114259108998704,-0.0113704484775527,-0.0113242517389744,-0.0112594134765871
2013-10-18,-0.0171409478094419,-0.0170578469225546,-0.0169884704199434,-0.0168935755277769
2013-10-19,-0.0197616062978054,-0.0196660802349498,-0.0195860465394764,-0.0194843243792049
2013-10-20,-0.024745750643401,-0.024626592108237,-0.0245263523303066,-0.0244075319100718
2013-10-21,-0.0237897921841633,-0.0236754286812324,-0.0235791662926889,-0.0234694853256238
2013-10-22,-0.0518453000283523,-0.0515966670646898,-0.0513837568976769,-0.0511563601614362
2013-10-23,-0.0122335357003917,-0.0121752710430306,-0.0121251326297749,-0.012072720213214
2013-10-24,-0.0353735047623643,-0.035206348660008,-0.0350616852893385,-0.0349106501927232
2013-10-25,-0.0321833003140538,-0.0320316483543756,-0.0318995438122745,-0.0317627646176263
2013-10-26,-0.0837576516327906,-0.0833629738759196,-0.083017737310988,-0.0826624524032897
2013-10-27,-0.0501324620455806,-0.049895513572567,-0.0496844572252186,-0.049469479112626
2013-10-28,-0.0262613035037137,-0.0261370149789057,-0.0260256586203938,-0.0259127776902622
2013-10-29,-0.039699127956028,-0.0395107862594908,-0.0393398648597855,-0.0391699876162715
2013-10-30,-0.0158488088499628,-0.0157733520141166,-0.0157046138874471,-0.0156362712761399
2013-10-31,-0.0351775299396929,-0.0350091785764906,-0.0348568118852172,-0.0347038318003716
2013-11-01,-0.0039343005655386,-0.00391561505638369,-0.0038989153225081,-0.00388130733745677
2013-11-02,-0.0227655115998012,-0.0226545134082954,-0.0225539951205843,-0.0224516492673175
2013-11-03,-0.0121583913188722,-0.0120987857666685,-0.0120446289215577,-0.011989526085778
2013-11-04,-0.0573682704437578,-0.0570868561662478,-0.0568309088438939,-0.0565703216847093
2013-11-05,-0.049859778210241,-0.0496107158064977,-0.0493828935750726,-0.0491521946395677
2013-11-06,-0.034250627540045,-0.0340796847278892,-0.0339209077081077,-0.033763604024169
2013-11-07,-0.0438618724307894,-0.0436360994849217,-0.0434298867977732,-0.0432227144328512
2013-11-08,-0.0280246525826049,-0.027879619765485,-0.0277471875940979,-0.0276143542193121
2013-11-09,-0.0749963414550427,-0.0746058586873011,-0.074248781241734,-0.0738925704690366
2013-11-10,-0.0499768156472853,-0.0497115505509476,-0.0494663200943656,-0.0492256080139752
2013-11-11,-0.0163857844651236,-0.0162973547006294,-0.0162162167353993,-0.0161357957795658
2013-11-12,-0.0861748514456702,-0.0857046116860935,-0.0852724617011929,-0.0848459221925401
2013-11-13,-0.0207708414986403,-0.0206557074497421,-0.020550514755056,-0.0204469434878105
2013-11-14,-0.120631511153116,-0.119949420422376,-0.119327899085745,-0.118719482307528
2013-11-15,-0.035116058579663,-0.0349127340755123,-0.0347279412914764,-0.0345476398029592
2013-11-16,-0.0220617810225815,-0.0219329944426032,-0.0218153057374867,-0.0217006756482571
2013-11-17,-0.161359729302862,-0.160407660957971,-0.159536973233929,-0.158693824270326
2013-11-18,-0.120474064998588,-0.11976393468546,-0.119108425227363,-0.118483881292772
2013-11-19,-0.0553324759404091,-0.0549963298799174,-0.0546895164994366,-0.0543909788731514
2013-11-20,-0.0309153761150711,-0.0307258670418759,-0.0305530730829741,-0.0303853688338917
2013-11-21,-0.0459229769178433,-0.0456350712236811,-0.0453726120928958,-0.0451188857462272
2013-11-22,-0.00745963448722171,-0.00741283204693909,-0.00736940781165479,-0.00732884220867696
2013-11-23,-0.0204040131514953,-0.0202741534531024,-0.0201557178788485,-0.0200412646419494
2013-11-24,-0.0788589267971996,-0.0783388015261944,-0.077865906402027,-0.0774121121854427
2013-11-25,-0.047742047677089,-0.0474185540943668,-0.0471249402522896,-0.0468445771968431
2013-11-26,-0.0417613904481136,-0.041467525590384,-0.0412016425962602,-0.0409492944007555
2013-11-27,-0.0660438056221479,-0.0655684494351971,-0.0651385485435818,-0.0647305019859588
2013-11-28,-0.00891411836677794,-0.00884810761968128,-0.00878847340321112,-0.00873218721274307
2013-11-29,-0.0528267582212065,-0.0524306255607395,-0.0520728187611554,-0.0517355235180435
2013-11-30,-0.0345398290445667,-0.0342778764496102,-0.0340411769104065,-0.0338187547245742
2013-12-01,-0.0138427491883663,-0.0137360249069994,-0.0136395589414198,-0.013549027184331
2013-12-02,-0.00995845586305692,-0.00988073537250542,-0.00981083559782484,-0.00974516475306234
2013-12-03,-0.041035845581964,-0.0407151446145968,-0.0404248279870586,-0.0401524660881279
2013-12-04,-0.0374121544660269,-0.0371183973070125,-0.0368523518472763,-0.0366030700298896
2013-12-05,-0.0300262608682832,-0.0297909161201211,-0.0295779135831782,-0.0293786604629529
2013-12-06,-0.0594138295103223,-0.0589349621224118,-0.0585019603795187,-0.0580979574098838
2013-12-07,-0.0487238899305641,-0.0483172935197503,-0.0479509495966827,-0.0476100827327983
2013-12-08,-0.0117477194847071,-0.0116460567266765,-0.0115539360482852,-0.0114692822636007
2013-12-09,-0.013597829786117,-0.0134743263682608,-0.0133671890609883,-0.0132677774512511
2013-12-10,-0.0766664292716676,-0.0759839960290472,-0.0753682964914989,-0.0747961587245537
2013-12-11,-0.0293179298124741,-0.0290452507325297,-0.0287994366150351,-0.0285724786451024
2013-12-12,0,-0.0235289228146532,-0.0233245107781735,-0.0231359971599511
