time,FLOW,SALT,TEMP,NIT_nit,NIT_amm,PHS_frp,OGM_doc
2013-02-05 00:00:00,3.09,0,0.6,624.55,3.57,1.96,430.06
2013-02-06 00:00:00,2.97,0,0.76,632.41,3.22,1.88,430.06
2013-02-07 00:00:00,3.09,0,1.3,640.26,2.9,1.79,430.06
2013-02-08 00:00:00,2.82,0,1.1,648.11,2.61,1.71,430.06
2013-02-09 00:00:00,2.8,0,0.85,656.67,2.36,1.65,430.06
2013-02-10 00:00:00,3.31,0,1.23,576.73,7.64,3.31,430.06
2013-02-11 00:00:00,3.2,0,1.77,409.71,23.77,7.54,430.06
2013-02-12 00:00:00,2.94,0,1.21,526.77,9.71,4.14,430.06
2013-02-13 00:00:00,3.06,0,1.21,581.73,6.3,2.87,430.06
2013-02-14 00:00:00,3.06,0,1.83,594.58,6.03,2.06,430.06
2013-02-15 00:00:00,2.97,0,0.96,604.57,5.77,1.8,430.06
2013-02-16 00:00:00,3.03,0,0.52,613.85,5.52,1.62,430.06
2013-02-17 00:00:00,3.06,0,0.4,624.55,5.29,1.47,430.06
2013-02-18 00:00:00,3.14,0,1.14,634.55,5.06,1.32,430.06
2013-02-19 00:00:00,3.23,0,0.65,644.54,4.84,1.19,430.06
2013-02-20 00:00:00,3,0,0.12,655.25,4.63,1.07,430.06
2013-02-21 00:00:00,3.03,0,0.3,665.24,4.45,0.97,430.06
2013-02-22 00:00:00,3.14,0,1.03,667.38,4.43,0.96,430.06
2013-02-23 00:00:00,3.03,0,0.98,668.09,4.43,0.96,430.06
2013-02-24 00:00:00,2.97,0,0.95,668.81,4.43,0.96,430.06
2013-02-25 00:00:00,3.03,0,1.14,669.52,4.43,0.96,430.06
2013-02-26 00:00:00,3.03,0,1.19,670.24,4.43,0.96,430.06
2013-02-27 00:00:00,3.17,0,1.32,670.95,4.43,0.96,430.06
2013-02-28 00:00:00,2.97,0,1.35,671.66,4.43,0.96,430.06
2013-03-01 00:00:00,2.92,0,1.18,672.38,4.43,0.96,430.06
2013-03-02 00:00:00,2.97,0,1.01,673.09,4.43,0.96,430.06
2013-03-03 00:00:00,2.83,0,0.79,673.8,4.43,0.96,430.06
2013-03-04 00:00:00,2.71,0,0.92,674.52,4.43,0.96,430.06
2013-03-05 00:00:00,2.79,0,1.24,675.23,4.43,0.96,430.06
2013-03-06 00:00:00,2.94,0,1.11,675.95,4.43,0.96,430.06
2013-03-07 00:00:00,2.66,0,1.01,676.66,4.43,0.96,430.06
2013-03-08 00:00:00,2.53,0,1.03,677.37,4.43,0.96,430.06
2013-03-09 00:00:00,2.54,0,1.28,645.97,5.07,1.14,430.06
2013-03-10 00:00:00,2.97,0,3.78,224.84,72.81,8.33,430.06
2013-03-11 00:00:00,4.11,0,2.07,60.74,134.19,13.33,430.06
2013-03-12 00:00:00,5.61,0,1.24,109.21,107.07,10.77,430.06
2013-03-13 00:00:00,6.54,0,1.05,193.43,99.93,9.87,430.06
2013-03-14 00:00:00,6.88,0,0.95,249.11,73.52,7.61,430.06
2013-03-15 00:00:00,7.48,0,1.24,316.2,52.53,5.81,430.06
2013-03-16 00:00:00,8.07,0,1.29,409.71,36.69,4.37,430.06
2013-03-17 00:00:00,8.07,0,0.97,495.36,25.62,3.32,430.06
2013-03-18 00:00:00,8.07,0,1.08,516.06,17.99,2.59,430.06
2013-03-19 00:00:00,7.84,0,0.83,535.33,12.63,2.02,430.06
2013-03-20 00:00:00,7.76,0,0.43,554.6,8.92,1.56,430.06
2013-03-21 00:00:00,7.79,0,0.47,574.59,6.43,1.25,430.06
2013-03-22 00:00:00,7.79,0,0.62,593.86,5.58,1.18,430.06
2013-03-23 00:00:00,7.82,0,0.95,613.13,5.02,1.15,430.06
2013-03-24 00:00:00,7.9,0,1.23,633.12,4.5,1.12,430.06
2013-03-25 00:00:00,7.67,0,1.28,653.1,4.05,1.09,430.06
2013-03-26 00:00:00,7.62,0,1.37,561.03,16.85,3.52,430.06
2013-03-27 00:00:00,7.59,0,2.11,167.74,65.31,16.38,430.06
2013-03-28 00:00:00,7.65,0,1.47,119.91,114.92,19.56,430.06
2013-03-29 00:00:00,7.67,0,4.04,82.08,86.37,16.99,430.06
2013-03-30 00:00:00,7.73,0,6.4,112.06,67.17,12.86,430.06
2013-03-31 00:00:00,7.79,0,7.01,115.63,53.25,10.06,430.06
2013-04-01 00:00:00,7.87,0,1.35,229.12,30.41,6.26,430.06
2013-04-02 00:00:00,7.99,0,1.3,364.03,14.56,4.31,430.06
2013-04-03 00:00:00,8.18,0,1.3,394.72,9.78,3.53,430.06
2013-04-04 00:00:00,8.55,0,4.68,418.27,8.42,2.9,430.06
2013-04-05 00:00:00,9.54,0,4.25,442.54,7.21,2.4,430.06
2013-04-06 00:00:00,9.6,0,8.62,460.39,6.09,2.24,430.06
2013-04-07 00:00:00,9.63,0,10.89,476.09,5.1,2.18,430.06
2013-04-08 00:00:00,10.19,0,10.59,493.22,4.27,2.14,430.06
2013-04-09 00:00:00,10.87,0,9.53,340.47,11.78,6.22,430.06
2013-04-10 00:00:00,11.07,0,5.18,351.18,18.84,6.11,430.06
2013-04-11 00:00:00,10.73,0,3.4,402.57,12.85,4.37,430.06
2013-04-12 00:00:00,10.59,0,4,451.11,8.78,3.11,430.06
2013-04-13 00:00:00,10.36,0,3.18,516.06,5.33,2.15,430.06
2013-04-14 00:00:00,10.62,0,5.39,551.04,4.63,1.93,430.06
2013-04-15 00:00:00,10.96,0,12.05,571.02,4.24,1.79,430.06
2013-04-16 00:00:00,10.7,0,6.72,571.02,4.15,1.73,430.06
2013-04-17 00:00:00,11.21,0,7.02,447.54,4.08,2.87,430.06
2013-04-18 00:00:00,11.19,0,10.17,299.07,10.49,5.49,430.06
2013-04-19 00:00:00,10.85,0,5.43,414.7,4.67,2.68,430.06
2013-04-20 00:00:00,10.68,0,2.23,465.38,3.5,2.23,430.06
2013-04-21 00:00:00,10.42,0,3.9,498.22,2.75,1.93,430.06
2013-04-22 00:00:00,10.48,0,10.49,500.36,2.31,1.73,430.06
2013-04-23 00:00:00,10.39,0,10.88,501.07,1.94,1.56,430.06
2013-04-24 00:00:00,10.28,0,6.44,502.5,1.63,1.41,430.06
2013-04-25 00:00:00,10.34,0,7.47,503.21,1.38,1.3,430.06
2013-04-26 00:00:00,10.25,0,8.86,503.93,1.25,1.29,430.06
2013-04-27 00:00:00,10.31,0,13.76,504.64,1.14,1.28,430.06
2013-04-28 00:00:00,10.02,0,15.46,505.35,1.04,1.28,430.06
2013-04-29 00:00:00,9.03,0,16.97,506.07,0.95,1.27,430.06
2013-04-30 00:00:00,10,0,22.07,506.78,0.86,1.26,430.06
2013-05-01 00:00:00,10.42,0,20.7,507.49,0.79,1.26,430.06
2013-05-02 00:00:00,10.51,0,12.95,508.21,0.86,1.25,430.06
2013-05-03 00:00:00,10.62,0,7.7,508.92,3.24,1.25,430.06
2013-05-04 00:00:00,10.25,0,16.5,509.64,2.5,1.24,430.06
2013-05-05 00:00:00,10.22,0,17.79,511.06,1.81,1.24,430.06
2013-05-06 00:00:00,10.19,0,17.58,511.78,1.43,1.23,430.06
2013-05-07 00:00:00,10.02,0,19.58,512.49,1.14,1.23,430.06
2013-05-08 00:00:00,9.12,0,20.83,513.2,0.91,1.22,430.06
2013-05-09 00:00:00,8.16,0,20.47,470.38,0.84,1.41,430.06
2013-05-10 00:00:00,8.41,0,13.96,321.2,4.88,3.23,430.06
2013-05-11 00:00:00,8.1,0,10.6,419.7,6.21,2.62,430.06
2013-05-12 00:00:00,8.07,0,6.32,473.95,4.5,1.8,430.06
2013-05-13 00:00:00,7.93,0,8.9,490.36,3.42,1.64,430.06
2013-05-14 00:00:00,8.01,0,17.85,495.36,2.63,1.61,430.06
2013-05-15 00:00:00,7.9,0,22.68,501.07,2.03,1.59,430.06
2013-05-16 00:00:00,7.56,0,20.65,506.07,1.56,1.56,430.06
2013-05-17 00:00:00,6.51,0,15.48,487.51,2.96,1.97,430.06
2013-05-18 00:00:00,6.48,0,19.87,491.79,2.4,1.97,430.06
2013-05-19 00:00:00,6.31,0,23.63,510.35,1.61,1.9,430.06
2013-05-20 00:00:00,6.54,0,25.1,498.22,3.29,2.03,430.06
2013-05-21 00:00:00,6.06,0,23.44,508.92,2.25,1.79,430.06
2013-05-22 00:00:00,5.95,0,19.84,505.35,2.43,1.79,430.06
2013-05-23 00:00:00,6.31,0,15.23,500.36,3.11,1.9,430.06
2013-05-24 00:00:00,6.29,0,10.77,505.35,2.13,1.36,430.06
2013-05-25 00:00:00,6.31,0,12.24,507.49,1.71,1.3,430.06
2013-05-26 00:00:00,6.29,0,13.4,510.35,1.56,1.31,430.06
2013-05-27 00:00:00,6.09,0,15.4,513.2,1.48,1.34,430.06
2013-05-28 00:00:00,6.63,0,18.33,501.78,2.91,1.79,430.06
2013-05-29 00:00:00,6.51,0,24.46,503.21,2.36,1.49,430.06
2013-05-30 00:00:00,6.51,0,24.94,491.79,3.73,2.38,430.06
2013-05-31 00:00:00,6.4,0,24.27,496.07,3.99,2.32,430.06
2013-06-01 00:00:00,6.26,0,23.21,501.07,3.45,1.94,430.06
2013-06-02 00:00:00,6.17,0,18.04,501.78,3.18,1.87,430.06
2013-06-03 00:00:00,6.23,0,15.8,503.21,2.98,1.84,430.06
2013-06-04 00:00:00,6.06,0,15.36,503.93,2.93,1.82,430.06
2013-06-05 00:00:00,6.12,0,14.74,504.64,2.88,1.8,430.06
2013-06-06 00:00:00,6.12,0,14.57,505.35,2.82,1.77,430.06
2013-06-07 00:00:00,6.14,0,15.89,506.78,2.77,1.76,430.06
2013-06-08 00:00:00,6.2,0,17.74,507.49,2.72,1.74,430.06
2013-06-09 00:00:00,6.17,0,20.73,508.21,2.67,1.73,430.06
2013-06-10 00:00:00,5.89,0,22.87,509.64,2.62,1.7,430.06
2013-06-11 00:00:00,5.95,0,24.25,510.35,2.58,1.68,430.06
2013-06-12 00:00:00,6.43,0,25.13,528.91,26.91,7.04,430.06
2013-06-13 00:00:00,6.29,0,22.99,558.89,38.62,10.71,430.06
2013-06-14 00:00:00,6.34,0,20.45,513.92,3.92,2.26,430.06
2013-06-15 00:00:00,6.14,0,22.6,513.92,5.14,2.17,430.06
2013-06-16 00:00:00,6.4,0,24.46,513.92,4.9,2.09,430.06
2013-06-17 00:00:00,6.23,0,23.45,513.92,3.32,2.02,430.06
2013-06-18 00:00:00,6.4,0,20.99,513.92,3.1,1.94,430.06
2013-06-19 00:00:00,6.37,0,18.53,513.92,2.96,1.88,430.06
2013-06-20 00:00:00,6.4,0,22.37,513.92,2.82,1.82,430.06
2013-06-21 00:00:00,6.57,0,24.2,513.92,4.05,1.74,430.06
2013-06-22 00:00:00,6.43,0,25.76,472.52,8.49,4.08,430.06
2013-06-23 00:00:00,6.2,0,26.48,197.72,21.84,13.77,430.06
2013-06-24 00:00:00,5.86,0,25.49,301.21,12.63,6.46,430.06
2013-06-25 00:00:00,6.68,0,25.14,246.25,11.56,9.15,430.06
2013-06-26 00:00:00,7.08,0,25.66,194.86,10.78,10.97,430.06
2013-06-27 00:00:00,6.74,0,26.33,129.19,8.28,6.4,430.06
2013-06-28 00:00:00,6.94,0,23.56,112.78,7.08,5,430.06
2013-06-29 00:00:00,7.16,0,20.98,236.97,7.01,4.84,430.06
2013-06-30 00:00:00,7.53,0,21.09,396.86,5.59,3.61,430.06
2013-07-01 00:00:00,7.84,0,20.68,438.97,4.47,2.59,430.06
2013-07-02 00:00:00,7.84,0,20.22,479.66,3.7,2.17,430.06
2013-07-03 00:00:00,7.93,0,19.57,501.07,3.2,1.88,430.06
2013-07-04 00:00:00,7.87,0,22.71,506.78,2.77,1.73,430.06
2013-07-05 00:00:00,7.93,0,23.52,513.2,2.34,1.7,430.06
2013-07-06 00:00:00,7.93,0,24.08,518.92,1.91,1.67,430.06
2013-07-07 00:00:00,8.47,0,25.11,525.34,1.57,1.64,430.06
2013-07-08 00:00:00,8.81,0,25.94,531.76,1.28,1.61,430.06
2013-07-09 00:00:00,8.81,0,26.77,531.76,2.79,2.84,430.06
2013-07-10 00:00:00,8.66,0,25.52,543.18,2.56,2.58,430.06
2013-07-11 00:00:00,8.64,0,22.56,543.18,1.69,1.67,430.06
2013-07-12 00:00:00,8.64,0,22.87,543.18,1.43,1.47,430.06
2013-07-13 00:00:00,8.58,0,22.85,543.18,1.33,1.46,430.06
2013-07-14 00:00:00,8.69,0,24.16,543.18,1.23,1.45,430.06
2013-07-15 00:00:00,9.17,0,25.92,543.18,1.15,1.44,430.06
2013-07-16 00:00:00,9.06,0,26.77,543.18,1.08,1.43,430.06
2013-07-17 00:00:00,8.98,0,27.56,543.18,1.07,1.42,430.06
2013-07-18 00:00:00,8.83,0,27.28,543.18,1.07,1.42,430.06
2013-07-19 00:00:00,9.6,0,27.35,543.18,1.07,1.41,430.06
2013-07-20 00:00:00,9.68,0,24.83,543.18,1.07,1.4,430.06
2013-07-21 00:00:00,10.48,0,24.13,514.63,1.83,2.5,430.06
2013-07-22 00:00:00,9.91,0,25.07,490.36,3.76,2.24,430.06
2013-07-23 00:00:00,9.88,0,24.08,506.78,2.89,1.48,430.06
2013-07-24 00:00:00,9.83,0,19.51,513.92,2.77,1.39,430.06
2013-07-25 00:00:00,9.83,0,21.85,514.63,2.7,1.32,430.06
2013-07-26 00:00:00,9.83,0,22.99,515.35,2.63,1.25,430.06
2013-07-27 00:00:00,9.83,0,16.98,516.06,2.56,1.19,430.06
2013-07-28 00:00:00,9.74,0,16.29,516.77,2.49,1.14,430.06
2013-07-29 00:00:00,9.71,0,21.57,516.77,2.43,1.12,430.06
2013-07-30 00:00:00,9.71,0,20.22,517.49,2.36,1.09,430.06
2013-07-31 00:00:00,9.57,0,23.88,518.2,2.31,1.07,430.06
2013-08-01 00:00:00,8.61,0,23.57,518.92,2.24,1.05,430.06
2013-08-02 00:00:00,6.68,0,24.42,518.92,2.18,1.02,430.06
2013-08-03 00:00:00,5.52,0,23.1,519.63,2.13,1,430.06
2013-08-04 00:00:00,5.47,0,22.41,520.34,2.07,0.98,430.06
2013-08-05 00:00:00,5.41,0,23.58,521.06,2.02,0.96,430.06
2013-08-06 00:00:00,5.41,0,25.84,521.77,1.97,0.94,430.06
2013-08-07 00:00:00,5.35,0,26.59,521.77,1.91,0.91,430.06
2013-08-08 00:00:00,5.07,0,23.61,522.48,1.86,0.89,430.06
2013-08-09 00:00:00,4.36,0,24.92,523.2,1.81,0.88,430.06
2013-08-10 00:00:00,3.94,0,23.29,523.91,1.77,0.86,430.06
2013-08-11 00:00:00,3.11,0,20.6,524.63,1.73,0.84,430.06
2013-08-12 00:00:00,2.29,0,23.34,524.63,1.68,0.82,430.06
2013-08-13 00:00:00,2.15,0,21.07,525.34,1.64,0.81,430.06
2013-08-14 00:00:00,2.05,0,19.58,525.34,1.64,0.8,430.06
2013-08-15 00:00:00,1.88,0,21.93,525.34,1.64,0.8,430.06
2013-08-16 00:00:00,1.25,0,24.12,525.34,1.64,0.8,430.06
2013-08-17 00:00:00,1.09,0,24.6,525.34,1.64,0.8,430.06
2013-08-18 00:00:00,1.16,0,24.14,525.34,1.64,0.8,430.06
2013-08-19 00:00:00,1.12,0,25.4,525.34,1.64,0.8,430.06
2013-08-20 00:00:00,1.12,0,26.26,525.34,1.64,0.8,430.06
2013-08-21 00:00:00,1.06,0,27.27,525.34,1.64,0.8,430.06
2013-08-22 00:00:00,1.19,0,27.14,324.77,5.51,3.41,430.06
2013-08-23 00:00:00,1.14,0,24.59,331.91,4.9,2.82,430.06
2013-08-24 00:00:00,1.17,0,24.77,404.71,3.94,2.14,430.06
2013-08-25 00:00:00,1.16,0,27.94,453.96,3.22,1.52,430.06
2013-08-26 00:00:00,1.05,0,28.49,473.23,2.87,1.21,430.06
2013-08-27 00:00:00,1.03,0,29.33,492.51,2.77,1.19,430.06
2013-08-28 00:00:00,1,0,29.51,506.78,2.67,1.17,430.06
2013-08-29 00:00:00,1.12,0,27.32,508.21,2.58,1.15,430.06
2013-08-30 00:00:00,1.09,0,28.2,510.35,2.48,1.13,430.06
2013-08-31 00:00:00,1.14,0,26.52,512.49,2.4,1.11,430.06
2013-09-01 00:00:00,1.17,0,25.99,513.92,2.31,1.1,430.06
2013-09-02 00:00:00,1.04,0,23.1,516.06,2.23,1.08,430.06
2013-09-03 00:00:00,1,0,20.82,517.49,2.15,1.06,430.06
2013-09-04 00:00:00,0.94,0,24.79,519.63,2.08,1.05,430.06
2013-09-05 00:00:00,0.99,0,23.87,521.77,2,1.03,430.06
2013-09-06 00:00:00,1.05,0,24.35,523.2,1.93,1.01,430.06
2013-09-07 00:00:00,1.05,0,27.35,525.34,1.86,1,430.06
2013-09-08 00:00:00,0.96,0,25.52,527.48,1.8,0.98,430.06
2013-09-09 00:00:00,0.92,0,26.67,528.91,1.73,0.97,430.06
2013-09-10 00:00:00,0.92,0,29.57,531.05,1.67,0.95,430.06
2013-09-11 00:00:00,0.88,0,27.34,533.19,1.61,0.94,430.06
2013-09-12 00:00:00,0.91,0,24.06,534.62,1.56,0.93,430.06
2013-09-13 00:00:00,0.93,0,17.38,536.76,1.51,0.91,430.06
2013-09-14 00:00:00,0.99,0,16.43,537.47,1.48,0.91,430.06
2013-09-15 00:00:00,1,0,16.93,538.9,1.48,0.91,430.06
2013-09-16 00:00:00,0.9,0,15.75,539.61,1.46,0.91,430.06
2013-09-17 00:00:00,0.9,0,15.68,540.33,1.46,0.91,430.06
2013-09-18 00:00:00,0.87,0,22.93,541.04,1.44,0.91,430.06
2013-09-19 00:00:00,1.64,0,25.65,503.21,1.66,1.44,430.06
2013-09-20 00:00:00,1.15,0,23.7,276.95,7.71,10.83,430.06
2013-09-21 00:00:00,1.14,0,16,418.99,3.65,5.26,430.06
2013-09-22 00:00:00,1.35,0,13.71,485.37,2.57,1.87,430.06
2013-09-23 00:00:00,1.68,0,14.47,531.76,2.16,0.97,430.06
2013-09-24 00:00:00,1.71,0,15.99,538.19,2.01,0.9,430.06
2013-09-25 00:00:00,1.7,0,17.19,539.61,1.89,0.89,430.06
2013-09-26 00:00:00,1.74,0,18.07,541.04,1.78,0.88,430.06
2013-09-27 00:00:00,1.85,0,20.78,543.18,1.68,0.87,430.06
2013-09-28 00:00:00,1.85,0,21.19,544.61,1.58,0.86,430.06
2013-09-29 00:00:00,1.89,0,19.17,546.04,1.48,0.85,430.06
2013-09-30 00:00:00,1.82,0,17.92,547.47,1.4,0.84,430.06
2013-10-01 00:00:00,2.1,0,21.77,549.61,1.33,0.82,430.06
2013-10-02 00:00:00,2.17,0,21.92,551.75,1.28,0.8,430.06
2013-10-03 00:00:00,2.23,0,22.34,553.89,1.24,0.78,430.06
2013-10-04 00:00:00,2.32,0,23.33,556.03,1.21,0.76,430.06
2013-10-05 00:00:00,2.44,0,22.71,558.17,1.16,0.74,430.06
2013-10-06 00:00:00,2.82,0,16.18,561.03,1.13,0.72,430.06
2013-10-07 00:00:00,3.57,0,13.42,563.17,1.08,0.71,430.06
2013-10-08 00:00:00,3.48,0,16.12,565.31,1.05,0.69,430.06
2013-10-09 00:00:00,3.54,0,16.98,567.45,1.01,0.67,430.06
2013-10-10 00:00:00,3.54,0,16.56,570.31,0.99,0.66,430.06
2013-10-11 00:00:00,3.6,0,18.1,572.45,0.95,0.64,430.06
2013-10-12 00:00:00,3.65,0,20.18,574.59,0.91,0.62,430.06
2013-10-13 00:00:00,3.74,0,12.33,577.44,0.89,0.61,430.06
2013-10-14 00:00:00,3.82,0,11.78,579.59,0.86,0.59,430.06
2013-10-15 00:00:00,3.91,0,13.9,581.73,0.83,0.58,430.06
2013-10-16 00:00:00,3.99,0,12.92,584.58,0.8,0.56,430.06
2013-10-17 00:00:00,4.08,0,12.24,586.72,0.77,0.55,430.06
2013-10-18 00:00:00,4.13,0,8.66,588.87,0.75,0.53,430.06
2013-10-19 00:00:00,4.25,0,9.24,591.72,0.72,0.52,430.06
2013-10-20 00:00:00,4.3,0,8.36,593.86,0.7,0.51,430.06
2013-10-21 00:00:00,4.39,0,8.56,596.72,0.68,0.49,430.06
2013-10-22 00:00:00,4.47,0,4.18,598.86,0.65,0.48,430.06
2013-10-23 00:00:00,4.56,0,3.54,601.71,0.63,0.47,430.06
2013-10-24 00:00:00,4.67,0,4.05,603.85,0.61,0.46,430.06
2013-10-25 00:00:00,4.87,0,5.5,606.71,0.59,0.45,430.06
2013-10-26 00:00:00,5.27,0,8.61,608.85,0.57,0.44,430.06
2013-10-27 00:00:00,5.86,0,7.79,611.71,0.55,0.42,430.06
2013-10-28 00:00:00,5.49,0,6.51,613.85,0.53,0.41,430.06
2013-10-29 00:00:00,5.18,0,6.89,616.7,0.51,0.4,430.06
2013-10-30 00:00:00,5.18,0,13.63,618.84,0.5,0.39,430.06
2013-10-31 00:00:00,6.54,0,17.56,585.3,1.09,0.5,430.06
2013-11-01 00:00:00,6.85,0,10.84,545.32,1.5,0.57,430.06
2013-11-02 00:00:00,6.74,0,8.59,553.89,1.13,0.51,430.06
2013-11-03 00:00:00,6.6,0,8.45,559.6,0.99,0.48,430.06
2013-11-04 00:00:00,6.65,0,8.72,564.6,0.85,0.45,430.06
2013-11-05 00:00:00,6.8,0,12.46,564.6,0.79,0.47,430.06
2013-11-06 00:00:00,6.88,0,11.46,496.07,2.46,1.23,430.06
2013-11-07 00:00:00,6.65,0,3.11,528.19,1.92,0.87,430.06
2013-11-08 00:00:00,6.51,0,2.71,546.04,1.35,0.74,430.06
2013-11-09 00:00:00,6.71,0,8.21,551.04,1.26,0.73,430.06
2013-11-10 00:00:00,6.65,0,6.33,556.03,1.17,0.71,430.06
2013-11-11 00:00:00,6.54,0,5.02,561.03,1.09,0.69,430.06
2013-11-12 00:00:00,6.54,0,0.95,566.74,1.01,0.68,430.06
2013-11-13 00:00:00,6.74,0,0.94,571.73,0.94,0.66,430.06
2013-11-14 00:00:00,7.33,0,1.57,576.73,0.88,0.65,430.06
2013-11-15 00:00:00,7.84,0,5.61,582.44,0.82,0.63,430.06
2013-11-16 00:00:00,7.7,0,8.37,587.44,0.76,0.62,430.06
2013-11-17 00:00:00,7.96,0,16.03,497.5,2.13,2.12,430.06
2013-11-18 00:00:00,7.9,0,4.93,426.12,4.99,3.26,430.06
2013-11-19 00:00:00,7.79,0,1.33,533.9,3.22,1.87,430.06
2013-11-20 00:00:00,8.01,0,2.36,566.02,2.59,1.22,430.06
2013-11-21 00:00:00,7.87,0,6.98,571.73,2.26,1.04,430.06
2013-11-22 00:00:00,8.01,0,3.22,576.02,2.18,0.97,430.06
2013-11-23 00:00:00,8.01,0,0.8,581.01,2.11,0.9,430.06
2013-11-24 00:00:00,7.87,0,0.35,586.01,2.05,0.84,430.06
2013-11-25 00:00:00,7.87,0,0.93,591.01,1.98,0.78,430.06
2013-11-26 00:00:00,8.04,0,1.01,594.58,1.96,0.74,430.06
2013-11-27 00:00:00,7.87,0,0.71,597.43,1.98,0.73,430.06
2013-11-28 00:00:00,7.84,0,0.97,599.57,2.03,0.73,430.06
2013-11-29 00:00:00,7.96,0,0.96,601.71,2.08,0.72,430.06
2013-11-30 00:00:00,7.9,0,1.31,603.85,2.13,0.72,430.06
2013-12-01 00:00:00,7.93,0,1.37,606,2.19,0.72,430.06
2013-12-02 00:00:00,7.99,0,1.35,608.14,2.25,0.72,430.06
2013-12-03 00:00:00,7.93,0,4.37,610.28,2.31,0.72,430.06
2013-12-04 00:00:00,5.75,0,6.74,612.42,2.36,0.72,430.06
2013-12-05 00:00:00,4.02,0,1.29,614.56,2.42,0.72,430.06
2013-12-06 00:00:00,3.31,0,0.49,616.7,2.48,0.72,430.06
2013-12-07 00:00:00,3.51,0,0.24,618.84,2.55,0.72,430.06
2013-12-08 00:00:00,3.68,0,0.31,620.99,2.61,0.72,430.06
2013-12-09 00:00:00,3.74,0,0.61,623.13,2.68,0.72,430.06
2013-12-10 00:00:00,3.65,0,0.09,625.27,2.75,0.72,430.06
2013-12-11 00:00:00,3.68,0,0.24,627.41,2.82,0.72,430.06
2013-12-12 00:00:00,3.51,0,0.08,629.55,2.89,0.72,430.06
2013-12-13 00:00:00,3.45,0,0.71,631.69,2.96,0.72,430.06
2013-12-14 00:00:00,3.34,0,0.99,633.83,3.04,0.72,430.06
2013-12-15 00:00:00,3.43,0,0.43,635.97,3.12,0.71,430.06
2013-12-16 00:00:00,3.51,0,0.18,638.12,3.2,0.71,430.06
2013-12-17 00:00:00,3.43,0,0.76,640.26,3.28,0.71,430.06
2013-12-18 00:00:00,3.37,0,0.84,641.68,3.34,0.71,430.06
2013-12-19 00:00:00,3.54,0,0.91,642.4,3.38,0.71,430.06
2013-12-20 00:00:00,3.43,0,1.23,642.4,3.4,0.71,430.06
2013-12-21 00:00:00,3.2,0,1.12,642.4,3.43,0.71,430.06
2013-12-22 00:00:00,3.28,0,1.1,643.11,3.45,0.71,430.06
2013-12-23 00:00:00,3.28,0,0.6,643.11,3.47,0.71,430.06
