"dateTime","UGRD10m_110_HTGL","UGRD10m_110_HTGL.1","UGRD10m_110_HTGL.2","UGRD10m_110_HTGL.3"
2013-08-29 12:00:00,0.930000007152557,1.0900000333786,0.860000014305115,1.02999997138977
2013-08-29 13:00:00,1.89999997615814,2.04999995231628,1.82000005245209,1.99000000953674
2013-08-29 14:00:00,2.86999988555908,3.01999998092651,2.78999996185303,2.94000005722046
2013-08-29 15:00:00,3.82999992370605,3.99000000953674,3.75,3.90000009536743
2013-08-29 16:00:00,3.11999988555908,3.24000000953674,3.01999998092651,3.13000011444092
2013-08-29 17:00:00,2.40000009536743,2.48000001907349,2.28999996185303,2.35999989509583
2013-08-29 18:00:00,1.69000005722046,1.73000001907349,1.55999994277954,1.5900000333786
2013-08-29 19:00:00,2.14000010490417,2.0699999332428,2.00999999046326,1.92999994754791
2013-08-29 20:00:00,2.58999991416931,2.40000009536743,2.46000003814697,2.25999999046326
2013-08-29 21:00:00,3.03999996185303,2.74000000953674,2.91000008583069,2.59999990463257
2013-08-29 22:00:00,2.57999992370605,2.39000010490417,2.46000003814697,2.25
2013-08-29 23:00:00,2.13000011444092,2.03999996185303,2.00999999046326,1.88999998569489
2013-08-30 00:00:00,1.67999994754791,1.67999994754791,1.55999994277954,1.53999996185303
2013-08-30 01:00:00,1.75,1.74000000953674,1.64999997615814,1.61000001430511
2013-08-30 02:00:00,1.82000005245209,1.78999996185303,1.74000000953674,1.67999994754791
2013-08-30 03:00:00,1.88999998569489,1.85000002384186,1.82000005245209,1.75
2013-08-30 04:00:00,2.01999998092651,1.99000000953674,2,1.92999994754791
2013-08-30 05:00:00,2.14999985694885,2.1399998664856,2.16999983787537,2.11999988555908
2013-08-30 06:00:00,2.27999997138977,2.28999996185303,2.33999991416931,2.29999995231628
2013-08-30 07:00:00,2.82999992370605,2.91000008583069,2.92000007629395,2.96000003814697
2013-08-30 08:00:00,3.38000011444092,3.52999997138977,3.50999999046326,3.61999988555908
2013-08-30 09:00:00,3.92000007629395,4.15000009536743,4.09000015258789,4.28000020980835
2013-08-30 10:00:00,3.65000009536743,3.94000005722046,3.77999997138977,4.05999994277954
2013-08-30 11:00:00,3.36999988555908,3.73000001907349,3.47000002861023,3.83999991416931
2013-08-30 12:00:00,3.08999991416931,3.51999998092651,3.15000009536743,3.61999988555908
2013-08-30 13:00:00,2.11999988555908,2.51999974250793,2.19999980926514,2.64000010490417
2013-08-30 14:00:00,1.14999997615814,1.52999997138977,1.25,1.64999997615814
2013-08-30 15:00:00,0.189999997615814,0.540000021457672,0.300000011920929,0.670000016689301
2013-08-30 16:00:00,-0.720000028610229,-0.400000005960464,-0.610000014305115,-0.280000001192093
2013-08-30 17:00:00,-1.62000000476837,-1.3400000333786,-1.51999998092651,-1.22000002861023
2013-08-30 18:00:00,-2.52999997138977,-2.27999997138977,-2.4300000667572,-2.17000007629395
2013-08-30 19:00:00,-3.08999991416931,-2.82999992370605,-3.02999997138977,-2.75999999046326
2013-08-30 20:00:00,-3.65000009536743,-3.38000011444092,-3.64000010490417,-3.34999990463257
2013-08-30 21:00:00,-4.21000003814697,-3.92000007629395,-4.23999977111816,-3.94000005722046
2013-08-30 22:00:00,-4.28000020980835,-4.07000017166138,-4.30999994277954,-4.07999992370605
2013-08-30 23:00:00,-4.34999990463257,-4.21999979019165,-4.36999988555908,-4.21999979019165
2013-08-31 00:00:00,-4.40999984741211,-4.3600001335144,-4.44000005722046,-4.3600001335144
2013-08-31 01:00:00,-3.84999990463257,-3.79999995231628,-3.86999988555908,-3.80999994277954
2013-08-31 02:00:00,-3.27999997138977,-3.24000000953674,-3.28999996185303,-3.25
2013-08-31 03:00:00,-2.71000003814697,-2.6800000667572,-2.72000002861023,-2.69000005722046
2013-08-31 04:00:00,-2.80999994277954,-2.79999995231628,-2.83999991416931,-2.82999992370605
2013-08-31 05:00:00,-2.91000008583069,-2.92000007629395,-2.96000003814697,-2.97000002861023
2013-08-31 06:00:00,-3.00999999046326,-3.03999996185303,-3.07999992370605,-3.10999989509583
2013-08-31 07:00:00,-2.27999997138977,-2.35999989509583,-2.42000007629395,-2.49000000953674
2013-08-31 08:00:00,-1.55999994277954,-1.67999994754791,-1.75999999046326,-1.87000000476837
2013-08-31 09:00:00,-0.839999973773956,-1,-1.10000002384186,-1.25
2013-08-31 10:00:00,-0.709999978542328,-0.939999997615814,-0.959999978542328,-1.17999994754791
2013-08-31 11:00:00,-0.579999983310699,-0.879999995231628,-0.819999992847443,-1.12000000476837
2013-08-31 12:00:00,-0.449999988079071,-0.819999992847443,-0.680000007152557,-1.04999995231628
2013-08-31 13:00:00,0.140000000596046,-0.140000000596046,-0.0599999986588955,-0.330000013113022
2013-08-31 14:00:00,0.730000019073486,0.540000021457672,0.569999992847443,0.379999995231628
2013-08-31 15:00:00,1.30999994277954,1.23000001907349,1.19000005722046,1.0900000333786
2013-08-31 16:00:00,1.21000003814697,1.0900000333786,1.02999997138977,0.899999976158142
2013-08-31 17:00:00,1.11000001430511,0.949999988079071,0.879999995231628,0.699999988079071
2013-08-31 18:00:00,1.00999999046326,0.819999992847443,0.720000028610229,0.509999990463257
2013-08-31 19:00:00,0.889999985694885,0.730000019073486,0.639999985694885,0.46000000834465
2013-08-31 20:00:00,0.769999980926514,0.639999985694885,0.560000002384186,0.409999996423721
2013-08-31 21:00:00,0.649999976158142,0.560000002384186,0.479999989271164,0.360000014305115
2013-08-31 22:00:00,0.419999986886978,0.340000003576279,0.280000001192093,0.159999996423721
2013-08-31 23:00:00,0.200000002980232,0.109999999403954,0.0900000035762787,-0.0399999991059303
2013-09-01 00:00:00,-0.0199999995529652,-0.109999999403954,-0.109999999403954,-0.239999994635582
2013-09-01 01:00:00,0.769999980926514,0.639999985694885,0.720000028610229,0.550000011920929
