"dateTime","PRESsfc_110_SFC","PRESsfc_110_SFC.1","PRESsfc_110_SFC.2","PRESsfc_110_SFC.3"
2013-08-29 12:00:00,96103.2265625,96021.8515625,96153.75,96052.203125
2013-08-29 13:00:00,96031.609375,95951,96081.609375,95981.0390625
2013-08-29 14:00:00,95959.953125,95880.109375,96009.453125,95909.859375
2013-08-29 15:00:00,95888.2734375,95809.203125,95937.28125,95838.640625
2013-08-29 16:00:00,95865.7734375,95787.09375,95914.5390625,95816.40625
2013-08-29 17:00:00,95843.2578125,95764.9765625,95891.796875,95794.1484375
2013-08-29 18:00:00,95820.78125,95742.8515625,95869.0703125,95771.90625
2013-08-29 19:00:00,95788.8515625,95711.09375,95837.078125,95740.09375
2013-08-29 20:00:00,95756.9375,95679.328125,95805.078125,95708.2734375
2013-08-29 21:00:00,95725.03125,95647.578125,95773.078125,95676.46875
2013-08-29 22:00:00,95741.9375,95661.890625,95799.2890625,95702.2890625
2013-08-29 23:00:00,95758.828125,95676.203125,95825.5,95728.1015625
2013-08-30 00:00:00,95775.7265625,95690.5234375,95851.71875,95753.90625
2013-08-30 01:00:00,95665.65625,95582.296875,95732.796875,95634.4609375
2013-08-30 02:00:00,95555.59375,95474.0703125,95613.8828125,95514.9765625
2013-08-30 03:00:00,95445.5078125,95365.828125,95494.953125,95395.5078125
2013-08-30 04:00:00,95408.1875,95326.25,95466.75,95367.296875
2013-08-30 05:00:00,95370.8671875,95286.65625,95438.5234375,95339.109375
2013-08-30 06:00:00,95333.546875,95247.1015625,95410.328125,95310.9296875
2013-08-30 07:00:00,95296.90625,95212.609375,95364.65625,95265.1171875
2013-08-30 08:00:00,95260.296875,95178.1171875,95319.0234375,95219.296875
2013-08-30 09:00:00,95223.703125,95143.640625,95273.390625,95173.5078125
2013-08-30 10:00:00,95224.890625,95144.7265625,95274.65625,95174.59375
2013-08-30 11:00:00,95226.109375,95145.828125,95275.90625,95175.65625
2013-08-30 12:00:00,95227.296875,95146.90625,95277.203125,95176.7265625
2013-08-30 13:00:00,95206.1171875,95128.390625,95246.6171875,95146.78125
2013-08-30 14:00:00,95184.90625,95109.796875,95216.046875,95116.796875
2013-08-30 15:00:00,95163.703125,95091.2265625,95185.4765625,95086.828125
2013-08-30 16:00:00,95251.8984375,95177.3828125,95281.7578125,95183.03125
2013-08-30 17:00:00,95340.109375,95263.5,95378.046875,95279.25
2013-08-30 18:00:00,95428.3203125,95349.6171875,95474.328125,95375.4609375
2013-08-30 19:00:00,95412.2265625,95333.5234375,95459.15625,95360.546875
2013-08-30 20:00:00,95396.1171875,95317.40625,95444.0078125,95345.6796875
2013-08-30 21:00:00,95380.046875,95301.3203125,95428.8515625,95330.796875
2013-08-30 22:00:00,95442.0234375,95362.8515625,95491.078125,95392.4765625
2013-08-30 23:00:00,95503.9609375,95424.3671875,95553.2890625,95454.140625
2013-08-31 00:00:00,95565.90625,95485.890625,95615.5078125,95515.8203125
2013-08-31 01:00:00,95560.0234375,95479.3515625,95610.0234375,95509.4765625
2013-08-31 02:00:00,95554.1171875,95472.7890625,95604.546875,95503.1171875
2013-08-31 03:00:00,95548.203125,95466.2109375,95599.046875,95496.7734375
2013-08-31 04:00:00,95514.1171875,95438.1484375,95568.2578125,95475.15625
2013-08-31 05:00:00,95480.0390625,95410.09375,95537.453125,95453.546875
2013-08-31 06:00:00,95445.96875,95382.0234375,95506.6484375,95431.9609375
2013-08-31 07:00:00,95421.2265625,95351.09375,95478.7265625,95394.6015625
2013-08-31 08:00:00,95396.4765625,95320.1796875,95450.84375,95357.2578125
2013-08-31 09:00:00,95371.7578125,95289.28125,95422.953125,95319.9296875
2013-08-31 10:00:00,95398.8515625,95316.296875,95450.1015625,95346.9765625
2013-08-31 11:00:00,95425.9765625,95343.296875,95477.28125,95374.046875
