"dateTime","VGRD10m_110_HTGL","VGRD10m_110_HTGL.1","VGRD10m_110_HTGL.2","VGRD10m_110_HTGL.3"
2013-08-29 12:00:00,3.26999998092651,3.09999990463257,3.27999997138977,3.09999990463257
2013-08-29 13:00:00,3.57999992370605,3.33999991416931,3.61999988555908,3.35999989509583
2013-08-29 14:00:00,3.90000009536743,3.57999992370605,3.95000004768372,3.61999988555908
2013-08-29 15:00:00,4.21000003814697,3.8199999332428,4.28999996185303,3.88000011444092
2013-08-29 16:00:00,4.44999980926514,4.11999988555908,4.55000019073486,4.21000003814697
2013-08-29 17:00:00,4.69999980926514,4.42000007629395,4.80999994277954,4.53000020980835
2013-08-29 18:00:00,4.94000005722046,4.71999979019165,5.07000017166138,4.84999990463257
2013-08-29 19:00:00,4.90999984741211,4.76000022888184,5.01000022888184,4.86999988555908
2013-08-29 20:00:00,4.86999988555908,4.80999994277954,4.94000005722046,4.8899998664856
2013-08-29 21:00:00,4.82999992370605,4.84999990463257,4.86999988555908,4.90999984741211
2013-08-29 22:00:00,4.30000019073486,4.32999992370605,4.40000009536743,4.42999982833862
2013-08-29 23:00:00,3.76999998092651,3.8199999332428,3.92000007629395,3.95000004768372
2013-08-30 00:00:00,3.24000000953674,3.30999994277954,3.45000004768372,3.47000002861023
2013-08-30 01:00:00,3.39000010490417,3.47000002861023,3.5699999332428,3.61999988555908
2013-08-30 02:00:00,3.52999997138977,3.63000011444092,3.69000005722046,3.76999998092651
2013-08-30 03:00:00,3.6800000667572,3.78999996185303,3.80999994277954,3.9300000667572
2013-08-30 04:00:00,4.21000003814697,4.34999990463257,4.36999988555908,4.51000022888184
2013-08-30 05:00:00,4.75,4.92000007629395,4.92000007629395,5.09999990463257
2013-08-30 06:00:00,5.28000020980835,5.48000001907349,5.46999979019165,5.67999982833862
2013-08-30 07:00:00,4.03000020980835,4.40999984741211,4.34000015258789,4.73999977111816
2013-08-30 08:00:00,2.77999997138977,3.34999990463257,3.21000003814697,3.78999996185303
2013-08-30 09:00:00,1.51999998092651,2.28999996185303,2.0699999332428,2.84999990463257
2013-08-30 10:00:00,0.300000011920929,0.990000009536743,0.800000011920929,1.52999997138977
2013-08-30 11:00:00,-0.930000007152557,-0.300000011920929,-0.469999998807907,0.219999998807907
2013-08-30 12:00:00,-2.16000008583069,-1.60000014305115,-1.73000013828278,-1.10000014305115
2013-08-30 13:00:00,-3.58999991416931,-3.23000001907349,-3.26999998092651,-2.85999989509583
2013-08-30 14:00:00,-5.01999998092651,-4.8600001335144,-4.80999994277954,-4.63000011444092
2013-08-30 15:00:00,-6.46000003814697,-6.5,-6.34999990463257,-6.40000009536743
2013-08-30 16:00:00,-6.80000019073486,-6.80999994277954,-6.69999980926514,-6.71000003814697
2013-08-30 17:00:00,-7.1399998664856,-7.11999988555908,-7.05000019073486,-7.03000020980835
2013-08-30 18:00:00,-7.48000001907349,-7.42999982833862,-7.3899998664856,-7.34999990463257
2013-08-30 19:00:00,-7.19000005722046,-7.21000003814697,-7.13000011444092,-7.15000009536743
2013-08-30 20:00:00,-6.90000009536743,-6.98000001907349,-6.86999988555908,-6.96000003814697
