"dateTime","PRESsfc_110_SFC","PRESsfc_110_SFC.1","PRESsfc_110_SFC.2","PRESsfc_110_SFC.3"
2012-11-27 00:00:00,98039.1796875,97241.296875,97477.4609375,98382.796875
2012-11-27 01:00:00,98020.90625,97216.8671875,97448.2265625,98350.4921875
2012-11-27 02:00:00,98002.6484375,97192.453125,97419.03125,98318.171875
2012-11-27 03:00:00,97984.390625,97168.0078125,97389.828125,98285.8671875
2012-11-27 04:00:00,97994.65625,97176.8984375,97399.65625,98295.5625
2012-11-27 05:00:00,98004.9609375,97185.78125,97409.4609375,98305.2421875
2012-11-27 06:00:00,98015.2421875,97194.65625,97419.296875,98314.9375
2012-11-27 07:00:00,98007.4609375,97190.65625,97421.7421875,98320.296875
2012-11-27 08:00:00,97999.671875,97186.6484375,97424.2109375,98325.6484375
2012-11-27 09:00:00,97991.8984375,97182.640625,97426.65625,98331.0234375
2012-11-27 10:00:00,98032.3671875,97220.59375,97466.046875,98370.171875
2012-11-27 11:00:00,98072.8515625,97258.546875,97505.40625,98409.3125
2012-11-27 12:00:00,98113.296875,97296.5,97544.796875,98448.4609375
2012-11-27 13:00:00,98050.9375,97233.0234375,97473.421875,98374.4765625
2012-11-27 14:00:00,97988.578125,97169.5390625,97402.0234375,98300.4765625
2012-11-27 15:00:00,97926.2265625,97106.046875,97330.6484375,98226.4921875
2012-11-27 16:00:00,98006.90625,97201.2109375,97417.8671875,98324.8125
2012-11-27 17:00:00,98087.578125,97296.3828125,97505.078125,98423.1171875
2012-11-27 18:00:00,98168.28125,97391.5234375,97592.296875,98521.4765625
2012-11-27 19:00:00,98096.8671875,97320.2734375,97520.90625,98450.09375
2012-11-27 20:00:00,98025.4609375,97249.0234375,97449.5234375,98378.71875
2012-11-27 21:00:00,97954.046875,97177.7734375,97378.1484375,98307.3515625
2012-11-27 22:00:00,98022.203125,97228.6171875,97438.5234375,98356.1171875
2012-11-27 23:00:00,98090.359375,97279.5,97498.8828125,98404.8984375
2012-11-28 00:00:00,98158.546875,97330.3671875,97559.2890625,98453.6875
2012-11-28 01:00:00,98140.40625,97319.09375,97544.7109375,98449.328125
2012-11-28 02:00:00,98122.28125,97307.796875,97530.1171875,98444.9609375
2012-11-28 03:00:00,98104.1796875,97296.5234375,97515.5625,98440.6171875
2012-11-28 04:00:00,98177.3828125,97365.34375,97586.78125,98511.34375
2012-11-28 05:00:00,98250.578125,97434.15625,97658.0234375,98582.0625
2012-11-28 06:00:00,98323.796875,97502.9609375,97729.2578125,98652.796875
2012-11-28 07:00:00,98406.78125,97589.5,97822.28125,98748.78125
2012-11-28 08:00:00,98489.7578125,97676.0390625,97915.296875,98844.7578125
2012-11-28 09:00:00,98572.7265625,97762.59375,98008.3515625,98940.7265625
2012-11-28 10:00:00,98573.3125,97751.8515625,97995.2265625,98923.8515625
2012-11-28 11:00:00,98573.8828125,97741.1171875,97982.140625,98906.9609375
2012-11-28 12:00:00,98574.4921875,97730.390625,97969.046875,98890.09375
2012-11-28 13:00:00,98629.1015625,97791.140625,98026.578125,98948.4765625
2012-11-28 14:00:00,98683.7578125,97851.8828125,98084.1015625,99006.921875
2012-11-28 15:00:00,98738.453125,97912.609375,98141.6328125,99065.3515625
2012-11-28 16:00:00,98710.3828125,97892.6796875,98116.9765625,99041.6015625
2012-11-28 17:00:00,98682.359375,97872.71875,98092.359375,99017.796875
2012-11-28 18:00:00,98654.40625,97852.7265625,98067.7734375,98994.046875
2012-11-28 19:00:00,98689.0234375,97887.8203125,98102.5390625,99028.8828125
2012-11-28 20:00:00,98723.6484375,97922.90625,98137.3125,99063.6875
2012-11-28 21:00:00,98758.28125,97958,98172.1015625,99098.4765625
2012-11-28 22:00:00,98703.2578125,97891.078125,98112.1015625,99037.203125
2012-11-28 23:00:00,98648.3671875,97824.09375,98052.109375,98975.90625
2012-11-29 00:00:00,98593.59375,97757.046875,97992.1875,98914.6484375
2012-11-29 01:00:00,98578.65625,97736.6171875,97975.1015625,98897.0234375
2012-11-29 02:00:00,98563.78125,97716.1796875,97958.0234375,98879.3828125
2012-11-29 03:00:00,98548.890625,97695.7265625,97940.953125,98861.7265625
2012-11-29 04:00:00,98615.203125,97757.703125,98005.359375,98925.7421875
2012-11-29 05:00:00,98681.5234375,97819.6171875,98069.78125,98989.7421875
2012-11-29 06:00:00,98747.8515625,97881.5703125,98134.2109375,99053.7265625
2012-11-29 07:00:00,98755.390625,97890.7109375,98134.6875,99061.7265625
2012-11-29 08:00:00,98762.9375,97899.84375,98135.15625,99069.703125
2012-11-29 09:00:00,98770.4921875,97908.96875,98135.6328125,99077.7109375
2012-11-29 10:00:00,98836.84375,97979.9765625,98212.5234375,99157.65625
2012-11-29 11:00:00,98903.203125,98051.0234375,98289.4375,99237.578125
2012-11-29 12:00:00,98969.5703125,98122.046875,98366.3515625,99317.5078125
2012-11-29 13:00:00,98934.46875,98103.609375,98337.953125,99290.8515625
2012-11-29 14:00:00,98899.53125,98085.046875,98309.609375,99264.2265625
2012-11-29 15:00:00,98864.7890625,98066.40625,98281.3515625,99237.6328125
2012-11-29 16:00:00,98815.84375,98018.9765625,98232.4765625,99179.15625
2012-11-29 17:00:00,98766.96875,97971.5078125,98183.6484375,99120.7109375
2012-11-29 18:00:00,98718.203125,97923.9765625,98134.859375,99062.28125
2012-11-29 19:00:00,98679.2265625,97886.9296875,98096.6875,99024.25
2012-11-29 20:00:00,98640.28125,97849.8828125,98058.5,98986.2421875
2012-11-29 21:00:00,98601.3125,97812.828125,98020.3515625,98948.2109375
2012-11-29 22:00:00,98625.8515625,97823.546875,98039.1484375,98965.59375
2012-11-29 23:00:00,98650.5625,97834.203125,98058,98982.9765625
2012-11-30 00:00:00,98675.390625,97844.7734375,98076.90625,99000.390625
2012-11-30 01:00:00,98624.5390625,97792.203125,98025.65625,98948.8984375
2012-11-30 02:00:00,98573.703125,97739.6171875,97974.3984375,98897.421875
2012-11-30 03:00:00,98522.8671875,97687.046875,97923.1484375,98845.953125
2012-11-30 04:00:00,98613.90625,97772.7734375,98012.0078125,98934.3515625
2012-11-30 05:00:00,98704.953125,97858.46875,98100.8671875,99022.7265625
2012-11-30 06:00:00,98796.0234375,97944.15625,98189.7421875,99111.140625
2012-11-30 07:00:00,98784.1015625,97929.359375,98176.5625,99097.78125
2012-11-30 08:00:00,98772.203125,97914.5390625,98163.3984375,99084.3984375
2012-11-30 09:00:00,98760.296875,97899.71875,98150.2421875,99071.0234375
2012-11-30 10:00:00,98739.6484375,97879.3515625,98129.609375,99050.4296875
2012-11-30 11:00:00,98718.9921875,97858.96875,98108.9921875,99029.8515625
2012-11-30 12:00:00,98698.3515625,97838.609375,98088.3671875,99009.2734375
2012-11-30 13:00:00,98674.9921875,97833.9296875,98072.6484375,98995.53125
2012-11-30 14:00:00,98651.8671875,97829.109375,98057.0078125,98981.8515625
2012-11-30 15:00:00,98628.9765625,97824.15625,98041.4609375,98968.21875
2012-11-30 16:00:00,98552.3203125,97761.1171875,97970.4765625,98898.6171875
2012-11-30 17:00:00,98475.7734375,97698.0078125,97899.546875,98829.0078125
2012-11-30 18:00:00,98399.34375,97634.8203125,97828.65625,98759.4375
2012-11-30 19:00:00,98426.453125,97659.546875,97862.59375,98785.75
2012-11-30 20:00:00,98453.546875,97684.2734375,97896.5078125,98812.046875
2012-11-30 21:00:00,98480.640625,97708.9765625,97930.4375,98838.3828125
2012-11-30 22:00:00,98493.6015625,97700.8828125,97926.0625,98829.296875
2012-11-30 23:00:00,98506.7109375,97692.6875,97921.7265625,98820.2734375
2012-12-01 00:00:00,98519.9921875,97684.40625,97917.46875,98811.25
2012-12-01 01:00:00,98521.546875,97689.2265625,97929.2109375,98825.8125
2012-12-01 02:00:00,98523.109375,97694.046875,97940.953125,98840.328125
2012-12-01 03:00:00,98524.7109375,97698.8671875,97952.6875,98854.890625
2012-12-01 04:00:00,98545.34375,97710.8828125,97961.34375,98860.15625
2012-12-01 05:00:00,98565.9765625,97722.8828125,97969.9765625,98865.4375
2012-12-01 06:00:00,98586.6015625,97734.8984375,97978.65625,98870.71875
2012-12-01 07:00:00,98511.40625,97669.59375,97908.171875,98811.09375
2012-12-01 08:00:00,98436.2265625,97604.2734375,97837.6875,98751.46875
2012-12-01 09:00:00,98361.0625,97538.9609375,97767.203125,98691.859375
2012-12-01 10:00:00,98519.140625,97686.9765625,97928.8828125,98845.21875
2012-12-01 11:00:00,98677.2421875,97835.0234375,98090.578125,98998.6015625
2012-12-01 12:00:00,98835.3515625,97983.03125,98252.2734375,99151.96875
2012-12-01 13:00:00,98804.046875,97967.5078125,98227.3515625,99128.7734375
2012-12-01 14:00:00,98772.953125,97951.90625,98202.4921875,99105.609375
2012-12-01 15:00:00,98741.9765625,97936.203125,98177.703125,99082.4765625
2012-12-01 16:00:00,98729.7109375,97928.5078125,98158.7265625,99061.390625
2012-12-01 17:00:00,98717.4921875,97920.7734375,98139.7890625,99040.2734375
2012-12-01 18:00:00,98705.3828125,97912.9765625,98120.8828125,99019.21875
2012-12-01 19:00:00,98637.7578125,97854.15625,98065.4609375,98967.1171875
2012-12-01 20:00:00,98570.140625,97795.359375,98010.0234375,98915.0625
2012-12-01 21:00:00,98502.53125,97736.5703125,97954.59375,98862.9921875
2012-12-01 22:00:00,98564.6015625,97778.34375,97999.6015625,98903.3984375
2012-12-01 23:00:00,98626.796875,97820.0234375,98044.6015625,98943.8203125
2012-12-02 00:00:00,98689.140625,97861.6171875,98089.6796875,98984.28125
2012-12-02 01:00:00,98678.46875,97847.3515625,98077.6484375,98971.90625
2012-12-02 02:00:00,98667.8125,97833.046875,98065.609375,98959.53125
2012-12-02 03:00:00,98657.171875,97818.7265625,98053.59375,98947.171875
2012-12-02 04:00:00,98633.8515625,97804.6484375,98034.890625,98939.2265625
2012-12-02 05:00:00,98610.546875,97790.546875,98016.1875,98931.2734375
2012-12-02 06:00:00,98587.2734375,97776.46875,97997.5078125,98923.3125
2012-12-02 07:00:00,98596.6328125,97779.609375,98012.1328125,98930.0703125
2012-12-02 08:00:00,98606.03125,97782.7265625,98026.7734375,98936.8515625
2012-12-02 09:00:00,98615.40625,97785.890625,98041.40625,98943.609375
2012-12-02 10:00:00,98646.421875,97815.359375,98071.640625,98973.703125
2012-12-02 11:00:00,98677.453125,97844.828125,98101.890625,99003.7734375
2012-12-02 12:00:00,98708.4765625,97874.296875,98132.1171875,99033.859375
2012-12-02 13:00:00,98667.953125,97851.09375,98098.7265625,99002.2890625
2012-12-02 14:00:00,98627.6328125,97827.75,98065.453125,98970.7734375
2012-12-02 15:00:00,98587.4765625,97804.296875,98032.2421875,98939.296875
2012-12-02 16:00:00,98453.546875,97681.609375,97903.046875,98811.2265625
2012-12-02 17:00:00,98319.7109375,97558.8515625,97773.90625,98683.2109375
2012-12-02 18:00:00,98185.90625,97436.046875,97644.7734375,98555.171875
2012-12-02 19:00:00,98156.8828125,97409.3828125,97616.703125,98527.28125
