"dateTime","SPFH2m_110_HTGL","SPFH2m_110_HTGL.1","SPFH2m_110_HTGL.2","SPFH2m_110_HTGL.3"
2012-11-27 00:00:00,0.00309020048007369,0.00293510034680367,0.00303650042042136,0.00300290039740503
2012-11-27 01:00:00,0.00306409993208945,0.00293210009112954,0.00300700007937849,0.00300269993022084
2012-11-27 02:00:00,0.00303809996694326,0.00292899995110929,0.00297740008682013,0.00300249992869794
2012-11-27 03:00:00,0.00301199988462031,0.00292599992826581,0.00294789997860789,0.00300229992717505
2012-11-27 04:00:00,0.00304959993809462,0.00296849990263581,0.00298230000771582,0.00304630002938211
2012-11-27 05:00:00,0.00308719999156892,0.00301089999265969,0.00301670003682375,0.0030902000144124
2012-11-27 06:00:00,0.00312469992786646,0.00305339996702969,0.00305110006593168,0.00313419988378882
2012-11-27 07:00:00,0.00332170003093779,0.00323770008981228,0.00323690008372068,0.00331879989244044
2012-11-27 08:00:00,0.00351869990117848,0.0034219000954181,0.00342270010150969,0.00350350001826882
2012-11-27 09:00:00,0.00371579988859594,0.00360610010102391,0.00360849988646805,0.00368819991126657
2012-11-27 10:00:00,0.00393819995224476,0.00380850001238286,0.00383910001255572,0.00390030001290143
2012-11-27 11:00:00,0.00416069990023971,0.00401089992374182,0.00406969990581274,0.00411240011453629
2012-11-27 12:00:00,0.00438319984823465,0.00421330006793141,0.00430030003190041,0.0043244999833405
2012-11-27 13:00:00,0.00446890061721206,0.00426510022953153,0.00438420055434108,0.00436910055577755
2012-11-27 14:00:00,0.00455449987202883,0.00431679980829358,0.00446810014545918,0.00441370019689202
2012-11-27 15:00:00,0.00464010005816817,0.00436849985271692,0.00455200020223856,0.00445839995518327
2012-11-27 16:00:00,0.00479449983686209,0.00449919980019331,0.00469269976019859,0.00458109984174371
2012-11-27 17:00:00,0.00494879996404052,0.00462999986484647,0.00483339978381991,0.00470380019396544
2012-11-27 18:00:00,0.00510310009121895,0.00476079992949963,0.00497409980744123,0.0048263999633491
2012-11-27 19:00:00,0.00507069984450936,0.00478550000116229,0.00497769983485341,0.00488359993323684
2012-11-27 20:00:00,0.00503830006346107,0.00481020007282495,0.00498139997944236,0.00494079990312457
2012-11-27 21:00:00,0.00500589981675148,0.0048349997960031,0.00498499954119325,0.00499799940735102
2012-11-27 22:00:00,0.00502040004357696,0.00485809985548258,0.00498919980600476,0.00502019980922341
2012-11-27 23:00:00,0.00503489980474114,0.00488109979778528,0.00499339960515499,0.00504239974543452
2012-11-28 00:00:00,0.00504950061440468,0.00490410020574927,0.00499770045280457,0.00506460061296821
2012-11-28 01:00:00,0.00497489981353283,0.00487759988754988,0.00491379993036389,0.00504339998587966
2012-11-28 02:00:00,0.00490029994398355,0.004850999917835,0.00482989987358451,0.0050221998244524
2012-11-28 03:00:00,0.00482570007443428,0.00482450006529689,0.00474599981680512,0.00500100012868643
2012-11-28 04:00:00,0.00475500011816621,0.00476370006799698,0.00466360012069345,0.00493430020287633
2012-11-28 05:00:00,0.00468439981341362,0.00470300018787384,0.00458119995892048,0.00486769992858171
2012-11-28 06:00:00,0.00461369939148426,0.00464219972491264,0.00449879979714751,0.00480099953711033
2012-11-28 07:00:00,0.00455000018700957,0.00457439990714192,0.00444279983639717,0.00473379995673895
2012-11-28 08:00:00,0.00448640016838908,0.00450660055503249,0.00438670022413135,0.00466660037636757
2012-11-28 09:00:00,0.00442270003259182,0.0044387998059392,0.00433060014620423,0.00459930021315813
2012-11-28 10:00:00,0.00422820029780269,0.00429740035906434,0.0041868002153933,0.00449030054733157
2012-11-28 11:00:00,0.0040335999801755,0.00415610009804368,0.00404299981892109,0.00438129995018244
2012-11-28 12:00:00,0.00383899989537895,0.00401479983702302,0.00389919988811016,0.00427229981869459
2012-11-28 13:00:00,0.00368859991431236,0.00377569999545813,0.00372599996626377,0.0039894999936223
2012-11-28 14:00:00,0.00353850005194545,0.00353650003671646,0.00355280004441738,0.00370669993571937
2012-11-28 15:00:00,0.00338839995674789,0.00329719996079803,0.00337970000691712,0.00342399999499321
2012-11-28 16:00:00,0.00317330006510019,0.00309169990941882,0.00316930003464222,0.00321189989335835
2012-11-28 17:00:00,0.00295839994214475,0.00288609997369349,0.00295890006236732,0.00299989990890026
2012-11-28 18:00:00,0.00274359993636608,0.00268039992079139,0.00274859997443855,0.00278789992444217
2012-11-28 19:00:00,0.00259379995986819,0.00252970005385578,0.00259210006333888,0.00262659997679293
2012-11-28 20:00:00,0.0024439999833703,0.00237899995408952,0.00243570003658533,0.00246539991348982
2012-11-28 21:00:00,0.00229420000687242,0.00222830008715391,0.00227919989265501,0.00230420008301735
2012-11-28 22:00:00,0.00230429996736348,0.00223309989087284,0.00228610006161034,0.00230829999782145
2012-11-28 23:00:00,0.00231450004503131,0.0022378999274224,0.00229299999773502,0.00231239991262555
2012-11-29 00:00:00,0.00232480000704527,0.00224269996397197,0.00229989993385971,0.00231659994460642
2012-11-29 01:00:00,0.00226509990170598,0.00217929994687438,0.0022390999365598,0.00224970001727343
2012-11-29 02:00:00,0.00220540002919734,0.00211589992977679,0.00217829993925989,0.00218289997428656
2012-11-29 03:00:00,0.00214560003951192,0.0020524999126792,0.00211740005761385,0.00211609993129969
2012-11-29 04:00:00,0.00213790009729564,0.00204090005718172,0.00210699997842312,0.00210199994035065
2012-11-29 05:00:00,0.00213030003942549,0.00202920008450747,0.00209650001488626,0.00208789994940162
2012-11-29 06:00:00,0.00212260033003986,0.00201750034466386,0.00208600028418005,0.00207390030846
2012-11-29 07:00:00,0.00211880006827414,0.00201039994135499,0.00208060001023114,0.00206519989296794
2012-11-29 08:00:00,0.00211500003933907,0.00200330000370741,0.00207519996911287,0.00205649994313717
2012-11-29 09:00:00,0.00211120001040399,0.00199620006605983,0.00206979992799461,0.00204790011048317
2012-11-29 10:00:00,0.00210390007123351,0.00199089990928769,0.00206189998425543,0.00204259995371103
2012-11-29 11:00:00,0.00209670048207045,0.00198570033535361,0.00205400050617754,0.00203740037977695
