"dateTime","PRESsfc_110_SFC","PRESsfc_110_SFC.1","PRESsfc_110_SFC.2","PRESsfc_110_SFC.3"
2012-11-27 00:00:00,95411.546875,96036.4375,95624.2109375,95704.71875
2012-11-27 01:00:00,95442.34375,96067.46875,95655.3515625,95735.7265625
2012-11-27 02:00:00,95473.1171875,96098.5,95686.4765625,95766.7734375
2012-11-27 03:00:00,95503.90625,96129.546875,95717.6171875,95797.7890625
2012-11-27 04:00:00,95380.0234375,96005.71875,95594.078125,95673.5390625
2012-11-27 05:00:00,101660.796875,101737.453125,101722.296875,101796.9296875
2012-11-27 06:00:00,101627.203125,101709.90625,101696.65625,101772.7734375
2012-11-27 07:00:00,101611.953125,101688.6171875,101673.390625,101748.046875
2012-11-27 08:00:00,101596.6875,101667.296875,101650.1171875,101723.3515625
2012-11-27 09:00:00,101581.453125,101646.0234375,101626.8515625,101698.640625
2012-11-27 10:00:00,101602.0078125,101662.2265625,101661.5234375,101729.09375
2012-11-27 11:00:00,101622.546875,101678.4375,101696.15625,101759.5390625
2012-11-27 12:00:00,101643.109375,101694.65625,101730.84375,101789.9765625
2012-11-27 13:00:00,101667.65625,101719.453125,101756.15625,101814.8203125
2012-11-27 14:00:00,101692.1796875,101744.203125,101781.453125,101839.6171875
2012-11-27 15:00:00,101716.7109375,101768.9296875,101806.7265625,101864.40625
2012-11-27 16:00:00,101608.3515625,101665.0390625,101684.6796875,101746.328125
2012-11-27 17:00:00,101499.96875,101561.1171875,101562.6015625,101628.2109375
2012-11-27 18:00:00,101391.6015625,101457.2109375,101440.5234375,101510.09375
2012-11-27 19:00:00,101386.7734375,101452.3671875,101435.6171875,101505.2265625
2012-11-27 20:00:00,101381.953125,101447.5234375,101430.703125,101500.3671875
2012-11-27 21:00:00,101377.1171875,101442.65625,101425.7890625,101495.5234375
2012-11-27 22:00:00,101417.046875,101482.4609375,101465.15625,101535.2265625
2012-11-27 23:00:00,101456.9609375,101522.21875,101504.5234375,101574.9609375
2012-11-28 00:00:00,101496.8828125,101561.9765625,101543.84375,101614.65625
2012-11-28 01:00:00,101532.2265625,101597.21875,101579.1171875,101649.9765625
2012-11-28 02:00:00,101567.578125,101632.46875,101614.40625,101685.3203125
2012-11-28 03:00:00,101602.90625,101667.7265625,101649.703125,101720.6171875
2012-11-28 04:00:00,101597.890625,101652.3671875,101650.828125,101716.1171875
2012-11-28 05:00:00,101592.84375,101637.0078125,101651.9609375,101711.59375
2012-11-28 06:00:00,101587.796875,101621.65625,101653.09375,101707.0703125
2012-11-28 07:00:00,101604.703125,101642.796875,101655.65625,101713.9765625
2012-11-28 08:00:00,101621.59375,101663.9296875,101658.21875,101720.90625
2012-11-28 09:00:00,101638.5,101685.046875,101660.796875,101727.8515625
2012-11-28 10:00:00,101674.6484375,101727.2265625,101704.8828125,101773.40625
2012-11-28 11:00:00,101710.796875,101769.3828125,101748.953125,101818.9765625
2012-11-28 12:00:00,101746.9765625,101811.5390625,101793.0234375,101864.546875
2012-11-28 13:00:00,101839.7578125,101904.390625,101886.03125,101957.3828125
2012-11-28 14:00:00,101932.53125,101997.2265625,101979.0390625,102050.2109375
2012-11-28 15:00:00,102025.296875,102090.078125,102072.03125,102143.046875
2012-11-28 16:00:00,101969.9375,102034.8203125,102017.03125,102087.796875
2012-11-28 17:00:00,101914.5703125,101979.546875,101962.046875,102032.546875
2012-11-28 18:00:00,101859.203125,101924.296875,101907.03125,101977.28125
2012-11-28 19:00:00,101827.3671875,101892.453125,101875.203125,101945.4375
2012-11-28 20:00:00,101795.53125,101860.59375,101843.3828125,101913.6171875
2012-11-28 21:00:00,101763.7109375,101828.75,101811.546875,101881.78125
2012-11-28 22:00:00,101833.3671875,101898.15625,101880.7265625,101951.2578125
2012-11-28 23:00:00,101903.0234375,101967.59375,101949.8671875,102020.703125
2012-11-29 00:00:00,101972.6484375,102037,102019.0234375,102090.1484375
2012-11-29 01:00:00,102020.296875,102084.609375,102066.2265625,102137.65625
2012-11-29 02:00:00,102067.9375,102132.2109375,102113.4375,102185.15625
2012-11-29 03:00:00,102115.546875,102179.8203125,102160.6484375,102232.65625
2012-11-29 04:00:00,102103.5703125,102157.4609375,102154.65625,102221.1015625
2012-11-29 05:00:00,102091.5703125,102135.09375,102148.65625,102209.5234375
2012-11-29 06:00:00,102079.578125,102112.7265625,102142.65625,102197.9609375
2012-11-29 07:00:00,102075.5234375,102112.9765625,102124.3671875,102183.953125
2012-11-29 08:00:00,102071.4375,102113.2578125,102106.0703125,102169.96875
2012-11-29 09:00:00,102067.3828125,102113.546875,102087.7734375,102155.9765625
2012-11-29 10:00:00,102083.65625,102129.84375,102104.03125,102172.296875
2012-11-29 11:00:00,102099.9765625,102146.1484375,102120.296875,102188.6171875
2012-11-29 12:00:00,102116.2734375,102162.453125,102136.5703125,102204.9609375
2012-11-29 13:00:00,102126.6015625,102173,102147.7578125,102215.578125
2012-11-29 14:00:00,102136.8828125,102183.5234375,102158.8984375,102226.15625
2012-11-29 15:00:00,102147.1484375,102194,102170,102236.71875
2012-11-29 16:00:00,102107.65625,102160.609375,102138.9609375,102206.7734375
2012-11-29 17:00:00,102068.15625,102127.203125,102107.90625,102176.8203125
2012-11-29 18:00:00,102028.6796875,102093.7890625,102076.859375,102146.859375
2012-11-29 19:00:00,101990.8515625,102055.9296875,102038.9765625,102109.0078125
2012-11-29 20:00:00,101953.0234375,102018.046875,102001.09375,102071.1171875
2012-11-29 21:00:00,101915.1796875,101980.2109375,101963.2265625,102033.2578125
2012-11-29 22:00:00,101897.0703125,101962.046875,101944.8671875,102015.1015625
2012-11-29 23:00:00,101878.953125,101943.90625,101926.53125,101996.90625
2012-11-30 00:00:00,101860.84375,101925.7265625,101908.1796875,101978.7265625
2012-11-30 01:00:00,101875.46875,101940.34375,101922.6796875,101993.34375
2012-11-30 02:00:00,101890.109375,101954.9609375,101937.15625,102007.9375
2012-11-30 03:00:00,101904.7578125,101969.5703125,101951.6796875,102022.5234375
2012-11-30 04:00:00,101925.703125,101990.5078125,101972.546875,102043.4375
2012-11-30 05:00:00,101946.640625,102011.4296875,101993.40625,102064.3515625
2012-11-30 06:00:00,101967.59375,102032.3671875,102014.296875,102085.2734375
2012-11-30 07:00:00,101987.09375,102051.859375,102033.7109375,102104.7265625
2012-11-30 08:00:00,102006.5703125,102071.3515625,102053.1171875,102124.203125
2012-11-30 09:00:00,102026.046875,102090.8515625,102072.546875,102143.6875
2012-11-30 10:00:00,102038.796875,102103.546875,102085.2109375,102156.3828125
2012-11-30 11:00:00,102051.5234375,102116.2578125,102097.859375,102169.0703125
2012-11-30 12:00:00,102064.2578125,102128.9609375,102110.53125,102181.7578125
